,id,conversation_id,date,username,tweet,hashtags,tweet_original,label
203,"9,53637619681829E+017","9,53637619681829E+017",2018-01-17,mutualirwin,"depression is fucking shitty, I started things I thought I would enjoy doing like my YouTube channel, my blog, ive lost interest in everything i fucking loved. fuck You depression",[],"depression is fucking shitty, I started things I thought I would enjoy doing like my YouTube channel, my blog, ive lost interest in everything i fucking loved. fuck You depression",1
205,"9,53507633696096E+017","9,53507633696096E+017",2018-01-17,alreemalhajrii4,"β€I lost interest in everything, you know? All the things I used to love doing, I haven't done them in months. Major pieces of me are missing and no one even sees that I'm fading away.",[],"β€I lost interest in everything, you know? All the things I used to love doing, I haven't done them in months. Major pieces of me are missing and no one even sees that I'm fading away.",1
209,"9,52433706559558E+017","9,5243268733114E+017",2018-01-14,sweetasfuck69,"I feel angry at the tiniest of things, have barely any interest in anything I love, and I feel like people use me. I feel like I give too much, and people return nothing. I feel as if it's not worth me talking or doing anything because people don't care enough. I lost something.",[],"I feel angry at the tiniest of things, have barely any interest in anything I love, and I feel like people use me. I feel like I give too much, and people return nothing. I feel as if it's not worth me talking or doing anything because people don't care enough. I lost something.",1
210,"9,5232994032162E+017","9,5232994032162E+017",2018-01-14,furipsu,I've lost all interest in doing things ever since the 18th.,[],I've lost all interest in doing things ever since the 18th.,1
212,"9,51839103594762E+017","9,51839103594762E+017",2018-01-12,roydinero_,It's crazy how I've lost interest in the things I used to love doing. Guess that's just apart of growth,[],It's crazy how I've lost interest in the things I used to love doing. Guess that's just apart of growth,1
214,"9,51517257657717E+017","9,51517257657717E+017",2018-01-11,_tilthenextlyfe,lost all interest in doing the things I loved the most. all I wanna do these days is just lay in bed & sleep.,[],lost all interest in doing the things I loved the most. all I wanna do these days is just lay in bed & sleep.,1
216,"9,50057813778289E+017","9,50057813778289E+017",2018-01-07,fattima367,"I lost interest in everything, you know? All the things I used to love doing, I haven't done them in months. Major pieces of me are missing and no one even sees that I'm fading away.",[],"I lost interest in everything, you know? All the things I used to love doing, I haven't done them in months. Major pieces of me are missing and no one even sees that I'm fading away.",1
219,"9,48880280156217E+017","9,48880280156217E+017",2018-01-04,x_sayli,I've lost interest in most things other than music in life that's why I suppose i indulge and tend to spend more when it comes to music. That's the only thing i find myself happily doing,[],I've lost interest in most things other than music in life that's why I suppose i indulge and tend to spend more when it comes to music. That's the only thing i find myself happily doing,1
220,"9,48667212285358E+017","9,48667212285358E+017",2018-01-03,dawdlingpoet,"I seem to be feeling mildly lost... stuck in that weird space where on one hand I feel sad the end of my hols slowly approachs & yet I'm a bit bored of what I've been doing & running out of obvious things to do to def. interest me... not looking for sympathy, just saying. Sigh.",[],"I seem to be feeling mildly lost... stuck in that weird space where on one hand I feel sad the end of my hols slowly approachs & yet I'm a bit bored of what I've been doing & running out of obvious things to do to def. interest me... not looking for sympathy, just saying. Sigh.",1
221,"9,48650889312637E+017","9,48650889312637E+017",2018-01-03,edweenuh,I lost interest in so many things I used to love doing,[],I lost interest in so many things I used to love doing,1
223,"9,4745243471614E+017","9,4745005857577E+017",2017-12-31,dominicnicole_,"I may have lost interest in things I used to love doing but I also went back to what I loved the most, something that's been a part of me since I was like 10 years old. That's listening to Kpop! I took a break earlier this year, but I found solace in listening to it during +",[],"I may have lost interest in things I used to love doing but I also went back to what I loved the most, something that's been a part of me since I was like 10 years old. That's listening to Kpop! I took a break earlier this year, but I found solace in listening to it during +",1
225,"9,46694228029174E+017","9,46694228029174E+017",2017-12-29,_cuurse,"I lost interest in everything, all the things I used to love doing, I haven't done them in months. Major pieces of me are missing and no one even sees that I'm fading away",[],"I lost interest in everything, all the things I used to love doing, I haven't done them in months. Major pieces of me are missing and no one even sees that I'm fading away",1
226,"9,46564828327502E+017","9,46564828327502E+017",2017-12-29,melancholified,"my new year's resolution is to draw more. i feel like i've lost interest in creating art and doing what i love, drawing fanart. i wanna have the motivation and the drive to actually do things.",[],"my new year's resolution is to draw more. i feel like i've lost interest in creating art and doing what i love, drawing fanart. i wanna have the motivation and the drive to actually do things.",1
230,"9,45841778837439E+017","9,45841778837439E+017",2017-12-27,daniellehomiee,I've lost interest in the things that I used to enjoy doing,[],I've lost interest in the things that I used to enjoy doing,1
235,"9,42843676744614E+017","9,42843676744614E+017",2017-12-18,ranaalrashed_,"β€I lost interest in everything, you know? All the things I used to love doing, I haven't done them in months. Major pieces of me are missing and no one even sees that I'm fading away.β€",[],"β€I lost interest in everything, you know? All the things I used to love doing, I haven't done them in months. Major pieces of me are missing and no one even sees that I'm fading away.β€",1
237,"9,42234949805015E+017","9,42233805297017E+017",2017-12-17,itsthevox,"That you ruined his night too because you don't make any since.
I miss my friends but I don't want to bother them with my problems, and I've lost interest in the things I used to love doing...I don't know what's Wrong with me anymore, but I hate it, I hate me.",[],"That you ruined his night too because you don't make any since.
I miss my friends but I don't want to bother them with my problems, and I've lost interest in the things I used to love doing...I don't know what's Wrong with me anymore, but I hate it, I hate me.",1
238,"9,41872251628073E+017","9,41872251628073E+017",2017-12-16,heartforethan,"i've lost so much interest in so many things recently. i feel like i wasted so much time getting depressed over two boys who don't even know i exist. i love them always & they make me happy, but my own life has so much seriousness rn that what they're doing isn't my priority.",[],"i've lost so much interest in so many things recently. i feel like i wasted so much time getting depressed over two boys who don't even know i exist. i love them always & they make me happy, but my own life has so much seriousness rn that what they're doing isn't my priority.",1
239,"9,41795098433675E+017","9,41795098433675E+017",2017-12-16,xstardusts,"I lost interest in everything, all the things I used to love doing, I haven't done them in months. Major pieces of me are missing and no one even sees that I'm fading away.",[],"I lost interest in everything, all the things I used to love doing, I haven't done them in months. Major pieces of me are missing and no one even sees that I'm fading away.",1
240,"9,40920888052142E+017","9,40920888052142E+017",2017-12-13,lina_abdullahxx,I am at that point where I lost interest in doing the things I love,[],I am at that point where I lost interest in doing the things I love,1
241,"9,39897721888084E+017","9,39897721888084E+017",2017-12-10,myahondreyko,I've lost family & friends. I've lost interest in seeing people and doing the things that used to make me smile. I'm constantly tired and I only talk to three people. I'm ready for this to stop now  pic.twitter.com/S3CoVo282p,[],I've lost family & friends. I've lost interest in seeing people and doing the things that used to make me smile. I'm constantly tired and I only talk to three people. I'm ready for this to stop now  pic.twitter.com/S3CoVo282p,1
242,"9,39607018725368E+017","9,39607018725368E+017",2017-12-09,rossey_roro,"I haven't written in a while, I've lost interest in things like doing such us drinking. I don't want to see a man near me( I'm not complaining coz I'd rather have it that way) but is it normal? I'm worried that I might not be coping",[],"I haven't written in a while, I've lost interest in things like doing such us drinking. I don't want to see a man near me( I'm not complaining coz I'd rather have it that way) but is it normal? I'm worried that I might not be coping",1
245,"9,38024718518641E+017","9,38024718518641E+017",2017-12-05,_fida_m,"Everything has become a crap ! π‚
Lost interest in many things that I loved doing here !π™ƒ
It's not exciting anymore , it has become a crap in true sense  !π™„
Better they end it as soon as possible so they can move on , we can move on and everything will fall into right place !π",[],"Everything has become a crap ! π‚
Lost interest in many things that I loved doing here !π™ƒ
It's not exciting anymore , it has become a crap in true sense  !π™„
Better they end it as soon as possible so they can move on , we can move on and everything will fall into right place !π",1
247,"9,37354523160478E+017","9,37353447984296E+017",2017-12-03,lexlanez,"Even though I'm here I'm not present. This semester I've been on auto pilot, going thru the motions in order to stay sane. I've lost interest in doing the things that I love and it feels empty.",[],"Even though I'm here I'm not present. This semester I've been on auto pilot, going thru the motions in order to stay sane. I've lost interest in doing the things that I love and it feels empty.",1
250,"9,34360323850727E+017","9,34360323850727E+017",2017-11-25,mickey_nerdy,"I've lost interest in a number of things I loved doing, 2017 was rubbish bruh...",[],"I've lost interest in a number of things I loved doing, 2017 was rubbish bruh...",1
251,"9,34250507098456E+017","9,34250416702865E+017",2017-11-25,tokischeap,I feel like Ive lost interest in a lot of things I usually love doing,[],I feel like Ive lost interest in a lot of things I usually love doing,1
252,"9,32687715413496E+017","9,32687715413496E+017",2017-11-20,theenayomi,lost interest in a lot of things I used to love doing. for one being drawing and I was good π’”,[],lost interest in a lot of things I used to love doing. for one being drawing and I was good π’”,1
254,"9,31164182266855E+017","9,31164182266855E+017",2017-11-16,hopeftjoon,cant believe ive lost interest on things i used to have so much passion in doing,[],cant believe ive lost interest on things i used to have so much passion in doing,1
255,"9,31156921234612E+017","9,31156921234612E+017",2017-11-16,mackypopala,"I've lost interest in doing a lot of things. Even dota, I'm starting to lose my interest in playing it.",[],"I've lost interest in doing a lot of things. Even dota, I'm starting to lose my interest in playing it.",1
256,"9,3107906886237E+017","9,3107906886237E+017",2017-11-16,jaaybeartm,Lost interest in a lot of things I used to like doing.,[],Lost interest in a lot of things I used to like doing.,1
257,"9,2864386183193E+017","9,2864386183193E+017",2017-11-09,krusty_1,So I have not yet jumped on the  bandwagon just yet. I had recently gone back to being on my meds for depression. I had lost all interest in doing things I love doing . I am doing my hardest to get back into gaming and doing the stuff I love doing.,"['#ww2', '#fuckdepression']",So I have not yet jumped on the #WW2 bandwagon just yet. I had recently gone back to being on my meds for depression. I had lost all interest in doing things I love doing #fuckdepression. I am doing my hardest to get back into gaming and doing the stuff I love doing.,1
259,"9,28104758581367E+017","9,28104758581367E+017",2017-11-08,yeet_its_honey,I'm so fucking depressed right now. I've lost all interest in things I used to genuinely enjoy. All I've been doing is sleeping. I'm letting all my grades slip. I have this feeling constantly lingering over me and I can't describe it. Everyday I cry as at least once.,[],I'm so fucking depressed right now. I've lost all interest in things I used to genuinely enjoy. All I've been doing is sleeping. I'm letting all my grades slip. I have this feeling constantly lingering over me and I can't describe it. Everyday I cry as at least once.,1
282,"1,07988822358378E+018","1,07988822358378E+018",2019-01-01,hannahrcky,I feel down as hell imma just get stupid drunkk,[],I feel down as hell imma just get stupid drunkk,1
297,"1,0798869428866E+018","1,0798869428866E+018",2019-01-01,taycee591,45mins into 2019 and I'm already in tears. gosh I feel so overwhelmed. I need to calm down and focus.,[],45mins into 2019 and I'm already in tears. gosh I feel so overwhelmed. I need to calm down and focus.,1
330,"1,0798847679051E+018","1,0798847679051E+018",2019-01-01,ditzydoodled,My problem when sewing is that I constantly flip it right side out even if I know for a fact I've sewn it right cause I get a little dopamine boost seeing my stuff come togeather even if it's just a stright simple hem. AND IT SLOWS ME DOWN SO MUCH. UGH. At least it feels good tho,[],My problem when sewing is that I constantly flip it right side out even if I know for a fact I've sewn it right cause I get a little dopamine boost seeing my stuff come togeather even if it's just a stright simple hem. AND IT SLOWS ME DOWN SO MUCH. UGH. At least it feels good tho,1
348,"1,07988353935146E+018","1,07988353935146E+018",2019-01-01,jadenalec10,I feel like I've let a lot of people down that care about me,[],I feel like I've let a lot of people down that care about me,1
355,"1,07988298575779E+018","1,07988298575779E+018",2019-01-01,donna_liseth,i know from time to timeΒ i feel like breaking downΒ but you always have faithΒ to lift me off the ground,[],i know from time to timeΒ i feel like breaking downΒ but you always have faithΒ to lift me off the ground,1
373,"1,0798817583117E+018","1,0798817583117E+018",2019-01-01,bluemonkeyape,"Reflecting on 2018: I really cannot express how challenging I found this year. So much upheaval, stress and worries. There's been times I've genuinely felt like I've been at rock bottom. The things that got me down were all first world problems, which made me feel guilty.",[],"Reflecting on 2018: I really cannot express how challenging I found this year. So much upheaval, stress and worries. There's been times I've genuinely felt like I've been at rock bottom. The things that got me down were all first world problems, which made me feel guilty.",1
374,"1,07988168650522E+018","1,07988168650522E+018",2019-01-01,_lorryyy,"2018:I've been through so many emotions & mental break down. Mom being healed, my grandpa still paralyzed but with us, my college degree around the corner, my friends & my boyfriend. I'm starting to feel like everything's coming together. In God's name 2019's gonna be awesomeπ’•π™πΎ",[],"2018:I've been through so many emotions & mental break down. Mom being healed, my grandpa still paralyzed but with us, my college degree around the corner, my friends & my boyfriend. I'm starting to feel like everything's coming together. In God's name 2019's gonna be awesomeπ’•π™πΎ",1
375,"1,07988167466042E+018","1,07988167466042E+018",2019-01-01,littlemaddymoon,"I put myself down constantly, fell into a depression, gave people my love and patience that didn't deserve it because I just wanted to feel wanted .. 2019 ain't ready for the mental glow up",[],"I put myself down constantly, fell into a depression, gave people my love and patience that didn't deserve it because I just wanted to feel wanted .. 2019 ain't ready for the mental glow up",1
387,"1,0798807486672E+018","1,0798807486672E+018",2019-01-01,eminems_lyric,"""Sometimes I feel so alone, I just don't know, feels like I been down this road before. So lonely and cold.""",[],"""Sometimes I feel so alone, I just don't know, feels like I been down this road before. So lonely and cold.""",1
388,"1,07988069282846E+018","1,07988069282846E+018",2019-01-01,hobididdydoo,"Dear 2018,
You hurt me. You beat me down. You made me want to end it.
But you pushed me over the finish line.
Goodbye.

Dear 2019,
I pray that you will be happier, and that I can feel worth again.
But even if not,
Bring it on.

I'm ready.

",['#bringiton2019'],"Dear 2018,
You hurt me. You beat me down. You made me want to end it.
But you pushed me over the finish line.
Goodbye.

Dear 2019,
I pray that you will be happier, and that I can feel worth again.
But even if not,
Bring it on.

I'm ready.

#bringiton2019",1
397,"1,07987989166184E+018","1,07987989166184E+018",2019-01-01,queenjazzyslime,I swear I get too worried and filled with anxiety it starts making me feel uncomfortable like a panic attack. I need to calm the fuck down. I'm so over myself when I get like that ughh,[],I swear I get too worried and filled with anxiety it starts making me feel uncomfortable like a panic attack. I need to calm the fuck down. I'm so over myself when I get like that ughh,1
408,"1,0798790467612E+018","1,0798790467612E+018",2019-01-01,chrisgfc1989,Well thanks for the past year guys. 2017 was a disaster mentally but 2018 was the improvement I needed personally. I hope you all have a great 2019 and feel fantastic throughout it and don't let those bastarding demons drag you down,[],Well thanks for the past year guys. 2017 was a disaster mentally but 2018 was the improvement I needed personally. I hope you all have a great 2019 and feel fantastic throughout it and don't let those bastarding demons drag you down,1
423,"1,07987744626513E+018","1,07987744626513E+018",2019-01-01,softnmjn,ofc i'm breaking down on the last day of the year LDKFJSS and ofc nobody's even gonna try to make me feel better cause I'm always the one to do so,[],ofc i'm breaking down on the last day of the year LDKFJSS and ofc nobody's even gonna try to make me feel better cause I'm always the one to do so,1
428,"1,07987705083453E+018","1,07987705083453E+018",2019-01-01,hamdiabdii,It's a record! 5 minutes in to 2019 and I'm having a mEnTaL bReak DoWn! I literally fucking feel alone right now....,[],It's a record! 5 minutes in to 2019 and I'm having a mEnTaL bReak DoWn! I literally fucking feel alone right now....,1
432,"1,07987689000394E+018","1,07987689000394E+018",2019-01-01,lucidroszes,goin to Atlantic City right now for New Years I should be hype but I feel down as fuck,[],goin to Atlantic City right now for New Years I should be hype but I feel down as fuck,1
434,"1,07987665737515E+018","1,07987665737515E+018",2019-01-01,shea_spin,"it gets harder and harder to ask for help when depression/SI has me downβ€” each time i say anything, it sounds a little more performative / β€fakeβ€

sincerity feels like a lie bc i know how i am read
helpless, lost, weak, pathetic, loser",[],"it gets harder and harder to ask for help when depression/SI has me downβ€” each time i say anything, it sounds a little more performative / β€fakeβ€

sincerity feels like a lie bc i know how i am read
helpless, lost, weak, pathetic, loser",1
439,"1,0798761974236E+018","1,0798761974236E+018",2019-01-01,ctelyricsbot,"I'm running out of time
I can feel the words crawling down my spine
I'm running out of time",[],"I'm running out of time
I can feel the words crawling down my spine
I'm running out of time",1
450,"1,07987503436417E+018","1,07987503436417E+018",2019-01-01,yanaadough,i do notttt feel good π© i can't wait to get off and lay down dude,[],i do notttt feel good π© i can't wait to get off and lay down dude,1
482,"1,07987260858425E+018","1,07987260858425E+018",2019-01-01,evathermou,I already feel 2019's failure weighing down on me.,[],I already feel 2019's failure weighing down on me.,1
494,"1,07987183913504E+018","1,07987183913504E+018",2019-01-01,pricexmark,I hate New Years I just always feel so down and lonely and I don't know why π­,[],I hate New Years I just always feel so down and lonely and I don't know why π­,1
496,"1,07987177386748E+018","1,07987177386748E+018",2019-01-01,_emmaya,it makes me feel a bit down in the dumps that I can't remember the last time I was invited to do anything,[],it makes me feel a bit down in the dumps that I can't remember the last time I was invited to do anything,1
500,"1,07987160768076E+018","1,07987160768076E+018",2019-01-01,ladynthenight,put me second. i love that shit. count me out. put me down. make me feel like shit. i love that shit.,[],put me second. i love that shit. count me out. put me down. make me feel like shit. i love that shit.,1
515,"1,0798706549654E+018","1,0798706549654E+018",2019-01-01,_thatkidxavier,I ain't never know I could feel so down but it's time to pick myself back up.,[],I ain't never know I could feel so down but it's time to pick myself back up.,1
517,"1,0798704600395E+018","1,0798704600395E+018",2019-01-01,patg412,My anxiety is through the roof I just high fived my mom and dropped down and started doing pushups lol I feel like it's Friday night before the game,[],My anxiety is through the roof I just high fived my mom and dropped down and started doing pushups lol I feel like it's Friday night before the game,1
520,"1,07988993921769E+018","1,07988993921769E+018",2019-01-01,dema_got_me,My new years resolution is to not be depressed or want to kill myself everyday π•π©π©π©,[],My new years resolution is to not be depressed or want to kill myself everyday π•π©π©π©,1
521,"1,07988993776651E+018","1,07988978301337E+018",2019-01-01,persephvnegf,i say this but i'm going to be depressed again tomorrow but!! i'm going to work towards being less negative i think,[],i say this but i'm going to be depressed again tomorrow but!! i'm going to work towards being less negative i think,1
525,"1,07988985618725E+018","1,07988985618725E+018",2019-01-01,kootiebirdo,"Not in a festive mood, today.
Just feeling sick and depressed.",[],"Not in a festive mood, today.
Just feeling sick and depressed.",1
530,"1,07988974266427E+018","1,07988974266427E+018",2019-01-01,lilzardloser,i hate nye for the last like 3 years ive had nowhere to go and i get so damn depressed seeing literally every other person in the world at a party or living it up in some way i just want to die lmao,[],i hate nye for the last like 3 years ive had nowhere to go and i get so damn depressed seeing literally every other person in the world at a party or living it up in some way i just want to die lmao,1
531,"1,07988971891612E+018","1,07988971891612E+018",2019-01-01,bioodbat,i am v depressed i'm sorry . i will try harder to be Not Depressed next year. for all ur benefit (so u all don't block me) sorry,[],i am v depressed i'm sorry . i will try harder to be Not Depressed next year. for all ur benefit (so u all don't block me) sorry,1
538,"1,07988946121807E+018","1,07988946121807E+018",2019-01-01,lexlexlexaaaaa,I be so depressed on every holiday I'm so tired lmao,[],I be so depressed on every holiday I'm so tired lmao,1
541,"1,07988936435898E+018","1,07988936435898E+018",2019-01-01,depressediniowa,"I am afraid of death.

I don't want to die.

Yet this still does not motivate me to do things I enjoy.

Die happy, or die sad.

Either way, you die so what's the point?

  ","['#depression', '#depressed', '#depressedthoughts']","I am afraid of death.

I don't want to die.

Yet this still does not motivate me to do things I enjoy.

Die happy, or die sad.

Either way, you die so what's the point?

#depression #depressed #depressedthoughts",1
561,"1,07988876651973E+018","1,07988876651973E+018",2019-01-01,katiemarielily,new year's eve just makes me realise how lonely i am and i already want it to be over. i mean i'll only have to look at everyone's stories tomorrow anyway but new year's eve just makes me even more depressed.,[],new year's eve just makes me realise how lonely i am and i already want it to be over. i mean i'll only have to look at everyone's stories tomorrow anyway but new year's eve just makes me even more depressed.,1
571,"1,07988856879162E+018","1,07988856879162E+018",2019-01-01,nutshellversion,I have no definitive adjectives for 2018. Moved to San Diego (good) but left Portland (bad). Got out of a relationship (good) but lost my dog (bad) & am now dating again (bad). Was depressed (bad) but started therapy (good) etc so don't expect any sweeping reflections from me idk,[],I have no definitive adjectives for 2018. Moved to San Diego (good) but left Portland (bad). Got out of a relationship (good) but lost my dog (bad) & am now dating again (bad). Was depressed (bad) but started therapy (good) etc so don't expect any sweeping reflections from me idk,1
577,"1,07988820844233E+018","1,07988820844233E+018",2019-01-01,zackultra,"I started this year depressed ready to give on life, mentally I was drained & defeated unsure.  I'm ending the year feeling  loving life blessings running over.  Mentally strong & focused.  Providing for my family, pursuing & living off my dreams.  Thank Yahweh & therapy",['#ultra'],"I started this year depressed ready to give on life, mentally I was drained & defeated unsure.  I'm ending the year feeling #ULTRA loving life blessings running over.  Mentally strong & focused.  Providing for my family, pursuing & living off my dreams.  Thank Yahweh & therapy",1
585,"1,07988785227032E+018","1,07988785227032E+018",2019-01-01,keumusang,fucking hate holidays. the only thing theyre good for is setting your expectations really fuckin high so that when it doesnt turn out that way you get mad depressed and want to die and no one cares because their holidays always go the way you wish yours did,[],fucking hate holidays. the only thing theyre good for is setting your expectations really fuckin high so that when it doesnt turn out that way you get mad depressed and want to die and no one cares because their holidays always go the way you wish yours did,1
596,"1,07988764278996E+018","1,07988764278996E+018",2019-01-01,behgai,I feel like dying I don't wanna be depressed againπ”,[],I feel like dying I don't wanna be depressed againπ”,1
606,"1,07988738169477E+018","1,07988738169477E+018",2019-01-01,softhanddom,"Love sitting in my nearly pitch black room silently, alone and depressed",[],"Love sitting in my nearly pitch black room silently, alone and depressed",1
609,"1,07988723746922E+018","1,07988723746922E+018",2019-01-01,_lalacita,2018 was rough I got kicked out of my house I was very depressed and I absolutely hated myself all around for awhile. I felt very lost. but at the end of it I've grown to love myself and I've grown to be more comfortable with my own company and I'm happy for that.,[],2018 was rough I got kicked out of my house I was very depressed and I absolutely hated myself all around for awhile. I felt very lost. but at the end of it I've grown to love myself and I've grown to be more comfortable with my own company and I'm happy for that.,1
623,"1,07988702878179E+018","1,07988702878179E+018",2019-01-01,ogreenworld,Im so depressed i cant find my harmonica so now ill never be able to do my shine on you crazy diamond all parts epic harmonica cover,[],Im so depressed i cant find my harmonica so now ill never be able to do my shine on you crazy diamond all parts epic harmonica cover,1
624,"1,07988701705034E+018","1,07988701705034E+018",2019-01-01,evenxflow,Is it weird that I just stepped in a car for the first time in weeks?! I literally havent left my house in so long π… love that depressed life βπ»,[],Is it weird that I just stepped in a car for the first time in weeks?! I literally havent left my house in so long π… love that depressed life βπ»,1
691,"1,07988544742848E+018","1,07988544742848E+018",2019-01-01,raghadiso,I don't know what just happened. I feel so depressed and sad and lonely and all.,[],I don't know what just happened. I feel so depressed and sad and lonely and all.,1
699,"1,07988515298414E+018","1,07988515298414E+018",2019-01-01,jensb8,"2018 gave me the worst fucking lemons. I lost friends, got my heart broken, became depressed again and had lots and lots of issues in every possible way. Thank god it's over. 2019 cant be any worse.. right?
Happy new year everyone. Stay strong.",[],"2018 gave me the worst fucking lemons. I lost friends, got my heart broken, became depressed again and had lots and lots of issues in every possible way. Thank god it's over. 2019 cant be any worse.. right?
Happy new year everyone. Stay strong.",1
708,"1,07988486904243E+018","1,07988486904243E+018",2019-01-01,napoliluciano,i try to look ok or to be ok but im so depressed is not even funny lmao i even dreamed i killed myself,[],i try to look ok or to be ok but im so depressed is not even funny lmao i even dreamed i killed myself,1
794,"1,07988816045534E+018","1,07988788235198E+018",2019-01-01,pessimisticbess,"But I think after so many hopeful mornings ended by so many hopeless nights I need to accept that they're not going to change and that they don't deserve my love, no matter how badly I want to give it to them.",[],"But I think after so many hopeful mornings ended by so many hopeless nights I need to accept that they're not going to change and that they don't deserve my love, no matter how badly I want to give it to them.",1
911,"1,07987625931908E+018","1,07908825044109E+018",2019-01-01,galaxtermina,"β€Ά Monika suffers from severe depression. Given her sentience and situation, there isn't a reason why she wouldn't.

β€Ά Above all, Monika sees herself as lonely. However, lonely and deserving of it.

β€Ά Monika is still a hopeless romantic, weak for the passionate gestures.",[],"β€Ά Monika suffers from severe depression. Given her sentience and situation, there isn't a reason why she wouldn't.

β€Ά Above all, Monika sees herself as lonely. However, lonely and deserving of it.

β€Ά Monika is still a hopeless romantic, weak for the passionate gestures.",1
949,"1,07987242883321E+018","1,07987242883321E+018",2019-01-01,ulfaaaah,Have you ever felt so down and hopeless that it starts feeling as if you're drowning?,[],Have you ever felt so down and hopeless that it starts feeling as if you're drowning?,1
961,"1,0798710052529E+018","1,0798710015577E+018",2019-01-01,karinaberenje,"... people (a particular redhead whom I hurt unintentionally).

I think about my capability to stand up and keep going the many times my world collapsed and I felt completely broken, defeated, hopeless.

I think about the people who supported me. Every single time I needed them.",[],"... people (a particular redhead whom I hurt unintentionally).

I think about my capability to stand up and keep going the many times my world collapsed and I felt completely broken, defeated, hopeless.

I think about the people who supported me. Every single time I needed them.",1
973,"1,0798693461413E+018","1,07986934109975E+018",2019-01-01,house_feminist,"I was so hopeless. I hated myself for somehow giving up every shred of power. How did my life become an inescapable nightmare? My best friends carried me and told me just hang on, one thing at a time. My therapist said β€it all feels impossible until suddenly it isnt anymore.β€",[],"I was so hopeless. I hated myself for somehow giving up every shred of power. How did my life become an inescapable nightmare? My best friends carried me and told me just hang on, one thing at a time. My therapist said β€it all feels impossible until suddenly it isnt anymore.β€",1
975,"1,07986924061267E+018","1,07986924061267E+018",2019-01-01,cozysnoozy,"This year was a rough one. A lot of my motivation was squashed by a lot of different things, and a lotta shit has felt hopeless. But, like. Honestly giving up has been out of the question for so long now that it still impresses me that I feel that strongly.",[],"This year was a rough one. A lot of my motivation was squashed by a lot of different things, and a lotta shit has felt hopeless. But, like. Honestly giving up has been out of the question for so long now that it still impresses me that I feel that strongly.",1
994,"1,07986774849741E+018","1,07986774849741E+018",2019-01-01,mr_toadthegamer,"2018 was honestly the worst year of my life, while I believe I ended it on a high note it was a huge mental test for me and there were some times where I felt empty and hopeless but good things have happened too, I'm really hoping 2019 is a good one and I'm really going to try.",[],"2018 was honestly the worst year of my life, while I believe I ended it on a high note it was a huge mental test for me and there were some times where I felt empty and hopeless but good things have happened too, I'm really hoping 2019 is a good one and I'm really going to try.",1
1042,"1,0794653811259E+018","1,0794653811259E+018",2018-12-30,hugskook,being sick is really fucking with my head i'm really having a shit day because i'm not used to being sick and it's making me so upset & stressed. i want to sleep but i know i have trouble falling asleep so if i sleep now i'll take even longer to sleep at night :(,[],being sick is really fucking with my head i'm really having a shit day because i'm not used to being sick and it's making me so upset & stressed. i want to sleep but i know i have trouble falling asleep so if i sleep now i'll take even longer to sleep at night :(,1
1048,"1,0792249350448E+018","1,07922485174172E+018",2018-12-30,rxyrxytws,i constantly feel like crap and I always have trouble falling asleep,[],i constantly feel like crap and I always have trouble falling asleep,1
1056,"1,07897564637269E+018","1,07897564637269E+018",2018-12-29,felicianooo_,I have such trouble falling asleep π©,[],I have such trouble falling asleep π©,1
1057,"1,07895934651451E+018","1,07895934651451E+018",2018-12-29,mimiwafiy,I have trouble falling asleep and waking up. How?,[],I have trouble falling asleep and waking up. How?,1
1060,"1,07877899357746E+018","1,07877899357746E+018",2018-12-29,louiggie_demuro,I have trouble falling asleep every night because I get into my bed and I think. And it's not even intentional. It's a whirlwind in there.,[],I have trouble falling asleep every night because I get into my bed and I think. And it's not even intentional. It's a whirlwind in there.,1
1061,"1,07870535153968E+018","1,07870535153968E+018",2018-12-28,joltierl,"Few days ago I had trouble with staying awake, now I have trouble falling asleep.",[],"Few days ago I had trouble with staying awake, now I have trouble falling asleep.",1
1064,"1,0785597547992E+018","1,0785597547992E+018",2018-12-28,_zaiahhhh,I be tired asf when I get home from work but I always have trouble falling asleep π¤¦πΎβ€β™‚οΈ,[],I be tired asf when I get home from work but I always have trouble falling asleep π¤¦πΎβ€β™‚οΈ,1
1069,"1,07819349232368E+018","1,07819349232368E+018",2018-12-27,juniormoss0704,I have the worst trouble falling asleep at night,[],I have the worst trouble falling asleep at night,1
1075,"1,07791596935018E+018","1,07791596935018E+018",2018-12-26,hope_s23,"For as long as I can remember, I've had trouble falling and staying asleep. I struggle with severe anxiety which is one of the reasons I have such difficulty sleeping. My parents gave me a weighted blanket for Xmas and for the first time ever, I slept through the night",[],"For as long as I can remember, I've had trouble falling and staying asleep. I struggle with severe anxiety which is one of the reasons I have such difficulty sleeping. My parents gave me a weighted blanket for Xmas and for the first time ever, I slept through the night",1
1109,"1,07705509591165E+018","1,07705509591165E+018",2018-12-24,_spider11,Im so sleepy during the day but once I'm in bed I have trouble falling asleep smh /:,[],Im so sleepy during the day but once I'm in bed I have trouble falling asleep smh /:,1
1114,"1,07674892238583E+018","1,07674892238583E+018",2018-12-23,stepp_on_cade,I have trouble falling asleep lately. π,[],I have trouble falling asleep lately. π,1
1118,"1,07669628301075E+018","1,07669628301075E+018",2018-12-23,jasminemariex0,I have so much trouble falling asleep... it's really a miracle when I do,[],I have so much trouble falling asleep... it's really a miracle when I do,1
