numb,label,tweet
478,0,I'm kinda glad that I know about 2 to 4 people in all my classes that I can talk to #relieved
479,1,my whole day was spent in my p-jays  its now 6 o'clock and only now do i have to get dressed 
480,0,"Such a great condition upon new year, no rest for the weary "
481,0,TARED tabby abaci rabid each dabs
482,0,"@hugaarondingle God, the way he said that line... 😭 💔 #amazing #loveDannyBMiller #robron"
483,0," is an erosion of the soul - caused by . People in positions of power who live a life of abundance and priviledge can use a hopeless population to reinforce their own agendas. DON'T let them use you by offering 'false hope'. ""Hope deferred makes the heart sick""  pic.twitter.com/17Aa4ABsx5"
484,1,"Be vewy, vewy quiet. I'm hunting my low self esteem, you wascalwy depwession you. Or, why I don't own a gun.  "
485,0,2 hours of kip #class #blessed #happy #smiling
486,1,"Don't die in silence, Talk to someone today about those issues bothering you .... kills faster than AIDS"
487,0,Someone quoted and hash tagged one of my tweets once with 
488,0,I love watching the bats in the evenings over the vegetable garden. #bliss #happy #urbanfarm
489,0,"Casper, Wyoming is just about  to witness totality 🌝🌚 #amazing #Eclipse2017"
490,0,Damn I don't wanna go to work. :(  lmao
491,0,I dreamt my barber was sick on haircut day bro.. i lost weight in my sleep ???­???­   pic.twitter.com/Utaiw8JShW
492,1,I DONT wanna cry or feel sorry for myself. Its just so hard sometimes watching your sick son in the hospital day after day.  
493,0,the only problem people should have in the morning is burning their tounges on hot coffee (like i just did)
494,0,Happy New Year Got so much to do over next few months it's overpowering. Guess I'll start 2017  and try to work towards happy...
495,0,"I got $150 on McGregor, who wanna bet? #serious"
496,1,Bought a lottery ticket again for tonight in the hope I'll win enough to escape Saturday til Monday to clear my head a bit  
497,1,I can be so emotional... Way too emotional! 
498,0,"Depression may carry a feeling of worthlessness in which you feel like you can't do anything. This only makes you feel worse about yourself and drags you into an even deeper state of . To push back, set small daily  for yourself that you can accomplish for sure! pic.twitter.com/VhC03lIbpW"
499,1,"we all think about it, some more than others \n\n#death #sad #depressed #suicide"
500,1,I'll probably be one of the few who won't watch the new Avengers movie. I just lost interest in the things i used to love doing. It sucks!!
501,1,"Why do we have to fall in love with a person?
Who doesn't feel the same way as we do?
  "
502,1,"When I say ""I want to die"", they say""Let's do it, no one gonna care you anymore"" It's make me feel pity of my life more. I just want someone to hug me when I cry. But it not gonna happen."""
503,0,"â€œ@JamieLOVEHarris: is the sun ever gonna shine again? â€� YES, it WILL! :)"
504,1,"I feel so sad because i can't be happy, and that makes me more unhappy  "
505,1,"don't tell me to cheer up; w/no friends (i want to see), no gf, no pets, i'm prob more  than u are  "
506,0,Seriously!? Abigail finds Chad in bed with Belle.. Well Chabby just sunk & I don't think they'll come back from that..
507,0,"You don't need money to have a great life, be eccentric, be creative, be joyful, be entertaining and all you want will come!"
508,1,"""AUTISM AND DEPRESSION""  ... I hate it when I get the feels... If you suffer from autism, you'll probably get this image...     pic.twitter.com/rz3zmMaK9a"
509,0,It's a #blessing to love it's a blessing to have someone to love
510,1,"All I want to do is sleep. My dreams are bizarre, but still an escape from my problems. Is this #anxiety, #depression, or both? #tiredoflife"
511,1,Nobody has ever felt as bad I feel today  
512,1,I need friends on here so lonely talking to myself just mad this Twitter and need friends ??
513,1,"you all depression ever made you stay home and cancel plans for weeks, but then feel like you're going crazy cuz you're home all the time? "
514,1,I luv the fact how I feel so alone :'( life sucks ass I love them and I luv how family is supposed to be here 4 you well fuck it  
515,1,I have the worst trouble falling asleep at night
516,1,wishing I wouldn’t have survived my attempt in November  
517,0,No.  Poverty is without any hope of money or things that require money.  pic.twitter.com/rldrBbhpv0
518,1,"With all of this unnessary  family drama, I feel like moving far away and starting over again. From one thing to another I just feel . Hope I get through this"
519,0,Excited about the upcoming cheer season! 😬😳#cantsleep #wideawake #eat #sleep #cheer #repeat
520,0,You won't reach a #goal you hide in a drawer. Keep it in front of your face at all times.  #WednesdayWisdom
521,0,Its nice to stay in a small city from time to time  #starrynight
522,1,It's time like this that the lord is testing me and I just want give up. Just kill me now!   
523,1,"Have everyone experience your leg getting numb yet when a slight touch it was so sensitive that its painful? That's what im feeling today, my heart is so numb yet sensitive. Numb of the happiness yet sensitive to sadness. 
"
524,0,How many suicides does it take for people to realize that what you say fucking mattersâœŒï¸� ?—  ... pic.twitter.com/6JC0QDAYGW
525,1,If I hear one more thing about baby this baby that I'm gonna go crawl in a hole and never come out... 
526,1,I thought when your in relationships with someone they are suppose to help build you up not tear you down
527,0,"If this is your response to someone saying they're dealing with , you're a terrible person.  "
528,0,"Just seeing school idols fills me with energy, makes me want to cheer for them and makes me also want to sing and dance together with them!"
529,0,To Heal  you must make friends with your emotions. This creates the right conditions in which healing can occur. Please RT!
530,0,i finished parks & rec twice now  :( 
531,0,solar eclipse = annoyed mood but grateful. #cantwait #awe #cool #soon
532,0,Sleeping with my dog for the last time b4 the trip 
533,0,Cracking on with these masters assignments! ???£ only 4 to go without any being completed already! 
534,0,Let the  and  games Begin!!  pic.twitter.com/jEa3RabTqs
535,1,1am. Cant stop thinking about ending it all.   
536,0,IN The heart of every Human being there's is a sense of  which cannot be put out expect by being close to Allah
537,1,"Hope is beginning to leave my body, one step at a time.  "
538,1,"I feel like I'm just wasting my life away. Things don't make me happy. Christmas used to make me feel something, but know it's just another day...

"
539,1,Feeling very very lazy to pack :( I don't want to go home just yet !!   ????
540,1,Manic depression has taken by soul I wish I could all this pain away
541,0,#Laughter strengthens #relationships. #Women are more attracted to someone with the ability to make them #laugh.
542,0,Officially done with greys anatomy ????????
543,0,Mi stress out...Spanish Town Shopping Centre celebrating 25yrs and mi memba when dem had the groundbreaking   
544,0,"""@freedrugrehabs: Addiction goes beyond drugs and alcohol. When you're , anything has the potential to control your life""ben there"
545,1,When i have nobody to talk to. Nobody to rely on. Trap in my own space. Living becomes so meaningless.  ?
546,0,@ButUCanCallMeZ I always wondered your feelings on this and I'm so glad to hear it. 😊
547,1,"I literally haven’t gotten out of bed today, except to pee. It’s 4pm.    pic.twitter.com/9OPnolPXy6"
548,0,Nicole: we have to go somewhere warm and tropical\nMe: okay where?\nNicole: Oakland\n\nWhy does no one in my life ever look at a map?? #lost
549,0," and . Not , just disappointed"
550,0,A  () happens when a person has at least two weeks of  mood.
551,0,Stranger Things S2 25secs teaser! #excited 😲
552,0,My heart is so happy I want to explode. ❤️💥
553,0,Music can be the worst or best thing    pic.twitter.com/X3zNEgk9td
554,0,ebullient [ih BUL yunt] adj.boiling; bubbling with excitement; exuberant. A boiling liquid can be called ebullient. Excited or enthusiastic.
555,0,i was more happy and excited about mamapink's interactions with each other than i was about any of their wins i gtg
556,1,Is it weird that my  and   turns bad when it comes to  ?
557,1,Often I go to bed as soon after dinner as seems adult (I mean I try to wait for dark) in order to push away from the massive pain in sleep’s frail wicker coracle.
558,0,We cannot let @Comcast #bully any #indiedev into paying them for a 'faster lane'. Most indie devs don't have these funds. But @EA does!
559,0,@TarekFatah Wishing you well sir... you are an extremely straightforward and jovial person...
560,1,I need to get out of this little funk so I can write!! #writing #funk #writerslife #depressed
561,0,"If there is no God, then there is no purpose, it is why the soul is sucked right out of a man, who doesn't know God... "
562,1,When your the only one not having a good time at your family Christmas...ready to leave but it's to early.   
563,0,"May the new year abound in H’s: Health, Hope, Healing, Happiness And H-coils!     "
564,1,Wish I had took holidays instead of being at work 
565,1,"Hewwo, I'm kinda feeling down. I don't think I'm ever going to be noticed as an artist. I promote and such but I'm not sure what would draw attention to others besides requests. Which is fine but I'm not really making a name for myself. And I hate it.     pic.twitter.com/8yZKCDI8xh"
566,0,"Seriously missing summer, got my blonde highlights, nude nails & workouts ready for 2015... Oh wait it's fucking -49 degrees out "
567,0,Honesty & Bravery are wonderful traits. Traits of a great human.  Great humans triumph.   
568,0,@SabeloMario @a16z @JimHarris Testimony of how much BS were broadcasted these last year. Pigs are not flying after all. 
569,1,"My phone is now strictly for music, memes, twitter, and YouTube bcx nobody calls or texts me???? "
570,0,"@ArcadeGirl64 I actually really like hearing your thoughts either way, don't hesitate to share :)"
571,0,Michelle O was clearly referring to life where she pays for her own vacations and doesn't have servants at her beck and call 
572,0,"If you have NEVER experienced , you can’t pass—& shouldn’t be passing— on decisions people make out of hopelessness & utter desperation.  Trust me, I know!   to the hopeless, they’ll buy it!"
573,1,Will start this new year as I did last one... Jobless and skint!   
574,0,Have to get up at 5am for work.   pic.twitter.com/LevUGdTSnP
575,0,"Fear not @lisajnc1951, God is with you, don't be discouraged, for He is your God, He strengthens and helps you at all time. Is 41:10"
576,0,All of the outside Christmas decorations are put away! 
577,0,2016 was the best year so far   
578,0,??’•you are valid??’•     pic.twitter.com/YlAjyOLfaU
579,1,"So sick of having the same new year resolution.. To get hitch, get love and be happy..maybe  will be just staying alive.."
580,0,"so like... i lost all my followers but when i press the thingy to show who i’m following and who my followers are, they’re all there...   Send help ?????   "
581,0,Yaaaaaaaaaaaas!!!! Scotty Sinclair #wonderful #magical
582,1,Sooo sick and tired of being sick and tired and it is a chronic disease with no cure Disease 
583,1,This whole depression fucking sucks you can look so happy but still be so down inside your head ????????????????????????
584,1,"7pm, December 31st. Fuck off, 2018. You've been a truly shit year.

Nearly time to zopiclone the rest of you to oblivion. "
585,1,Lost interest in all the things I even loved doing before. π©
586,0,When @Jaclynhill and @JeffreeStar  snap chats get you through the day w/ their words of inspiration #blessed ❤️💕
587,0,How could Riv close ???© what am I going to do now 
588,0,Really trying to not look at tweets or watch any videos from Alison’s first red rocks show I am
589,1,jfc ANOTHER bad morning  I dont even have anything to be depressed about  oh hang on … leaving me to fester under the poverty line for 10 years
590,1,Idk why I always have trouble falling asleep
591,1,Looking forward to another shitty year.   
592,1,"but I did talk down on myself. My own brain was a war zone, and needless to say, I was depressed. I didn't see myself living long, and I also kept my distance from those who wanted to be . I was a  person. I didn't feel like I fit in. I was just living to get by."
593,0,And as quickly as it entered my life it left. You will surely be missed. Goodbye for now bee filter! Until next time 
594,1,Can't believe I'm gonna end this year feeling like ??’©.   
595,0,@YourHorrorHost &amp; @pdeblassieiii THANK YOU for the retweets. Much #appreciated!!! #horror #monsters #MonsterBrawl @Sirens_Call
596,1,"Im so glad you can look at me and say Im ignorant, stuiped, and worthless. Its not like I wanted love and support from my mother "
597,0,Give up now on the one I like and I'll regret it the rest of my life... 
598,0,I'm shaking in my boots now. The Taffia are in full flow 😂😂
599,1,"I don’t think there’s anything I can do...  I don’t have goals or dreams. I’m so used to simply trying to exhaustively survive that I have no part of myself able to justify my incessant plodding forward but I have nothing else to do with my time.
  "
600,0,Huhhh fuck... wish me luck!   
601,0,"@mandzvester 😂😂😂\nThats why I work on my own, to many miserable fok around 😂\nAfternoon Smiley😃x"
602,0,"Apparently my stomach can no longer handle extra spicy chili without trying to kill me. What's next, rice pudding and Ensure? "
603,1,"If you really cared, if you really want to know how I am feeling, just listen to the lyrics of the songs I listen to and sing which portray my feelings,  Music is my one and only faithful true friend, never abandoning me when everybody else has. "
604,1,I am annoying…I tried text my friend…she said she was dealing with something…*sigh*…I just need someone talk to…
605,0,@executivegoth I tried a free Alpha trial to watch #dread and I'm sold. Worth the subscription alone. You all are incredible!
606,0,That moment when you remember the Blue Bell ice cream in your freezer... After you've left Texas... ????????????????
607,1,I don't want to be alone right now. Please the one man who can help me deal with this. Don't make me go through this alone. I'm already so broken.
608,0,A joyless faith is not one for which Jesus died. #thegospel #joy #Jesus #happiness
609,0,What a tremendous initiative by @HitKPKD &amp; @ApolloHospitals  #SuperHitDonor
610,1,Very sad day in Edmonton!  Praying for all who lost their lives.  
611,0,I'll just say it: the US  has become so corrupt in it's  that there is a deep sense of  in America
612,1,Everyday I can't wait to sleep 
613,0,): it's not xmas eve w/o you boo @_BTSophie 
614,0,"You know, late night tv is thematic. Farmer's Only ads mixed in with some Asian chick in a Football jersey talking about Viagra. "
615,1,Stuck in traffic prime minister narendra modi visit in pune  
616,0,Let's window-shop for pretty NYE dresses even though we know we'll be bedridden that night. Doesn't that sound fun??  
617,1,Never been cut so deep by such few words. So  πΆ
618,0,Don't ever frown upon someone chasing a dream. Remember you were once chasing one too. HUMILITY ......
619,1,"I’ve just been in this downward spiral since I've been told I got the job I had applied to, and I've lost interest in doing the things I love doing in the last couple of days. I would just suck it up and deal with my bullshit, but I don't want to start a stream only to have it..."
620,1,Trying my best to function as a normal human being. Feeling like a zombie.  
621,0,"Not being lonely involves so much more than just being in the company of others: a sense of community, a tribe, common values, goals, shared rituals, shared risks, the warm feeling that you are surrounded 24/7 by people who will risk their lives for you.   "
622,0,I hate a tease!! First you get my hopes up and then you act like it’s all fine and then nothing. You just freeze on me and leave me all alone in silence. It so very rude. I hate you Xbox live
623,1,"Depression is no joke, it's sad cause my psychiatrist is telling me I have been depressed for years. And not managing it properly   "
624,0,"Today, set up 3 coffee dates with people you suspect are ,  or just need to talk.  pic.twitter.com/OgPY3IdGAO"
625,1,Why it's simple to just stop texting
626,0,How was your ? Great fun or did you fake enjoyment? Feeling the same about New Years Eve? Need to talk?  
627,0,@Monarch Really??? I've had to hang up! 
628,0,a neend in need is a neend indeed   
629,0,Some people make your laugh a little louder. Your smile a little brighter. and your life a little better
630,0,Just had my last appt with my nail lady before she leaves ???­???­ 
631,0,Witnessed pure beauty from Ft. Lauderdale #SolarEclispe2017 
632,1,"Unpopular opinion: Muslim parents are more strict on their female children than Christian parents. They are too over-protective of them which in turn leaves them depressed as a result of not being allowed to go out and not being allowed to make new friends.
"
633,1,Really feel like shouting and throw things. I'm just so vexed.  
634,0,#Past #success or #failure is no #indicator of #future #performance DON'T be #afraid to take a #risk.
635,0,"Another year of me not going to beautycon ?????? , seriously worst day of my life "
636,0,Good nite.                                         
637,1,Please don't wait until I've lost interest in you to start doing the things you should've been doing from the beginning!
638,0,I just want soccer season baaaack???­???­???­ 
639,0,"Deeper and deeper, the river flows downstream degrading even the strongest minerals.    ??"
640,0,@shahidafridi37 at his best.... Great to watch u go big sir. #tremendous hits \nDts boom boom Afridi 😍
641,1,Always that shit! I'm going to be single like 4 ever   pic.twitter.com/PWlkFOYPrK
642,0," 2 dosorder (hypomania and ) is about 20%, while lesser grade Bipolar Spectrum Disorder is about 70 %"
643,1,"I don't have any new years resolutions, just a prayer that something will take my life this year   "
644,0,@DOBrienAJC What did you do to rile up all the Roberts?
645,1,thank god this year is over tonight I hated this year so much had very bad year this year fuckd up year   ???¢??????’”???‰
646,0,Joker's job is to make public smile &amp; not spread hatred by d way. @Ra_Bies
647,1,bruh iβ€™m tired of people making me feel guilty all the damn time
648,0,If you want to witness how fucked this society is pass by a school on a rainy day like today
649,1,Stop trying to be fine N B a person who is  N using medicine N therapy to live a life that is not wrecked by  and 
650,0,Just found out I am only 4 days younger than Shane Meadows - thank god I've achieved as much as he has!  
651,1,"When I'm at work and depressed dont say ""you look unhappy"". I'm here and working, what next you'll go to Disney world  and tell little kids that that it's not the real character. I'm doing my best, don't shatter my illusion.  "
652,1,"I would do one of the friends of 2016 lists, only problem is I need friends to make that  "
653,1,When we take steps to self empowerment we can change our world   .
654,0,"Even though it's the hardest. Maturity is walking away from people that threaten your peace of mind, self respect, morals, and self worth."
655,0,Free yourself from the poisonous and laborious burden of holding a grudge. @SteveMaraboli #quote
656,0,Well  couldn't really have done much more to spoil Christmas. Pointless beating City if we throw it away against Saints.
657,1,I wish the best to those dealing w/ an internal struggle like mine. I know how hard it can hit at times.Depression hurts.
658,1,I swear I be feeling like the loniest person on earth 
659,0,You can clearly appreciate the sub-harmonics in both...-ONE💯😂😂😂👍🏿 
660,1,I almost repeat a subject. I lost interest in doing the things I used to love. I couldn't explain all the emotional breakdowns I've been through this year. There are just moments where the only thing that's left for me to do is pray and let God do the healing.
661,0,the look of  on their face is killing me....
662,1,"Very apt as I'm currently sat in the pharmacy, waiting for my latest batch of drugs!    "
663,0,"If you need hope today, ask God into your heart. Then, take  over the devil and cast  away from you â€“Kenneth Copeland"
664,0,love to see them interacting 😸🙏 #itsbeensolong #laughing
665,0,Ugh. Woke up to the same acne covered face this morning... Yyayyy????
666,1,Please please please people don’t be offended if I don’t want to do certain things any more. I’ve lost interest in doing the same stuff I’ve done for the last 10 years of my life
667,1,"Yet another  all alone, with no family, nobody at all apart from my pets.  I just feel like crying"
668,1,It's weird that I get 300x more depressed over Christmas break every year.  
669,0,@queenjlouise @mamaw_gereck awe thanks 😊
670,0,Don't you want to be my girl ?   
671,1," +  total hell of a combo I feel shot to bits, fluey no energy, in pain π«. Gotta keep going kids need me. As for New Year only thing I gotta look forward to is reducing ironing pile.  π¤”"
672,1,when you try your best but you don't suceed!!!😞😭😭😰😰😢😢#Sad #alone #tears #b #bored #boredtodeath
673,1,"Been a bit quiet today. It's the last day before Christmas and I still have not got a job. Out of work for 4 months now and with a 5 week old daughter, time is feeling very tough and tight.   and a bit upset."
674,1,Can we fast forward through today?  Please...  
675,0,"give up on wow , carnt play my mage and carnt even pay to change its class so im stuck with a lvl 100 mage :( "
676,0,"Chanyeol always cheering, he'll claps loudly and very happy when talks about something funny"
677,1," is the thing which i hate the most and love to live with, for the simple reason that it keeps my mind working and keeps me awake"
678,0,4 days off in a row shld be nice but shittiest holiday in recent yrs. Xmas on Thur not ideal  home alone Thxgod  delivery
679,1,"1st shopping experience with @paytm, what a disappointment! Product still not shipped &amp; they might cancel the order now. #unhappy @Paytmcare"
680,1,My new years resolution is to not be depressed or want to kill myself everyday π•π©π©π©
681,0,Wasted breath. I wish you more smiles and less stress for the new year.     pic.twitter.com/BpqfpIYq9C
682,1,It really needs to start snowing
683,1,hi sorry i’ve been so inactive lately i’ve been
684,0,"May you find your #center the peace of your #soul, joy in your #heart #understanding in your #mind. This is my #blessing &amp; #prayer for you.🌞"
685,1,U know what's very pathetic? The fact that I dearly miss my professors but they probably forgot about me already. #sad #:(
686,1,I always have a reason to be upset and
687,0,@bugusdiemon Happy birthday cuzzo many blessing🙌🏾💪🏾🇳🇬💯#KeepGrinding #blessed
688,0,"I'm going to keep banging on about this, cos it's true. What you focus on, you get more of. Stop telling yourself you're  or . Tell yourself you're happy, strong, confident, powerful. Not only cos you ARE, but cos your brilliant mind listens to what you tell it. pic.twitter.com/CIMOnc0ocM"
689,0,Here is the message Cnbc is sending they Don't care that Melissa Lee has a horrible smile or a that Joe Kernan needs braces
690,0,Thank you  for highlighting “ as an Epidemic”.  We humans are pack animals and not meant to live in isolation. We don’t have the speed of jaguars or the strength of gorillas but we do have social connections skills. We need each other to survive.  pic.twitter.com/FR89506MZ7
691,0,Skyq is 👌🏼 but it's about time @SkyUK sorted there internet out! 
692,0,Have u been secretly battling /? Make 2017 the year you tell someone & seek help. You deserve 2 be happy! 
693,0,"I'm not sure if other people with suicide/depressed/ friends/family/etc ever worry about waking up to the people they care about just... . And it's really difficult to process day after day, and try to act like nothings wrong."
694,0,"Do you ever fall asleep before you set your alarm, but then the Lord wakes you up on time anyways 🙌🏻 #WontHeDoIt"
695,1,I feel like I'm waiting for something that isn't going happen.    pic.twitter.com/duO3xqIPNE
696,1,I have lost all interest in the things I used to love doing and it's making me discouragedπ
697,1,What sucks is when you’re talking to someone and start feeling good about yourself and then they stop talking. You’re left wondering what you said wrong.
698,0,Full of #optimism after the FP Summit yesterday. Thanks to @melindagates @FP2020Global @UNFPA and @DFID_UK we're thinking about #HerFuture
699,0,"@stephenasmith You made me laugh today when you told a caller to turn up the volume, that you weren't doing the #MarvinGaye thing #levity"
700,0,I'm really kinda missing the poms team???”???­??’• 
701,1,It's crazy how I've lost interest in the things I used to love doing. Guess that's just apart of growth
702,1,"2018 is almost over...Whatever.
I haven't had a good year in 3 f|CENSORED|ing years!
STILL UNEMPLOYED!!!
Unemployment sucks! It's like your whole life is suspended!
Everything is joyless, & you're just surviving w/ no hope that things will get better again."
703,1,I’ve lost interest in so many things I used to be passionate about and I’ve come to realise it’s best not to force it. No point doing things half-hearted.
704,1,I feel like dying I don't wanna be depressed againπ”
705,1,This night went to hell…can't I ever shut up…
706,1,I admit I have been  the last 24 hrs. I have barely been smiling and just cannot shake it right now.
707,0,Holiday  and  is common. Design your own holiday celebration. pic.twitter.com/F8MfTFqqIQ
708,0,Talk about a roller coaster season. 
709,1,Depression is like wearing a one of those weighted blankets- makes it feel real good to lay in bed for 16 hours but also makes it pretty exhausting to do anything outside of that
710,1,Where I thought I'd be tonight and who I'm with are not what I had in mind for Christmas.
711,0,Spread smiles around everywhere you go\n#spreadingsmiles #smiles #healtyliving #LaughOutLoud #happinessallaround
712,1,"She didn't go out with anybody. She died. It's really hard to accept sometimes. I feel lonely. I feel lost. I feel like I don't have anybody there for me anymore... who can pick up the slack, when I'm lacking. I guess that I'm glad she's not in pain. I sure miss her. "
713,0,Absolutely loving that people watching the #eclipse are cheering - for the sun! For the moon! For wonder! 💜 #beautiful
714,0,I feel depressed when I see Elites taking a piss on all of us then MSM telling us It's raining with a straight face  
715,1,No surprised so many with  &  struggle so much when the only help you get is take drugs and if they don't work take more
716,1,Absolutly shocking service from @bookingcom especially when owed £327 Expected better from a comp Ive dealt with 4 yrs #unhappy #badservice
717,0,"Spread the love means no matter how hard life is, never stop smilling :) and be happy. Always."
718,1,You don't understand  until you can't stand your own presence in an empty room.
719,1,Can't for one moment think why I've never had a girlfriend. ???•    pic.twitter.com/GkMrIhR6LI
720,1,"Just woke up because let's be real, can't be upset or angry if you just sleep all day.   "
721,0,"@BuffettSongs 'life is so spicy up on bar-b-q hill.....looking good, you look so fine' #soveryfine #wow #:)"
722,0,"@thedramble Tried it once. Poured into the sink. Didn't bother to make tasting notes :-) Looks like cheap sake, tasted like it too..."
723,1,"Suffering from serious depression ????  Sucks my plans, times everything ????   "
724,0,"I'll have the first Question for Followers ready in a few. It's directed at all of you, so please don't be shy and respond when you can! 😀"
725,1,No haircut today ???«    Work in a bit  smh
726,1,"41 year old woman wth chronic pain,  and  ""I've noticed that I'm not breaking down crying everyday, my mood seems to be more positive and the intense, intrusive thoughts aren't as strong. It's only been 6 micro doses but I feel like I'm seeing some improvement.""  pic.twitter.com/CFTdb6q2ka"
727,0,Feeling #adorable in my WalMart pajamas. #JenniMiller #JenniMiller29 #louiselinton
728,0,How can i impress my crush if i always start acting weird when she talks to me or near me
729,0,brains have some of the most tiring dreams. Maybe because they're some of the most vivid?
730,1,"If Danny thinks I'm depressed because I ate 375 calories of maple syrup, then he's probably right   girl coming through"
731,1,"last year was the longest and worst year. i managed to finish reading only 2 books, lost interest in a lot of things, spent most of my time staring at laptop screen without doing anything, ate only when i really had to, questioned my life choices, motivation zero."
732,1,And so we arrive at the eve of the worst month of the year.  .  Any tips on making January more bearable?
733,0,My dads big day is only less than 2 weeks away. 😱 #excited
734,1,I can't stand my family for one second. I really want to hang myself to escape from them.  
735,1,"I only miss the memories, not you   "
736,0,"@SAVAGEKERMlT don't #worry, froggy\nit will SOON be TIME for #FROGFEARFRIDAY!"
737,0,I'm so proud of myself for having a productive morning 😥
738,0,@shahidafridi37 at his best.... Great to watch u go big sir. #tremendous hits \nDts boom boom Afridi 😍
739,1,An hour and 35 minutes till 2017 come. I'm still depressed and hopeless. Feel really shitty.  
740,0,"depression is real. if you're feeling , talk to somebody. talk to me. im all ears. it helps."
741,1,this year keeps getting more depressing and disappointing
742,1,lost interest in a lot of things I used to love doing. for one being drawing and I was good π’”
743,0,"@CoachBru lol, I have my awesome moments here &amp; there! 😄 Also shared it with a blogger friend of mine too."
744,1,Real talk: I’ve lost all interest in the things I normally loved doing... I feel like I’m losing a bit of β€meβ€... and it sucks... I need to get my drive back!! π”
745,0,@dngokingyok They are my hetero guilty pleasure 😂
746,0,In the gym trying to clear my mind. 
747,0,Be strong. Stay positive. Make them wonder how you're still smiling.
748,0,"@bobandtom @chickmcgee1 @ThatJoshArnold  Not religious, but a game that the Inuit women play - first one to laugh, or breathless, losses."
749,1,"I almost died when i was a baby because i was in the womb for an additional month, i went  while in the womb and it burned my skin, went in my mouth and i stewed in it for a while. I had to be rushed to NICU and they put tubes in me. Sometimes i wish i didnt make it "
750,0,Even if she is tipsy I love her -Joe     pic.twitter.com/qHSAqDJN9j
751,0,Wanted a sweater but promised I wouldn't buy one for the rest of this month 
752,1,"Having a double mastectomy, very painful. Having radiation, never being over the pain. Taking pain killers, a lot of pain. And being diagnosed with Stage-4 cancer a year later, November 21st, 2017 to November 21st, 2018. And she died two months later, Jan 21st, 2019. "
753,1,I've lost all interest in doing things ever since the 18th.
754,1,I made two loafs of bread and ate half of one for lunch. that's enough productivity for one day 
755,0,"I've struggled to figure out how lightning works, but then it struck me.        #laughing #lol"
756,1,Forgot to take my SSRI yesterday. Didn't notice it that I didn't take the meds. Let's see what side-effects the day brings 
757,0,ANOHNI asks basic questions of your soul and strips you bare. AND the music and visuals are incredible.   Fucking hell.  
758,0,Any NA gamers out there? I’ve got no friends here...
759,1,So just been looking at profiles of my other half's family accounts on Twitter and i'm extremely depressed that my life is full of ChronicPain. I'm not living a normal fulfilled life like they are. Why is it taking over my existence..?
760,0,My love for black people does not mean I resent white people.
761,1,Thank god the last presentation is over! âœŒ tomorrow is our last day at uni this year. We really need a few days off.  
762,0,#fans #gamers what you think @EAMaddenNFL 18 is going to rate the #Dolphins #offense #defense special teams rating &amp; rank out of 32 teams
763,0,@rhyshenllan @disabledsg yes I like the idea of it . Waiting for details 😀
764,0,wtf bro 0 stars in my first attack in war fuck this shit man
765,1,"What I don't know is how to fight the . Lonely at work, lonely at home. Me, my thoughts and silence. You can build a very awful depression on it, doubt it that one can build a positive and happy person from a shit like that. But one can always try, I'll. Advise welcome"
766,0,"@ChikagaiHeichou Carla took Eren over to a bench so he could sit down again, sensing his weariness she thought it would be best if he »"
767,1,"burnout on different things happened at different times, luckily, so I think I was usually doing something. But for example, after biking really seriously for the first 3 years of HS, just lost interest. Didn't bike in college. Love it again now, thankfully!"
768,0,if i'd known it was going to go from 78 & sunny yesterday to 61 & cloudy today i still wouldn't have done anything differently 
769,0,getting my hair cut today ??™ˆ??™ˆ??™ˆ??™ˆ  
770,0,For those who struggle w/ they need those of us who are . And when the hopeful struggle we need to find our way back...
771,1,I really feel lk crying right now   
772,0,"@Karma_cutie aw, you make me smile, too.😉😘"
773,0,I feel like people only ever text me when I'm sleeping  
774,1,how do i get my dad to stop looking at me like something broken that needs fixing  
775,0,"In addressing loneliness, a danger that we must watch out for is indulging in the sexy new robotic industry to provide the lonely with robot companions.   pic.twitter.com/4QafHgHhnj"
776,0,"Morning! Good vibes today people!! It's July 11, 2017 at 09:00AM #goodmorning #twitter #happy"
777,0,When the water is boiling add in the spagetti
778,0,@jaimitoelcrack7 Seriously...I've been sitting here for five minutes watching this in awe. It never gets less amazing.
779,1,"And if the Black Dog comes for me again this new year, perhaps this time I will have a brighter lantern to face the night. "
780,0,I'm stuck in a situation ! Wanna get rid of this but ways are closed ! Trapped !     
781,0,Happy birthday @ShanteriaI!! i miss you tons + i'm so excited to be back in florida to hear all about Turkey + to have our 🌮dates!! 💛🎉
782,1,Why do you cut your ankle? It's easier to hide and I can't handle people finding out they'll pretend to care and hurt me again
783,1,I lost interest in so many things I used to love doing
784,1,I lost interest in everything I dreamed of doing and I'm too scared to do the few things I know I want. I guess I'm just here.
785,1,yeah I watch depressing films like cyberbully because I'm sad and I can connect with it  
786,0,Joy comes when you stop choosing circumstances that make you miserable. It takes courage to create a #joyful life.
787,0,I'm so  that I dropped my phone in the toilet.... I'm no longer  for now....  ugggh
788,0, therapy could be an effective option for treating  in adolescents.  pic.twitter.com/Dqo97PbLfn
789,1,"I lost interest in everything, you know? All the things I used to love doing, I haven't done them in months. Major pieces of me are missing and no one even sees that I'm fading away."
790,0,i missed lunch bc i was doing an evaluation and it's wing wednesday 
791,0," or ? Non-Profit Organization offers help, 24/7. 1-800-273-TALK (8255)"
