,id,conversation_id,date,username,tweet_processed,hashtags,tweet_original,target
944,943630506532450304,943630506532450304,2017-12-21,goodhartbadart,Pro tip: don’t go out to eat when you’re  because you can’t taste anything,['#depressed'],Pro tip: don’t go out to eat when you’re #depressed because you can’t taste anything,1
949,943596372980371457,943596372980371457,2017-12-20,kalufjp,Im either being reckless ir stupid 24/7 ,['#depressed'],Im either being reckless ir stupid 24/7 #depressed,1
951,943584397466460162,943584397466460162,2017-12-20,nllittle78,The let down from yesterdays elation and interviewing has taken affect. I am suitably depressed again. Not too much because I have a recruiter critter talking to me.  ,"['#unemployed', '#depressed']",The let down from yesterdays elation and interviewing has taken affect. I am suitably depressed again. Not too much because I have a recruiter critter talking to me. #unemployed #depressed,1
955,943568555227758592,943568555227758592,2017-12-20,mrscichocki22,They say everything happens for a reason...   best be a good reason my child’s father left me again. 5 days before Christmas thanks you fucking prick. ,['#depressed'],They say everything happens for a reason...   best be a good reason my child’s father left me again. 5 days before Christmas thanks you fucking prick. #depressed,1
957,943558364625121280,943558364625121280,2017-12-20,sixtynine_mars,Sucks to be livin in a place where no one gives a shit about you. ,['#depressed'],Sucks to be livin in a place where no one gives a shit about you. #depressed,1
959,943544890046255105,943544890046255105,2017-12-20,fa_a17,"I feel so lost and empty right now 💔
 ","['#depressed', '#difficult_times']","I feel so lost and empty right now 💔
#depressed #difficult_times",1
971,943512154300473346,943512154300473346,2017-12-20,bjuniorj,"No hay trago más amargo
Que tragarse el nudo de la garganta 😞   pic.twitter.com/VTd8tRyzxR",['#depressed'],"No hay trago más amargo
Que tragarse el nudo de la garganta 😞 #depressed  pic.twitter.com/VTd8tRyzxR",1
978,943491689343315968,943491689343315968,2017-12-20,jonathanloyd,I need to stop putting my worth in others people hands. And my happiness in plans that can fall through.  ,"['#depressed', '#ineedatherapist']",I need to stop putting my worth in others people hands. And my happiness in plans that can fall through. #Depressed #INeedATherapist,1
980,943479975297945600,943479975297945600,2017-12-20,imyourlaraaaah,"depression go away 
don't come again another day
lil girl wants to play
depression go away 

 ","['#depression', '#depressed']","depression go away 
don't come again another day
lil girl wants to play
depression go away 

#Depression #depressed",1
987,943465496862527488,943112359790264320,2017-12-20,urstrulymbmsfan,"Sorry for disturbing all but too much  and  after listening to rumors sir please if this true then definitely TFI going to land trouble😰😰😰😰😰😰😰😰😰😰😰😰😰😰😩😫😨😰😱😰please  
my request please coney this to Mani sir","['#depressed', '#frustrated', '#donotletmanisharmatoretire']","Sorry for disturbing all but too much #depressed and #frustrated after listening to rumors sir please if this true then definitely TFI going to land trouble😰😰😰😰😰😰😰😰😰😰😰😰😰😰😩😫😨😰😱😰please #DonotLetManiSharmaToRetire 
my request please coney this to Mani sir",1
993,943396048424271872,943396048424271872,2017-12-20,19emilylou,I am missing you so much right now I can’t believe I lost you just short of 5 hours ago. I feel nothing and everything at the same time   .,"['#lost', '#depressed', '#gone']",I am missing you so much right now I can’t believe I lost you just short of 5 hours ago. I feel nothing and everything at the same time #lost #depressed #gone.,1
998,943364678662737921,943364678662737921,2017-12-20,nataliewalter_,God damn my Tesla really gone 😞😞😞 ,['#depressed'],God damn my Tesla really gone 😞😞😞 #depressed,1
1000,947618010583457793,947618010583457793,2018-01-01,ahonuigirl1,Hoping to let go of my past and somehow look forward to a better future.   ,"['#regrets', '#depression', '#bipolar']",Hoping to let go of my past and somehow look forward to a better future. #regrets #depression #bipolar,1
1001,947617900772429824,947617900772429824,2018-01-01,hope4siblings,"  abuse AFFIRMATION 4 A SURVIVOR of Sibling Abuse: ""I will not compare myself to anyone else on earth."" pic.twitter.com/1AZwc59Dwd","['#depression', '#elder']","#depression #elder abuse AFFIRMATION 4 A SURVIVOR of Sibling Abuse: ""I will not compare myself to anyone else on earth."" pic.twitter.com/1AZwc59Dwd",1
1004,947615472228253696,947615472228253696,2018-01-01,fistybuttpunch,"You know you’re off when your life is going p okay, but there’s just something that’s... off. I can’t put my finger on it. Is it ? Is it ? Idk. You feel meh but you can’t explain it. That’s the real curse.","['#depression', '#anxiety']","You know you’re off when your life is going p okay, but there’s just something that’s... off. I can’t put my finger on it. Is it #depression? Is it #Anxiety? Idk. You feel meh but you can’t explain it. That’s the real curse.",1
1012,947613364141817857,947613364141817857,2018-01-01,chelsitasidler,"Depression doesn't just come once and leave. It is something I have to fight every day, some days more than others.  ","['#endthestigma', '#depression']","Depression doesn't just come once and leave. It is something I have to fight every day, some days more than others. #endthestigma #depression",1
1017,947611001624629248,947611001624629248,2018-01-01,shg_depression,"Wir wünschen allen Betroffenen ein glückliches, liebevolles und genußreiches Jahr 2018   ","['#notjustsad', '#depression', '#selbsthilfegruppe']","Wir wünschen allen Betroffenen ein glückliches, liebevolles und genußreiches Jahr 2018 #notjustsad #Depression #Selbsthilfegruppe",1
1018,947610450404847616,947610450404847616,2018-01-01,tinytatari,why doesnt she like meeeeeeeeeee   ,"['#suicide', '#depression', '#gangnamstyle']",why doesnt she like meeeeeeeeeee #suicide #depression #gangnamstyle,1
1021,947609649951383552,947609649951383552,2018-01-01,tiniestsparrow,"Depression is, when all you can think of 18 minutes past midnight is fuck I'm still alive.   ","['#depression', '#newyearseve', '#welcome2018']","Depression is, when all you can think of 18 minutes past midnight is fuck I'm still alive. #depression #newyearseve #welcome2018",1
1027,947607947311566848,947607947311566848,2018-01-01,sami_jonez,Wish something good would come into my life   ,"['#possibilities', '#ifonly', '#depression']",Wish something good would come into my life #possibilities #ifonly #depression,1
1034,947606106267897856,947606106267897856,2018-01-01,myselfandhealth,"Don't let anyone make you feel bad for not wanting to be around people or declining an invitation. Instead,applaud yourself for knowing when to say no to someone else's social agenda!  ","['#depression', '#anxiety']","Don't let anyone make you feel bad for not wanting to be around people or declining an invitation. Instead,applaud yourself for knowing when to say no to someone else's social agenda! #depression #anxiety",1
1038,947605604239060993,947605604239060993,2018-01-01,skaterfantasy,"In all honesty, my actual New Year’s resolution is to be nicer to myself...I became my own worse enemy in 2017 and I don’t wanna give up just yet.    pic.twitter.com/ZipSVbJjqd","['#depression', '#anxiety', '#overthinking']","In all honesty, my actual New Year’s resolution is to be nicer to myself...I became my own worse enemy in 2017 and I don’t wanna give up just yet. #Depression #Anxiety #Overthinking pic.twitter.com/ZipSVbJjqd",1
1045,947604548109127680,947604548109127680,2018-01-01,psycare_inc, is in the news a lot for treating  and other conditions; but what is it? Contact us to learn more!  pic.twitter.com/g1N4TszgWB,"['#tms', '#depression']",#TMS is in the news a lot for treating #depression and other conditions; but what is it? Contact us to learn more!  pic.twitter.com/g1N4TszgWB,1
1047,947604031664545792,947604031664545792,2018-01-01,tmspatientcare, Therapy can treat  and mood disorders with limited to no side effects. Contact us to learn more.  pic.twitter.com/Et8nR8WmiM,"['#tms', '#depression']",#TMS Therapy can treat #depression and mood disorders with limited to no side effects. Contact us to learn more.  pic.twitter.com/Et8nR8WmiM,1
1063,947600935194259456,947600935194259456,2018-01-01,ker8mel,"An alle, die gerade Zuhause (oder egal wo) verzweifeln, weil es sich einfach alles so scheiße anfühlt:

Fragt nach Hilfe. Option: Antidepressiva!
Habe auch lange ohne und dann wollte ich aber welche. Und sie helfen. Mir zumindest.
  ","['#notjustsad', '#depression', '#keinertwittertallein']","An alle, die gerade Zuhause (oder egal wo) verzweifeln, weil es sich einfach alles so scheiße anfühlt:

Fragt nach Hilfe. Option: Antidepressiva!
Habe auch lange ohne und dann wollte ich aber welche. Und sie helfen. Mir zumindest.
#NotJustSad #Depression #KeinerTwittertAllein",1
1066,947599521621692416,947599521621692416,2018-01-01,jamespipe10,I think Roma and Arsenal are competing to see who will disappoint me more this year. ,['#depression'],I think Roma and Arsenal are competing to see who will disappoint me more this year. #depression,1
1073,947596868917383168,947596868917383168,2018-01-01,nadja36506026,"Die Zwerge sind an Oma und Opa ""verkauft"" , somit absolute Eskalation auf der Couch bei Rammstein und Vorbereitung zum morgigen Geburtstag von meinem Großen! 
Ich bin gerade tatsächlich etwas entspannt von dieser nicht zu mir gehörenden .",['#depression'],"Die Zwerge sind an Oma und Opa ""verkauft"" , somit absolute Eskalation auf der Couch bei Rammstein und Vorbereitung zum morgigen Geburtstag von meinem Großen! 
Ich bin gerade tatsächlich etwas entspannt von dieser nicht zu mir gehörenden #Depression.",1
1095,947589184553934848,947589184553934848,2018-01-01,venturacotms,We offer  Therapy to our patients to treat  and other conditions. Contact us today to learn more.  pic.twitter.com/Uwf1MTRxLW,"['#tms', '#depression']",We offer #TMS Therapy to our patients to treat #Depression and other conditions. Contact us today to learn more.  pic.twitter.com/Uwf1MTRxLW,1
1106,947587393506414592,947587393506414592,2017-12-31,durgadasaduriel,"In recovery, we may struggle to release some beliefs that were true in an episode of  or , but that aren't now. E.g. ""I only have the energy to go out once a week; shopping = panic."" Part of  is challenging these thoughts & gently nudging ourselves on.","['#depression', '#anxiety', '#recovery']","In recovery, we may struggle to release some beliefs that were true in an episode of #depression or #anxiety, but that aren't now. E.g. ""I only have the energy to go out once a week; shopping = panic."" Part of #recovery is challenging these thoughts & gently nudging ourselves on.",1
1114,947585008767787008,947585008767787008,2017-12-31,stormwolff,"So...for the first time in two days, I got up, showered, and I'm actually out. Because depression may suck, but, I have to keep fighting. ",['#depression'],"So...for the first time in two days, I got up, showered, and I'm actually out. Because depression may suck, but, I have to keep fighting. #depression",1
1117,947584582706237440,947269559450525696,2017-12-31,scienerf,"we're always so scared to admit that we're struggling with the fear of stigma, yet I've usually been pleasantly surprised by peoples reactions when I tell them about  and  problems, there's so many of us with them at some point! ","['#anxiety', '#depression', '#joinin']","we're always so scared to admit that we're struggling with the fear of stigma, yet I've usually been pleasantly surprised by peoples reactions when I tell them about #anxiety and #depression problems, there's so many of us with them at some point! #JoinIn",1
1118,947584097341370368,947584097341370368,2017-12-31,leecoleman_1980,"Good riddance to a shocking year, roll on a more positive and happy one. Looking forward to restarting my life and getting the old me back.",['#depression'],"Good riddance to a shocking year, roll on a more positive and happy one. Looking forward to restarting my life and getting the old me back.#depression",1
1120,947583339845902336,947282799811231745,2017-12-31,seanhagey,"Thoughts on how high-reactive temperament children are more prone to  and  when raised in unstable homes but there are upsides as well.
 pic.twitter.com/f406RcqEbt","['#depression', '#anxiety', '#introverts']","Thoughts on how high-reactive temperament children are more prone to #depression and #anxiety when raised in unstable homes but there are upsides as well.
#introverts pic.twitter.com/f406RcqEbt",1
1149,947575850081320960,947575850081320960,2017-12-31,justtellone,"If the first person you talk to about  or  doesn’t offer you support or guidance, don’t give up. You will find the right trusted person.  pic.twitter.com/tTWPF2BAxE","['#depression', '#addiction', '#justtellone']","If the first person you talk to about #depression or #addiction doesn’t offer you support or guidance, don’t give up. You will find the right trusted person. #JustTellOne pic.twitter.com/tTWPF2BAxE",1
1168,947571774643953665,947571774643953665,2017-12-31,dailygoldrose,I can’t believe I am going into 2018 feeling so anxious and depressed   ,"['#depression', '#blogger', '#anxietyproblems']",I can’t believe I am going into 2018 feeling so anxious and depressed #depression #blogger #anxietyproblems,1
1180,947568136416403456,947568136416403456,2017-12-31,devon_malone,"I'm glad I'm loved so much. Otherwise these ""kill your self"" ""Fuck the world"" ""I'm losing my mind"" Thoughts might actually take root.   ","['#depression', '#thelongnight', '#fightfightfight']","I'm glad I'm loved so much. Otherwise these ""kill your self"" ""Fuck the world"" ""I'm losing my mind"" Thoughts might actually take root. #depression #thelongnight #fightfightfight",1
1181,947567379340562432,947567379340562432,2017-12-31,hamishbayston,Courage will come from mastering your fears   pic.twitter.com/m87ESAumN8,"['#depression', '#thethoughhackers']",Courage will come from mastering your fears #Depression #thethoughhackers pic.twitter.com/m87ESAumN8,1
1196,947563699333627904,947563699333627904,2017-12-31,allevin18,A text message letting someone who is suffering from  know that you're thinking about them is a simple way to give some support!  pic.twitter.com/SBYCEyTtQD,['#depression'],A text message letting someone who is suffering from #depression know that you're thinking about them is a simple way to give some support!  pic.twitter.com/SBYCEyTtQD,1
1203,947562738053795844,947562738053795844,2017-12-31,allevin18,: Changes in behavior? Shortened temper? Loss of interest in things   you typically enjoy? Isolating yourself? Making excuses to not see your   friends...very well could be . Stop masking it and trying to “tough it out”. See your doctor. Reach out for help!,"['#men', '#depression']",#Men: Changes in behavior? Shortened temper? Loss of interest in things   you typically enjoy? Isolating yourself? Making excuses to not see your   friends...very well could be #depression. Stop masking it and trying to “tough it out”. See your doctor. Reach out for help!,1
1237,947555117804412928,947555117804412928,2017-12-31,toilet_selfies,Sitting in a full dispensary waiting room and I haven’t showered in a week so no one is sitting next to me LOL ,['#depression'],Sitting in a full dispensary waiting room and I haven’t showered in a week so no one is sitting next to me LOL #depression,1
1240,947554601238257664,947554601238257664,2017-12-31,angelajbraach,One of the best things that happened to me this year was BEATING a terrible relapse of  and first time ever . I'm stronger and thankful to have made it through the pain!,"['#anxiety', '#depression']",One of the best things that happened to me this year was BEATING a terrible relapse of #anxiety and first time ever #depression. I'm stronger and thankful to have made it through the pain!,1
1247,947552845011722240,947552845011722240,2017-12-31,hollynheron,"Not how I wanted to finish off the year, but such is life   pic.twitter.com/lY8XSSLNZ0",['#depression'],"Not how I wanted to finish off the year, but such is life #depression  pic.twitter.com/lY8XSSLNZ0",1
1248,947552705442205696,947552705442205696,2017-12-31,hope4siblings,  SIBLING ABUSE SURVIVOR? Therapy never worked?  pic.twitter.com/tvcuYnD5nB,"['#bullying', '#depression']",#bullying #depression SIBLING ABUSE SURVIVOR? Therapy never worked?  pic.twitter.com/tvcuYnD5nB,1
1250,947552126678401024,947552126678401024,2017-12-31,blackonionyx,Im working on this vid for school abt  +  I have no idea how Iam to put it together.. the video I took. Is legit me cutting watermelon. And I'm talking about roasting food in the oven. 😑 Like saying this out loud. feel like I'm walking in on some  joke. 😌,"['#food', '#depression', '#racist']",Im working on this vid for school abt #food + #depression I have no idea how Iam to put it together.. the video I took. Is legit me cutting watermelon. And I'm talking about roasting food in the oven. 😑 Like saying this out loud. feel like I'm walking in on some #racist joke. 😌,1
1264,947548537759207424,947548537759207424,2017-12-31,herownmind2018,"What does it mean when the bad, uncomfortable and harmful things are what you remember about your life? ",['#depression'],"What does it mean when the bad, uncomfortable and harmful things are what you remember about your life? #depression",1
1280,947544905693454336,947544905693454336,2017-12-31,louisvilletms,"We are proud to offer TMS Therapy for the treatment of depression and other mood disorders, and have seen it help our patients in real and meaningful ways. If you are interested in learning how  Therapy can help treat your  then contact us to learn more.  pic.twitter.com/OoS6f76k9S","['#tms', '#depression']","We are proud to offer TMS Therapy for the treatment of depression and other mood disorders, and have seen it help our patients in real and meaningful ways. If you are interested in learning how #TMS Therapy can help treat your #depression then contact us to learn more.  pic.twitter.com/OoS6f76k9S",1
1285,947543890214686720,947543890214686720,2017-12-31,tmsofsouthtampa, Therapy can treat  and mood disorders with limited to no side effects. Contact us to learn more.  pic.twitter.com/kFaMy69IMu,"['#tms', '#depression']",#TMS Therapy can treat #depression and mood disorders with limited to no side effects. Contact us to learn more.  pic.twitter.com/kFaMy69IMu,1
1337,947527022858915840,947527022858915840,2017-12-31,maximusdown,Mir geht es wieder sehr schlecht in der letzten Zeit. Ich weiß gar nicht was ich machen soll. Gefühlt müsste ich wieder in die Klapse.. Naja muss auch so gehen   ,"['#depression', '#borderline', '#notjustsad']",Mir geht es wieder sehr schlecht in der letzten Zeit. Ich weiß gar nicht was ich machen soll. Gefühlt müsste ich wieder in die Klapse.. Naja muss auch so gehen #depression #borderline #notjustsad,1
1355,947522060040974337,947522060040974337,2017-12-31,allevin18,"Being manly isn't wearing the mask and ignoring the .  Being manly, being tough, is making the choice to seek out the support and to put in the effort to recover! Please Retweet and help to ! pic.twitter.com/0aKFRp59Ql","['#depression', '#endthestigma']","Being manly isn't wearing the mask and ignoring the #depression.  Being manly, being tough, is making the choice to seek out the support and to put in the effort to recover! Please Retweet and help to #EndTheStigma! pic.twitter.com/0aKFRp59Ql",1
1358,947521746965540869,947521746965540869,2017-12-31,allevin18,"Know someone suffering w/? Don't forget to ask their spouse/partner how THEY are doing. Can be quite challenging for them, too!  pic.twitter.com/qbCV0zyn7c",['#depression'],"Know someone suffering w/#depression? Don't forget to ask their spouse/partner how THEY are doing. Can be quite challenging for them, too!  pic.twitter.com/qbCV0zyn7c",1
1368,947520945459167232,947520945459167232,2017-12-31,allevin18,  can be stressful on entire family. Know someone suffering? Text them  when at you're at a grocery store to offer to help them with THEIR  grocery list.  pic.twitter.com/7wI5OBxTDZ,['#depression'],#Depression  can be stressful on entire family. Know someone suffering? Text them  when at you're at a grocery store to offer to help them with THEIR  grocery list.  pic.twitter.com/7wI5OBxTDZ,1
1370,947520673848680449,947520673848680449,2017-12-31,allevin18,Someone you know suffering from ? Invite them out for a coffee. Be there and listen empathetically! Please Retweet!  pic.twitter.com/Tc6FM0U0BC,['#depression'],Someone you know suffering from #depression? Invite them out for a coffee. Be there and listen empathetically! Please Retweet!  pic.twitter.com/Tc6FM0U0BC,1
1402,947514366940860418,947514366940860418,2017-12-31,kingjefferson1,When you start to think positively but depression creeps up and says “don’t be stupid”   ,"['#depression', '#completefailure', '#bullshit']",When you start to think positively but depression creeps up and says “don’t be stupid” #depression #completefailure #bullshit,1
1412,947511720758702080,947511720758702080,2017-12-31,kesleyelizabeth,"Ending the year same way I started it, with a depression nap.    ","['#depression', '#newyears', '#life']","Ending the year same way I started it, with a depression nap. #depression #2017 #NewYears #life",1
1430,947508987762806784,947508987762806784,2017-12-31,allevin18," can impact an entire family. Send a card, create a meal rotation  with neighbors & friends, offer to help them with chores, help them with their kids...Please Retweet and help to  pic.twitter.com/eix1Fv8V27","['#depression', '#endthestigma']","#Depression can impact an entire family. Send a card, create a meal rotation  with neighbors & friends, offer to help them with chores, help them with their kids...Please Retweet and help to #EndTheStigma pic.twitter.com/eix1Fv8V27",1
1434,947508488695107584,947508488695107584,2017-12-31,allevin18,"Believing that one's  will simply pass is NOT a good method of care. Without treatment, one's depression may continue to get worse. Reach out for the support you need. It's okay to NOT be okay!",['#depression'],"Believing that one's #depression will simply pass is NOT a good method of care. Without treatment, one's depression may continue to get worse. Reach out for the support you need. It's okay to NOT be okay!",1
1448,947504254964699137,947504254964699137,2017-12-31,jayybriggs,"You ever see your face from a different angle and have a mental break down

 ","['#anxiety', '#depression']","You ever see your face from a different angle and have a mental break down

#anxiety #depression",1
1489,947491920330350593,947491920330350593,2017-12-31,josephinefrad,Message perso à nombre d’entre  vous : Je tiens à vous remercier pour votre soutien cette année.   🙏🏻,"['#depression', '#burnout']",Message perso à nombre d’entre  vous : Je tiens à vous remercier pour votre soutien cette année. #depression #burnout 🙏🏻,1
1496,947489607909871616,947489607909871616,2017-12-31,anoudxp,If you know someone who's depressed!   pic.twitter.com/RsAF9QQofN,['#depression'],If you know someone who's depressed! #depression  pic.twitter.com/RsAF9QQofN,1
1521,947482761073328134,947482761073328134,2017-12-31,chronicmomlife,"When you’re having trouble drifting to sleep, turn on a guided meditation to help you relax.    pic.twitter.com/8s7FCAsCPu","['#spoonie', '#depression', '#disability']","When you’re having trouble drifting to sleep, turn on a guided meditation to help you relax. #spoonie #depression #disability pic.twitter.com/8s7FCAsCPu",1
1532,947481375661228038,947481375661228038,2017-12-31,pieafteramovie,"2017 has been the worst year of my life. At times I didn't think I'd make it to 2018.

Remember if you are struggling then get help, talk to someone, be kind to yourself and don't give up.

",['#depression'],"2017 has been the worst year of my life. At times I didn't think I'd make it to 2018.

Remember if you are struggling then get help, talk to someone, be kind to yourself and don't give up.

#Depression",1
1538,947478261705125888,947478261705125888,2017-12-31,allevin18,"Happy new year! If you’ve been wearing the mask of contentment, may this be the year that you take off the mask, face your , and get the support you need to recover!",['#depression'],"Happy new year! If you’ve been wearing the mask of contentment, may this be the year that you take off the mask, face your #depression, and get the support you need to recover!",1
1579,947466862845186049,947466862845186049,2017-12-31,jesselongshot,"God knows I really need a hug now.  Feeling so sad and depressed, but damn me to hell, that's not happening.  Nobody wants to hug me because I am too much of a damned worthless insignificant inferior nobody to be hugged.  ",['#depression'],"God knows I really need a hug now.  Feeling so sad and depressed, but damn me to hell, that's not happening.  Nobody wants to hug me because I am too much of a damned worthless insignificant inferior nobody to be hugged.  #depression",1
1589,947464059322060802,947464059322060802,2017-12-31,jesselongshot,"I weep in the morning
I'm mourning at night
Got nothing left but this broken heart
And there's no hope in sight
Like a badly wounded animal
Suffering endlessly
Somebody needs to shoot me
And put me out of my misery
-from Train of Love  ",['#depression'],"I weep in the morning
I'm mourning at night
Got nothing left but this broken heart
And there's no hope in sight
Like a badly wounded animal
Suffering endlessly
Somebody needs to shoot me
And put me out of my misery
-from Train of Love  #depression",1
1592,947463698221854720,947463698221854720,2017-12-31,skoney_girl,I for one will be glad to see the back of 2017. It feels like  has robbed me of yet another year. I’m ready for 2018. Onwards and upwards my friends.,['#depression'],I for one will be glad to see the back of 2017. It feels like #depression has robbed me of yet another year. I’m ready for 2018. Onwards and upwards my friends.,1
1597,947461739528032256,947461739528032256,2017-12-31,jesselongshot,"If you really cared, if you really want to know how I am feeling, just listen to the lyrics of the songs I listen to and sing which portray my feelings,  Music is my one and only faithful true friend, never abandoning me when everybody else has. ",['#depression'],"If you really cared, if you really want to know how I am feeling, just listen to the lyrics of the songs I listen to and sing which portray my feelings,  Music is my one and only faithful true friend, never abandoning me when everybody else has. #depression",1
1602,947459352989978624,947459352989978624,2017-12-31,rachelstarlive,It’s always one of the hardest things for me is getting out of bed. I set around 7 alarms every morning. I’m usually already awake long before the first ever goes off... staring at the ceiling   pic.twitter.com/qA0cV8BCPF,['#depression'],It’s always one of the hardest things for me is getting out of bed. I set around 7 alarms every morning. I’m usually already awake long before the first ever goes off... staring at the ceiling #depression  pic.twitter.com/qA0cV8BCPF,1
1606,947457111058997248,947457111058997248,2017-12-31,nurseringmaster,"I had a rough few months with  in 2017 but no hospitalization, no abrupt job loss. Just an uneventful few months of LOA. 

Not like the past.

It gets better.",['#depression'],"I had a rough few months with #depression in 2017 but no hospitalization, no abrupt job loss. Just an uneventful few months of LOA. 

Not like the past.

It gets better.",1
1618,947453779678547968,947453779678547968,2017-12-31,dpringle,"I know my account has been mostly politics, disabilities, and retweeting. 

I'm hoping I can get out of this deep  and make more . 

That's what y'all want to hear about. 

 defines my life. It therefore interferes with and influences my art.","['#depression', '#art', '#disability']","I know my account has been mostly politics, disabilities, and retweeting. 

I'm hoping I can get out of this deep #depression and make more #art. 

That's what y'all want to hear about. 

#disability defines my life. It therefore interferes with and influences my art.",1
1633,947451311733297152,947451311733297152,2017-12-31,ggirlmeetsworld,"I can't tell if it's my depression or I'm PMSing, but I've been crying for the past two hours....   ","['#depression', '#anxiety', '#imstarvingtoo']","I can't tell if it's my depression or I'm PMSing, but I've been crying for the past two hours.... #depression #anxiety #imstarvingtoo",1
1660,947441059059003394,947441059059003394,2017-12-31,suriahagumi2,"I can't do it anymore 
I'm exhausted 

It's so hard 

It's slowly taking over me

I don't know how much anymore I can take it

This  and  are winning 

I'm tired of trying","['#anxiety', '#depression']","I can't do it anymore 
I'm exhausted 

It's so hard 

It's slowly taking over me

I don't know how much anymore I can take it

This #Anxiety and #depression are winning 

I'm tired of trying",1
1665,947437694933594113,947437694933594113,2017-12-31,chronicmomlife,"It’s important to take time for self-care each evening, it allows you to replenish your strength & natural energy.     pic.twitter.com/nFWl4mLtr0","['#spoonie', '#depression']","It’s important to take time for self-care each evening, it allows you to replenish your strength & natural energy.  #Spoonie #Depression  pic.twitter.com/nFWl4mLtr0",1
1667,947435399651061760,947434070732021760,2017-12-31,acefeminist,"So whoever you are, whatever you are going through, if you're reading this, hear me say this- 

You are doing a good job. 

You're capable of surviving this, and emerging stronger. 

 ","['#depression', '#anxiety']","So whoever you are, whatever you are going through, if you're reading this, hear me say this- 

You are doing a good job. 

You're capable of surviving this, and emerging stronger. 

#depression #anxiety",1
1668,947434700880121856,947434700880121856,2017-12-31,hope4siblings,   SURVIVOR of SIBLING ABUSE? Facebook Group!!! Sibling Abuse Survivors  pic.twitter.com/Rn7zSAwuVJ,"['#bullying', '#abuse', '#depression']",#bullying #abuse #depression SURVIVOR of SIBLING ABUSE? Facebook Group!!! Sibling Abuse Survivors  pic.twitter.com/Rn7zSAwuVJ,1
1675,947432891117477890,947432463084564481,2017-12-31,cg33853,"And although you'll always hold a special place in my heart. I can't allow myself to be endlessly hurt after it comes to the point it is clearly never going to change.

Best wishes to all who fall under this category. E.D. K.B be and others

",['#depression'],"And although you'll always hold a special place in my heart. I can't allow myself to be endlessly hurt after it comes to the point it is clearly never going to change.

Best wishes to all who fall under this category. E.D. K.B be and others

#depression",1
1683,947429407496470529,947429407496470529,2017-12-31,justscrewedupme,"Thank you to those who have followed me yesterday and today. I’d love to have loads of followers to end the worst year of my adult life and to take me into 2018 which I’m determined will be better, I’ll be getting married :)  ","['#depression', '#anxiety']","Thank you to those who have followed me yesterday and today. I’d love to have loads of followers to end the worst year of my adult life and to take me into 2018 which I’m determined will be better, I’ll be getting married :) #depression #anxiety",1
1702,947418413952933889,947418413952933889,2017-12-31,arisu_ayumi,"The worst thing in this year ? Tell me ! 

  pic.twitter.com/Xr3caOYYzF","['#depression', '#anxiety']","The worst thing in this year ? Tell me ! 

#depression #anxiety pic.twitter.com/Xr3caOYYzF",1
1705,947417895855906816,947417895855906816,2017-12-31,ddphotograph,As a depression sufferer for years remember you are never alone.  Talk to someone   pic.twitter.com/lUP77zod1d,['#depression'],As a depression sufferer for years remember you are never alone.  Talk to someone #depression  pic.twitter.com/lUP77zod1d,1
1710,947412887223578624,947412887223578624,2017-12-31,shozinaa, sometime yaadain b bht udass kr dti hein..Kuch loog bas ak yaad bn ky aty hein or yaad bn ky chly jaty hein.,['#depression'],#Depression sometime yaadain b bht udass kr dti hein..Kuch loog bas ak yaad bn ky aty hein or yaad bn ky chly jaty hein.,1
1728,947407053189922817,947407053189922817,2017-12-31,coreopsisx,"That moment when you can't eat, sleep, shower or care for yourself because of depression.
  ","['#gettingtoodeep', '#depression', '#stopit']","That moment when you can't eat, sleep, shower or care for yourself because of depression.
#gettingtoodeep #depression #stopit",1
1740,947402862400860160,947402862400860160,2017-12-31,mymymiserychick,"On this, the last day of 2017, I am feeling increasing anxiety and dread for the year ahead. Noticing over the past week an increas in negative thought patterns. Trying to discern what is causing this....   ","['#bpd', '#anxiety', '#depression']","On this, the last day of 2017, I am feeling increasing anxiety and dread for the year ahead. Noticing over the past week an increas in negative thought patterns. Trying to discern what is causing this.... #bpd #anxiety #depression",1
1741,947402506086338561,947402506086338561,2017-12-31,jolieparrilla,"'my goal is to fall in love with everything that i am.' - goals for 2018.

might take every ounce of strength i have but i'm up for the challenge. ",['#depression'],"'my goal is to fall in love with everything that i am.' - goals for 2018.

might take every ounce of strength i have but i'm up for the challenge. #depression",1
1754,947395343532118016,947395343532118016,2017-12-31,lin_morel,"""Was meinen Sie, wie viele stumm hinter Fassaden und Masken ihre Tage fristen

nur 

um sich dann in der Stille wieder in die Schlacht gegen sich selbst zu stürzen?""

 ","['#notjustsad', '#depression']","""Was meinen Sie, wie viele stumm hinter Fassaden und Masken ihre Tage fristen

nur 

um sich dann in der Stille wieder in die Schlacht gegen sich selbst zu stürzen?""

#notjustsad #depression",1
1771,947386555055800323,947386555055800323,2017-12-31,garyb2,"When I am told to think good thoughts - like it's just that easy, why didn't I think of that. How ignorant is that?  ","['#depression', '#scared']","When I am told to think good thoughts - like it's just that easy, why didn't I think of that. How ignorant is that? #depression #scared",1
