,id,conversation_id,date,username,tweet_processed,hashtags,tweet_original,target
372,1078752511094386690,1078752511094386690,2018-12-28,darkloner3,Wouldn't it be great if I had a preset purpose? I feel like I'm just doing stuff to be comfortable and content until my inevitable death. There should be a specific reason why I exist.   ,"['#sad', '#confused', '#depressed']",Wouldn't it be great if I had a preset purpose? I feel like I'm just doing stuff to be comfortable and content until my inevitable death. There should be a specific reason why I exist. #sad #confused #depressed,1
375,1078744187955113984,1078744187955113984,2018-12-28,bipolar_story,When your nighttime dream of your ex is so beautiful that when you are awake the next day you're  it's not real.  betrayal,"['#depressed', '#dream']",When your nighttime dream of your ex is so beautiful that when you are awake the next day you're #depressed it's not real. #Dream betrayal,1
377,1078741101794729984,1078741101794729984,2018-12-28,bigberrysylveon,Don’t you just...fucking...hate feeling like shit...being depressed...being sad and alone all the time... ,['#depressed'],Don’t you just...fucking...hate feeling like shit...being depressed...being sad and alone all the time... #depressed,1
398,1078712022408331269,1078712022408331269,2018-12-28,yvocapp,"Debería estar viajando o en la playa, esperando el fin de año con mis amigas o con mi familia.. ",['#depressed'],"Debería estar viajando o en la playa, esperando el fin de año con mis amigas o con mi familia.. #depressed",1
400,1078698671938641926,1078698671938641926,2018-12-28,muhammadbello_1,"Suicide doesn't end sadness - it's a major sin, quick way to Hell & shows one didn't have enough trust in Allah the Most Merciful. ",['#depressed'],"Suicide doesn't end sadness - it's a major sin, quick way to Hell & shows one didn't have enough trust in Allah the Most Merciful. #depressed",1
401,1078695883397459969,1078695883397459969,2018-12-28,bodhibroh,"I don’t think there’s anything I can do...  I don’t have goals or dreams. I’m so used to simply trying to exhaustively survive that I have no part of myself able to justify my incessant plodding forward but I have nothing else to do with my time.
  ","['#heartache', '#deadinside', '#depressed']","I don’t think there’s anything I can do...  I don’t have goals or dreams. I’m so used to simply trying to exhaustively survive that I have no part of myself able to justify my incessant plodding forward but I have nothing else to do with my time.
#heartache #deadinside #depressed",1
405,1078680959048974337,1078680959048974337,2018-12-28,ulepaldrich,"Gabi gabi ko nalng naiisip problema ko tang ina
",['#depressed'],"Gabi gabi ko nalng naiisip problema ko tang ina
#depressed",1
407,1078679102930989057,1078679102930989057,2018-12-28,angelbee623,"I just wanted to let you all know that I don't think I'll be doing much drawing these next few days aside from commissions (if I get any at all). I'm still not feeling too well after yesterday and I just can't motivate myself to do any for myself at this time...

",['#depressed'],"I just wanted to let you all know that I don't think I'll be doing much drawing these next few days aside from commissions (if I get any at all). I'm still not feeling too well after yesterday and I just can't motivate myself to do any for myself at this time...

#depressed",1
409,1078673266192142336,1078673266192142336,2018-12-28,mae_brooke,Anyone else already SO over today?   ,"['#depressed', '#notfeelingit', '#lazyday']",Anyone else already SO over today? #depressed #notfeelingit #lazyday,1
410,1078672409581047810,1078672409581047810,2018-12-28,lt_realmcreator,Severely  giving up on everything and not doing ANYTHING i DON'T want to do including medical tests i have nobody to truly be around for if something is seriously wrong with me so forget it,['#depressed'],Severely #depressed giving up on everything and not doing ANYTHING i DON'T want to do including medical tests i have nobody to truly be around for if something is seriously wrong with me so forget it,1
413,1078669945402216449,1078669945402216449,2018-12-28,dev_geetha,"God is with you, He is in you, and He is for you. 
Maybe, this year has been hard. There were too many miseries. But we do not lose hope. Our God will come through for us at the right time.   pic.twitter.com/emxFWBbJcf",['#depressed'],"God is with you, He is in you, and He is for you. 
Maybe, this year has been hard. There were too many miseries. But we do not lose hope. Our God will come through for us at the right time. #depressed  pic.twitter.com/emxFWBbJcf",1
421,1078646792059867137,1078646792059867137,2018-12-28,ayahvelasco,"Yung malaki ka na pero di ka parin pinapayagan maligo sa ulan. :( Mas xad don kung lumaki ba talaga ako.😢🙁
",['#depressed'],"Yung malaki ka na pero di ka parin pinapayagan maligo sa ulan. :( Mas xad don kung lumaki ba talaga ako.😢🙁
#depressed",1
425,1078629495085518848,1078629495085518848,2018-12-28,itsmeaynah,"Nakailang retweet na ako wala paring laman wallet ko.

 ","['#deactivate', '#depressed']","Nakailang retweet na ako wala paring laman wallet ko.

#deactivate #depressed",1
429,1078581676949815297,1078581676949815297,2018-12-28,_itsjustparis,This is the one point of my life where I feel like nothing is going right and o just feel like I’m at an complete all time low ,['#depressed'],This is the one point of my life where I feel like nothing is going right and o just feel like I’m at an complete all time low #depressed,1
440,1078518217595854849,1078518217595854849,2018-12-28,darkloner3,Anyone else obsessed with finding a point to life but can't?   ,"['#depressed', '#sad', '#confused']",Anyone else obsessed with finding a point to life but can't? #depressed #sad #confused,1
442,1078514683647275008,1078509542416269312,2018-12-28,paperhoshi,then i’d literally have no friends and become ,['#depressed'],then i’d literally have no friends and become #depressed,1
446,1078504771957465088,1078501587981606912,2018-12-28,1avoe,february 2k18 i was  but pretty  pic.twitter.com/mkjeSXqvvB,['#depressed'],february 2k18 i was #depressed but pretty  pic.twitter.com/mkjeSXqvvB,1
447,1078504409515024384,1078504409515024384,2018-12-28,detroit1051,"Aw, shit.  Went to get my mail in senior apartment's clubhouse and saw note about my first neighbor here.  Not even 70, and he's gone.  Smartest, nicest guy I've met here. He lived most of his life in Manhattan.  Absolutely brilliant. ",['#depressed'],"Aw, shit.  Went to get my mail in senior apartment's clubhouse and saw note about my first neighbor here.  Not even 70, and he's gone.  Smartest, nicest guy I've met here. He lived most of his life in Manhattan.  Absolutely brilliant. #Depressed",1
450,1078496190356807680,1078496190356807680,2018-12-28,onelemon3, don't feel closed with my best friend anymore.we're uesed to be the one that most important to each other and now we have  less contact.I think she doesn't understand me and  I unwilling to talk to her .Finally she just turns to a acquainted stranger not real friend!,[],#Depressed#I don't feel closed with my best friend anymore.we're uesed to be the one that most important to each other and now we have  less contact.I think she doesn't understand me and  I unwilling to talk to her .Finally she just turns to a acquainted stranger not real friend!,1
451,1078492184721145856,1078492184721145856,2018-12-28,natures_hum,"Did you know smiling stimulates the release of neuropeptides which work toward fighting off ? Neuropeptides are tiny molecules that allow nerve cells to communicate. They facilitate messaging to the whole body when we are happy, sad, angry, , or excited.  pic.twitter.com/Gl2r3ktK9S","['#stress', '#depressed', '#smiles']","Did you know smiling stimulates the release of neuropeptides which work toward fighting off #stress? Neuropeptides are tiny molecules that allow nerve cells to communicate. They facilitate messaging to the whole body when we are happy, sad, angry, #depressed, or excited. #smiles pic.twitter.com/Gl2r3ktK9S",1
452,1078487679598096384,1078487679598096384,2018-12-28,namelessbanana,I took a shower today and I don’t think anyone knows how big of an achievement that is for me right now.   ,"['#depression', '#depressed', '#ugh']",I took a shower today and I don’t think anyone knows how big of an achievement that is for me right now. #depression #depressed #ugh,1
453,1078484597246251009,1078484597246251009,2018-12-28,scaredandalone2,What if I am a burden. ,['#depressed'],What if I am a burden. #depressed,1
454,1078481240787841024,1078481240787841024,2018-12-28,ttheformat,sore thumb by the format was my  anthem and I’m listening to it right now and it’s bringing back some memories,['#depressed'],sore thumb by the format was my #depressed anthem and I’m listening to it right now and it’s bringing back some memories,1
455,1078481092104077314,1078481092104077314,2018-12-28,imdesdemona,I got an Apple Watch for Christmas and I lost the box it came in along with the charger and extra band😭🙃 ,['#depressed'],I got an Apple Watch for Christmas and I lost the box it came in along with the charger and extra band😭🙃 #depressed,1
458,1078476419502624768,1078476419502624768,2018-12-28,brokenheartig,"Maybe I’m too complicated to be loved...💔
  ","['#brokenheart', '#depression', '#depressed']","Maybe I’m too complicated to be loved...💔
#brokenheart #depression #depressed",1
460,1078458928894140416,1078458928894140416,2018-12-28,graceleecho,Yesterday I went to Safeway for some flaming hot Cheetos puffs... they don’t sell them at my local Safeway.... ,['#depressed'],Yesterday I went to Safeway for some flaming hot Cheetos puffs... they don’t sell them at my local Safeway.... #depressed,1
461,1078458420028760070,1078458420028760070,2018-12-28,alwaysgoiden,sorry to all the mutual who have tried to dm me i am  and can’t hold a conversation,['#depressed'],sorry to all the mutual who have tried to dm me i am #depressed and can’t hold a conversation,1
462,1078457583638216704,1078457583638216704,2018-12-28,catwngs,"Depression sucks...
I feel like I’m at the lowest point of my life.   pic.twitter.com/U4sfjCg6D4","['#depressed', '#wanttodie']","Depression sucks...
I feel like I’m at the lowest point of my life. #depressed #wanttodie pic.twitter.com/U4sfjCg6D4",1
464,1078449765044629505,1078449765044629505,2018-12-28,yo_itssamantha,literally my only chance to get out is ruined ,['#depressed'],literally my only chance to get out is ruined #depressed,1
469,1078413743091011589,1078413743091011589,2018-12-28,kit_featherbed,I think there is something really wrong with me. Always been a   but these days I really cannot be bothered to have friends. It all feels like too much effort.,"['#depressed', '#introvert']",I think there is something really wrong with me. Always been a #depressed #introvert but these days I really cannot be bothered to have friends. It all feels like too much effort.,1
474,1078403737851432960,1078403737851432960,2018-12-27,eueeu17122334,"isso mostra o que eu sinto 
em quando eu estou sorrindo
  
😟 pic.twitter.com/QDTZEYP0qb","['#deprem', '#depressed', '#depressionisreal']","isso mostra o que eu sinto 
em quando eu estou sorrindo
#deprem #depressed #DepressionIsReal
😟 pic.twitter.com/QDTZEYP0qb",1
477,1078382774548074496,1078382774548074496,2018-12-27,lowerdepression,"Dysthymia is a state of chronic  mood, the symptoms of which do not meet the severity of a major .","['#depressed', '#depressiveepisode']","Dysthymia is a state of chronic #depressed mood, the symptoms of which do not meet the severity of a major #depressiveepisode.",1
479,1078372997285728258,1078372997285728258,2018-12-27,beinga_r_s,"How is it I can go from happy & hopefull to depressed and ready to give up so fast?

",['#depressed'],"How is it I can go from happy & hopefull to depressed and ready to give up so fast?

#depressed",1
481,1078363650426064896,1078363650426064896,2018-12-27,jeffrey1192,AHHHHHH! THIS WEEK FUCKING SUCKS!   ,"['#depressed', '#pissedoff', '#lifesucks']",AHHHHHH! THIS WEEK FUCKING SUCKS! #depressed #pissedoff #lifesucks,1
487,1078350512330817537,1078350512330817537,2018-12-27,depressedheroes,"If you're on your way home from your first day back at work, big love from us. It's the third day of  ! pic.twitter.com/JZovUyS7Fk","['#depressed', '#christmas']","If you're on your way home from your first day back at work, big love from us. It's the third day of #depressed #Christmas! pic.twitter.com/JZovUyS7Fk",1
493,1078336169597751297,1078332744583659520,2018-12-27,marletted_,maiiyak na ko sa sobrang  charot hahahaha,['#depressed'],maiiyak na ko sa sobrang #depressed charot hahahaha,1
495,1078335249648705536,1078335249648705536,2018-12-27,thedanbough,"I overheard someone telling a story today where a guy told his (literally)  brother that “you need to pull yourself together for your kids!”  I get it, we want to believe that someone going through depression can just snap themselves out of it.",['#depressed'],"I overheard someone telling a story today where a guy told his (literally) #depressed brother that “you need to pull yourself together for your kids!”  I get it, we want to believe that someone going through depression can just snap themselves out of it.",1
517,1078292189636190209,1078292189636190209,2018-12-27,lowerdepression, mood is often one of the early symptoms of hypothyroidism (reduced activity of the thyroid gland).,['#depressed'],#Depressed mood is often one of the early symptoms of hypothyroidism (reduced activity of the thyroid gland).,1
520,1078277080377368576,1078277080377368576,2018-12-27,lowerdepression," mood can be caused by infectious diseases, nutritional deficiencies, neurological conditions, and physiological problems.",['#depressed'],"#Depressed mood can be caused by infectious diseases, nutritional deficiencies, neurological conditions, and physiological problems.",1
523,1078271995471515648,1078271995471515648,2018-12-27,mikorintori,"Why do I have to be forced to become someone I don't want to be?😞
",['#depressed'],"Why do I have to be forced to become someone I don't want to be?😞
#depressed",1
526,1078265422359814145,1078265422359814145,2018-12-27,that_girlfums,"Y'all saying ""suicide is never the answer"", biko, what is???
  ","['#aisha', '#awareness', '#depressed']","Y'all saying ""suicide is never the answer"", biko, what is???
#Aisha #Awareness #depressed",1
528,1078257269144313856,1078257267034615809,2018-12-27,mainetenanceee,"At mahihirap na pinagdaanan ko. Proud rin ako sa sarili ko kasi imagine?! Nalagpasan ko yun? Pero ayokong makampante kasi alam kong maraming marami pa yung mapagdadaanan ko....😭🙏
",['#depressed'],"At mahihirap na pinagdaanan ko. Proud rin ako sa sarili ko kasi imagine?! Nalagpasan ko yun? Pero ayokong makampante kasi alam kong maraming marami pa yung mapagdadaanan ko....😭🙏
#Depressed",1
538,1078249468279943168,1078249468279943168,2018-12-27,mankacaato," - Dear President, you in the Office for 5 More years, our lovely puntits will be ,  we can’t afford that, Hortaada hor Alle, Goodbye. And “Thanks” for the last 5 years","['#puntland', '#depressed']","#Puntland - Dear President, you in the Office for 5 More years, our lovely puntits will be #Depressed,  we can’t afford that, Hortaada hor Alle, Goodbye. And “Thanks” for the last 5 years",1
540,1078239213684969472,1078239213684969472,2018-12-27,mysticunigon,"This day is complete hell, and it's only started.   ","['#thursdaythoughts', '#depression', '#depressed']","This day is complete hell, and it's only started. #ThursdayThoughts #depression #depressed",1
543,1078216680361340928,1078216680361340928,2018-12-27,lowerdepression,Certain medications are known to cause  mood in a significant number of patients.,['#depressed'],Certain medications are known to cause #depressed mood in a significant number of patients.,1
547,1078199699067338752,1078199699067338752,2018-12-27,c_fischerfoto,"Wege aus der 
 Teil 2 : einen Smart ausborgen, aufs Land fahren   pic.twitter.com/1nPuTzMrVT","['#winterdepression', '#depressed', '#depression']","Wege aus der #Winterdepression
 Teil 2 : einen Smart ausborgen, aufs Land fahren #depressed #depression pic.twitter.com/1nPuTzMrVT",1
548,1078193148239773696,1078193148239773696,2018-12-27,lisapish,Can’t believe im back in work today    😣,"['#feellikecrying', '#depressed', '#anlikethatitsallover']",Can’t believe im back in work today #feellikecrying #depressed #anlikethatitsallover 😣,1
552,1078172515405582337,1078172515405582337,2018-12-27,dolanmyloves1,christmas is over and i am !,['#depressed'],christmas is over and i am #depressed!,1
570,1078152130542759937,1078152130542759937,2018-12-27,abigylee,Yawa taga dula nga akong apilan ba kay madaug jud ko pero maskin ka isa wa pakid ko ka dawat ug premyo. ,['#depressed'],Yawa taga dula nga akong apilan ba kay madaug jud ko pero maskin ka isa wa pakid ko ka dawat ug premyo. #depressed,1
571,1078141710348120064,1078080388562472960,2018-12-27,besinjoyen,Kapoy rishkie oyyy! Ayaw na lage sig joke😔   ,"['#depressed', '#anxiety', '#lowmood']",Kapoy rishkie oyyy! Ayaw na lage sig joke😔 #depressed #anxiety #lowmood,1
573,1078127936534913024,1078127936534913024,2018-12-27,_nawab_dheeraj_,"अक़्सर रातों में सो नही पाता, बड़ा सा ख़्वाब लिए वो छोटे शहर का लड़का हूँ न बस इसलिए... 😖
",['#depressed'],"अक़्सर रातों में सो नही पाता, बड़ा सा ख़्वाब लिए वो छोटे शहर का लड़का हूँ न बस इसलिए... 😖
#depressed",1
574,1078125285315407872,1078125285315407872,2018-12-27,sad54195256,Tbh life hurts and this year showed me a lot. I can’t believe i really cared so much about you but all you brought back to me was pain…   ,"['#fucklove', '#depressed', '#depressiob']",Tbh life hurts and this year showed me a lot. I can’t believe i really cared so much about you but all you brought back to me was pain… #fucklove #depressed #depressiob,1
576,1078121704965267457,1078121704965267457,2018-12-27,dreegin_,Sorry if I seem like I just want attention. But I’m pretty low.  you can ignore this. I’m venting.  ,"['#depression', '#depressed', '#notgoodenough']",Sorry if I seem like I just want attention. But I’m pretty low. #depression you can ignore this. I’m venting. #depressed #notgoodenough,1
577,1078120190339149824,1078120190339149824,2018-12-27,_caspers_,"I saw the news of a girl that committed suicide on instablog...I don't know what's happening oo but please suicide is never the answer
  ","['#depressionisreal', '#burnalive', '#depressed']","I saw the news of a girl that committed suicide on instablog...I don't know what's happening oo but please suicide is never the answer
#DepressionIsReal #BurnaLive #depressed",1
579,1078118263559720962,1078118263559720962,2018-12-27,depressedlilgi1,What did I do wrong for everyone to leave me?😪💔  ,"['#heartbroken', '#depressed']",What did I do wrong for everyone to leave me?😪💔 #heartbroken #depressed,1
581,1078115892389728257,1078115892389728257,2018-12-27,officialkbr,Depression is the story of my life. I ain't got sh*t to live for 💔 ,['#depressed'],Depression is the story of my life. I ain't got sh*t to live for 💔 #depressed,1
584,1078104959261048832,1078104959261048832,2018-12-27,trash_mommie,wishing I wouldn’t have survived my attempt in November  ,['#depressed'],wishing I wouldn’t have survived my attempt in November  #depressed,1
591,1078079969832636416,1078079969832636416,2018-12-27,randomshit85,What do you do when your tear ducts are dried up and you caint cry cause your whole life been fucked up   ,"['#depressed', '#depression', '#lossoflife']",What do you do when your tear ducts are dried up and you caint cry cause your whole life been fucked up #depressed #depression #lossoflife,1
597,1078071062858948608,1078071062858948608,2018-12-27,d_ly520,"Not happy with my job, my company, my colleagues. haven't pass my probation. feel depressed everyday. colleagues are unfriendly. politics. lost of confidence. and now I couldn't control my emotion.  Should I change my job or hold on to it? Please advice   ","['#work', '#advice', '#depressed']","Not happy with my job, my company, my colleagues. haven't pass my probation. feel depressed everyday. colleagues are unfriendly. politics. lost of confidence. and now I couldn't control my emotion.  Should I change my job or hold on to it? Please advice #work #Advice #depressed",1
602,1078064193805402112,1078064193805402112,2018-12-27,iamdreddsam,"When you focus on what you're grateful for, you'll always be in a better mood.
(Less )
The human brain is incapable of being grateful and angry at the same time. So always be grateful and you'll have a better quality of life.",['#depressed'],"When you focus on what you're grateful for, you'll always be in a better mood.
(Less #Depressed)
The human brain is incapable of being grateful and angry at the same time. So always be grateful and you'll have a better quality of life.",1
624,1078050584853385216,1078050584853385216,2018-12-27,lowerdepression," people may have problems concentrating, remembering details or making decisions, and may contemplate, attempt or commit suicide.",['#depressed'],"#Depressed people may have problems concentrating, remembering details or making decisions, and may contemplate, attempt or commit suicide.",1
625,1078046889919086592,1078046889919086592,2018-12-26,mrsm11463930,"Ты должен понять, что психическое состояние важнее учебы. Если у тебя истерика уже второй час, то пошли всю школу и успокойся. Пожалуйста, не вреди себе. Пожалуйста, помоги себе сам или попроси помощи. Пожалуйста, не делай неосмотрительных шагов. Пожалуйста, живи.
",['#depressed'],"Ты должен понять, что психическое состояние важнее учебы. Если у тебя истерика уже второй час, то пошли всю школу и успокойся. Пожалуйста, не вреди себе. Пожалуйста, помоги себе сам или попроси помощи. Пожалуйста, не делай неосмотрительных шагов. Пожалуйста, живи.
#depressed",1
633,1078039760617328644,1078039760617328644,2018-12-26,black_casket6,I it's me your    fake friend. Let's hate ourselves together. pic.twitter.com/vzG0HvWNa7,"['#emo', '#depressed', '#sad']",I it's me your #emo #depressed #sad fake friend. Let's hate ourselves together. pic.twitter.com/vzG0HvWNa7,1
634,1078030712622772224,1078030712622772224,2018-12-26,dreegin_,In a never ending rut of depression and then mild happiness. The lows are so low that the good feels fuckin’ cheap.  ,"['#depression', '#depressed']",In a never ending rut of depression and then mild happiness. The lows are so low that the good feels fuckin’ cheap. #depression #depressed,1
636,1078028394124767233,1078028394124767233,2018-12-26,bordermomy,"Igual y no es sano, pero cada que me siento bien madreada, me compro una vitaminWater en el Oxxo y eso me ayuda a alivianarme,de la color morado porque las otras saben feo .  ","['#depression', '#depressed']","Igual y no es sano, pero cada que me siento bien madreada, me compro una vitaminWater en el Oxxo y eso me ayuda a alivianarme,de la color morado porque las otras saben feo . #depression #depressed",1
642,1078002890294214656,1078002890294214656,2018-12-26,bipolar_story,Actually having people around you during Christmas seems to make  or  people postpone their plans for suicide to at least January 1st if they do it at all then. So checking up on people during holidays may help save a life.,"['#depressed', '#mentallyill']",Actually having people around you during Christmas seems to make #depressed or #MentallyIll people postpone their plans for suicide to at least January 1st if they do it at all then. So checking up on people during holidays may help save a life.,1
650,1077977303966236677,1077977303966236677,2018-12-26,frommystery,"I just realized that santa is not real...
😖🤮😖",[],"I just realized that santa is not real...
#depressed#nilBKK#hopeless😖🤮😖",1
657,1077952752431624194,1077952752431624194,2018-12-26,annietaylor100,"The days between Christmas and New Year are the toughest for some. When one day at a time feels impossible, do Life in 15min chunks. Complete one 15min chunk before thinking about the next.  It will get easier. Eventually a whole day will feel perfectly doable.    pic.twitter.com/XjFQnCcCZV","['#sad', '#depressed']","The days between Christmas and New Year are the toughest for some. When one day at a time feels impossible, do Life in 15min chunks. Complete one 15min chunk before thinking about the next.  It will get easier. Eventually a whole day will feel perfectly doable. #sad #depressed  pic.twitter.com/XjFQnCcCZV",1
662,1077929792392126465,1077929792392126465,2018-12-26,lowerdepression,"Older  people may have cognitive symptoms of recent onset, such as , and a more noticeable slowing of movements.","['#depressed', '#forgetfulness']","Older #depressed people may have cognitive symptoms of recent onset, such as #forgetfulness, and a more noticeable slowing of movements.",1
670,1077899831526404096,1077899831526404096,2018-12-26,lab_edcr,minsan naiisip ko na tapusin na buhay ko   pic.twitter.com/wxAaW6JU0g,['#depressed'],minsan naiisip ko na tapusin na buhay ko #depressed  pic.twitter.com/wxAaW6JU0g,1
675,1077885776808030210,1077885776808030210,2018-12-26,lowerdepression,"Insomnia is common among the . In the typical pattern, a person wakes very early and cannot get back to sleep.",['#depressed'],"Insomnia is common among the #Depressed. In the typical pattern, a person wakes very early and cannot get back to sleep.",1
676,1077885025540923394,1077885025540923394,2018-12-26,madelai54290544,"Why do we have to fall in love with a person?
Who doesn't feel the same way as we do?
  ","['#broken', '#depressed', '#love']","Why do we have to fall in love with a person?
Who doesn't feel the same way as we do?
#broken #depressed #love",1
687,1077859534012444672,1077859534012444672,2018-12-26,michelles_smile,Work was so brutal that I forgot it was Christmas.   ,"['#exhausted', '#stressed', '#depressed']",Work was so brutal that I forgot it was Christmas. #exhausted #stressed #depressed,1
695,1077835820566859777,1077835820566859777,2018-12-26,sheinawuhna,"
charot HAHAHAHHSHAHSDHA  
hoy kaluy.e ko i uli nana akong phoneeeeeeeeeeeeee :<<<<",['#depressed'],"#depressed
charot HAHAHAHHSHAHSDHA  
hoy kaluy.e ko i uli nana akong phoneeeeeeeeeeeeee :<<<<",1
699,1077824111232118784,1077824111232118784,2018-12-26,lowerdepression,"In severe cases,   may have symptoms of psychosis, such as delusions or, less commonly, hallucinations.","['#depressed', '#people']","In severe cases, #Depressed #People may have symptoms of psychosis, such as delusions or, less commonly, hallucinations.",1
701,1077822391643000833,1077822391643000833,2018-12-26,leoyann92,Imposible for a talented girl to look at a failed individual and feel something ,['#depressed'],Imposible for a talented girl to look at a failed individual and feel something #depressed,1
703,1077820300291538944,1077820300291538944,2018-12-26,tel0rgoreng,"I pretend to be strong so people will leave me alone .
",['#depressed'],"I pretend to be strong so people will leave me alone .
#depressed",1
705,1077808996982108161,1077808996982108161,2018-12-26,lowerdepression," people may be preoccupied with thoughts of worthlessness, inappropriate guilt, helplessness, hopelessness, and self-hatred.",['#depressed'],"#Depressed people may be preoccupied with thoughts of worthlessness, inappropriate guilt, helplessness, hopelessness, and self-hatred.",1
708,1077776601935310848,1077776601935310848,2018-12-26,golden_demon0,Tired of waking up   ,"['#depressed', '#sad', '#tired']",Tired of waking up #depressed #sad #tired,1
709,1077764840406450176,1077764829522276352,2018-12-26,jdthyme,"/10.
Why don't those who are  reach out? Because the last thing you want to do is take away from someone else what you so desperately need.  Because you don't want someone else to feel guilty for your sadness.",['#depressed'],"/10.
Why don't those who are #depressed reach out? Because the last thing you want to do is take away from someone else what you so desperately need.  Because you don't want someone else to feel guilty for your sadness.",1
719,1077721299848314881,1077721299848314881,2018-12-26,tigerlilybeauty,Is anyone else  on  or is it just me 😑,"['#depressed', '#christmas']",Is anyone else #depressed on #christmas or is it just me 😑,1
732,1077674280429764608,1077674280429764608,2018-12-25,y0usucka,it does NOT feel like christmas i am  🎄🎄,['#depressed'],it does NOT feel like christmas i am #DEPRESSED 🎄🎄,1
734,1077665988437594112,1077665988437594112,2018-12-25,nicolefighter13,I can't stand my family for one second. I really want to hang myself to escape from them.  ,"['#depressed', '#depressionchat']",I can't stand my family for one second. I really want to hang myself to escape from them. #Depressed #DepressionChat,1
737,1077649995636133889,1077649995636133889,2018-12-25,jeremymoses85,"Where I am: Oklahoma 

Where I SHOULD be today: Alabama 

  ","['#christmas2018', '#notwithfamily', '#depressed']","Where I am: Oklahoma 

Where I SHOULD be today: Alabama 

#Christmas2018 #NotWithFamily #Depressed",1
743,1077628622796656642,1077628622796656642,2018-12-25,johnnyk117,Can we fast forward through today?  Please...  ,"['#done', '#depressed']",Can we fast forward through today?  Please... #done #depressed,1
745,1077618054002106370,1077618054002106370,2018-12-25,shinadina,"No mola nada coger el tren de vuelta el mismo día de  , alejándote de los tuyos   pic.twitter.com/XORYD3qfuT","['#navidad', '#depressed', '#tren']","No mola nada coger el tren de vuelta el mismo día de #Navidad , alejándote de los tuyos #depressed #tren pic.twitter.com/XORYD3qfuT",1
746,1077617956765528065,1077617956765528065,2018-12-25,smell12_bpd,Do you think that will do it   pic.twitter.com/pqDjvd244I,['#depressed'],Do you think that will do it #depressed  pic.twitter.com/pqDjvd244I,1
749,1077598814574395395,1077598814574395395,2018-12-25,wowsserie,"time for that “merry Christmas, I think I have a virus and can’t come” call.  ","['#antisocial', '#depressed']","time for that “merry Christmas, I think I have a virus and can’t come” call. #antisocial #depressed",1
750,1077598128822464512,1077598128822464512,2018-12-25,ayardeny,THIS IS ME~!! I might be not perfect like. Thin as healthy like people that lost weight like it's nothing. Well I have problems losing. And All my freaking family pushing me on Christmas morning. I~I~isn't the Christmas I want.. *tears up*.    pic.twitter.com/5Fp4waR9Gs,"['#worsechristmasever', '#depressed']",THIS IS ME~!! I might be not perfect like. Thin as healthy like people that lost weight like it's nothing. Well I have problems losing. And All my freaking family pushing me on Christmas morning. I~I~isn't the Christmas I want.. *tears up*. #worsechristmasever #depressed  pic.twitter.com/5Fp4waR9Gs,1
754,1077590729793269761,1077590729793269761,2018-12-25,cactus_gurun,"Saat memilih mengisolasi diri mereka akan bertanya ada apa dan berlaga seperti pendengar yang baik tapi mereka tidak sadar bahwa penyebab kita memendam masalah sendiri adalah karna sikap mereka sendiri.

 ","['#depression', '#depressed']","Saat memilih mengisolasi diri mereka akan bertanya ada apa dan berlaga seperti pendengar yang baik tapi mereka tidak sadar bahwa penyebab kita memendam masalah sendiri adalah karna sikap mereka sendiri.

#depression #depressed",1
756,1077587901150580736,1077587901150580736,2018-12-25,savagexrebel,"I wish people understood that my depression isn't always thought-based, but can also be feeling-based. My body shuts down, and I feel an aching emptiness with unbearable pain attached to it and usually it hits me like a ton of bricks 

 ","['#depression', '#depressed']","I wish people understood that my depression isn't always thought-based, but can also be feeling-based. My body shuts down, and I feel an aching emptiness with unbearable pain attached to it and usually it hits me like a ton of bricks 

#depression #depressed",1
758,1077584230597775365,1077584230597775365,2018-12-25,lightskinfiji,i don’t even wanna move from my bed.. ,['#depressed'],i don’t even wanna move from my bed.. #depressed,1
761,1077575290304561152,1077575290304561152,2018-12-25,nigga_2real,I just want to get fucked all day ,['#depressed'],I just want to get fucked all day #depressed,1
767,1077552305094959105,1077552305094959105,2018-12-25,lowerdepression,"When you're  you don't control your thoughts, your thoughts control you.",['#depressed'],"When you're #depressed you don't control your thoughts, your thoughts control you.",1
771,1077540565565276160,1077540565565276160,2018-12-25,silennnttkiller,"May ur Christmas be Merry, Peaceful be ur Home, 
Let ur Family be Joyful & may each one of u be blessed! To all battling Depression & Anxiety, celebrate today in whichever way u feel u want & need to. Yes, christmas is about family, but it's also about u, so do u!  pic.twitter.com/9za03yGKYx",['#depressed'],"May ur Christmas be Merry, Peaceful be ur Home, 
Let ur Family be Joyful & may each one of u be blessed! To all battling Depression & Anxiety, celebrate today in whichever way u feel u want & need to. Yes, christmas is about family, but it's also about u, so do u!#depressed  pic.twitter.com/9za03yGKYx",1
772,1077524681064759296,1077524681064759296,2018-12-25,iangeorgedevlin,Both of my young kids get fevers frequently and are in and out of hospital. ,['#depressed'],Both of my young kids get fevers frequently and are in and out of hospital. #depressed,1
774,1077519500340330497,1077519500340330497,2018-12-25,phoenix6453,"I am addicted to this findom-induced cycle of self destruction.The deeper I go, the more mindless I become   ","['#findom', '#loserlife', '#depressed']","I am addicted to this findom-induced cycle of self destruction.The deeper I go, the more mindless I become #findom #loserlife #depressed",1
