,id,conversation_id,date,username,tweet_processed,hashtags,tweet_original,target
1429,"1,07976318393245E+018","1,07976318393245E+018",2018-12-31,kumba_sara,I hate having a speech impediment!  ,"['#depression', '#peoplearejerks']",I hate having a speech impediment! #depression #peoplearejerks,1
1431,"1,07976246473939E+018","1,07976139213844E+018",2018-12-31,isalevin42," schmerzt, klar. Aber dass Silvester für mich so schlimm ist, liegt daran, dass ich ihn jahrelang mit meiner großen Liebe verbracht habe & das nicht mehr kann, weil der Mann, mit dem ich eine Zukunft geplant hatte, diese wegen  &  weggeworfen hat.","['#liebeskummer', '#depression', '#sucht']","#Liebeskummer schmerzt, klar. Aber dass Silvester für mich so schlimm ist, liegt daran, dass ich ihn jahrelang mit meiner großen Liebe verbracht habe & das nicht mehr kann, weil der Mann, mit dem ich eine Zukunft geplant hatte, diese wegen #Depression & #Sucht weggeworfen hat.",1
1439,"1,07975959347389E+018","1,07975959347389E+018",2018-12-31,cliffdimerandy," is a disease, it affects everybody no matter what your age is. I'm 36 but I've suffered from depression,   etc. Since I was a kid. It knows no age, race, it doesn't discriminate...we who suffer need to unite, I'm creating a website soon for depression. pic.twitter.com/o7fvyzkcV4","['#depression', '#anxiety', '#ptsd']","#depression is a disease, it affects everybody no matter what your age is. I'm 36 but I've suffered from depression, #anxiety #ptsd etc. Since I was a kid. It knows no age, race, it doesn't discriminate...we who suffer need to unite, I'm creating a website soon for depression. pic.twitter.com/o7fvyzkcV4",1
1452,"1,07975480811296E+018","1,07975480811296E+018",2018-12-31,ninemuff,Ich hasse Silvester! Es macht mir Angst!!! Es triggert mich!!!  ,"['#notjustsad', '#depression']",Ich hasse Silvester! Es macht mir Angst!!! Es triggert mich!!! #notjustsad #depression,1
1454,"1,07975471957118E+018","1,07975471957118E+018",2018-12-31,scapethought,My new years resolution is literally to try my best not to kill myself. How sad is that.   ,"['#newyearseve', '#depression', '#suicide']",My new years resolution is literally to try my best not to kill myself. How sad is that. #NewYearsEve #Depression #Suicide,1
1467,"1,07975174012631E+018","1,07975174012631E+018",2018-12-31,theresasaylor,Tired of holding it all together over the holidays. I’m ready to just fall apart now.  Heading to therapy now. A safe place do do just that.   ,"['#depression', '#anxiety']",Tired of holding it all together over the holidays. I’m ready to just fall apart now.  Heading to therapy now. A safe place do do just that.  #depression #anxiety,1
1481,"1,07974474887989E+018","1,07974474887989E+018",2018-12-31,rishik_raiden,"Do you remember how strong you stood when you were mentally stressed out or perhaps depressed of certain outcomes with the big smile on your face? Well, practically the suffering won't probably end with a new year, so it's time to face 2k19 the same way. 

 ","['#bye2018', '#depression']","Do you remember how strong you stood when you were mentally stressed out or perhaps depressed of certain outcomes with the big smile on your face? Well, practically the suffering won't probably end with a new year, so it's time to face 2k19 the same way. 

#Bye2018 #Depression",1
1483,"1,07974357129985E+018","1,07974357129985E+018",2018-12-31,jesselongshot,"Feel extremely depressed! Ineed someone tohold me and a literal shoulder to cry on, but i always weep alone! Nobody loves me or cares! Perpetual loneliness proves it beyond a shadow of a doubt! ",['#depression'],"Feel extremely depressed! Ineed someone tohold me and a literal shoulder to cry on, but i always weep alone! Nobody loves me or cares! Perpetual loneliness proves it beyond a shadow of a doubt! #depression",1
1489,"1,07974064197271E+018","1,07974064197271E+018",2018-12-31,reedahmad5,"Almost New Year here in Eastern Region.
Even I'm new to this Twitter, I just wanna say, thank you so much for your love and support. I really do.
And I hope that I don't get a lot of pressure and depression too much... 
Please... Help me... I can't do this alone...

",['#depression'],"Almost New Year here in Eastern Region.
Even I'm new to this Twitter, I just wanna say, thank you so much for your love and support. I really do.
And I hope that I don't get a lot of pressure and depression too much... 
Please... Help me... I can't do this alone...

#depression",1
1490,"1,07974044520126E+018","1,07974044520126E+018",2018-12-31,jesselongshot,Another lonely New Years Eve with nobody to talk to. La historia de mi vida. God knows i need somebody! ,['#depression'],Another lonely New Years Eve with nobody to talk to. La historia de mi vida. God knows i need somebody! #depression,1
1528,"1,07972626347083E+018","1,07972626347083E+018",2018-12-31,notdeadyetft,"Good things that happened in 2018:
1. Diagnosed with 
2. Started meds
3. Had a stable very good start to this academic year noted by manager and seniors 🙂
4. Found myself coming out of  which had crippled me 
5. Generally happier! 

What about you guys?","['#bipolar', '#depression']","Good things that happened in 2018:
1. Diagnosed with #bipolar
2. Started meds
3. Had a stable very good start to this academic year noted by manager and seniors 🙂
4. Found myself coming out of #depression which had crippled me 
5. Generally happier! 

What about you guys?",1
1540,"1,07972275708302E+018","1,07972275708302E+018",2018-12-31,antdaboss214,I honestly don’t know why people think it’s a trend to say “I’m depressed” when in reality depression is nothing to joke about...  ,"['#justsaying', '#depression']",I honestly don’t know why people think it’s a trend to say “I’m depressed” when in reality depression is nothing to joke about... #JustSaying #Depression,1
1542,"1,07972197961425E+018","1,07972197961425E+018",2018-12-31,webdev77,"God knows every flaw, every habit, every mistake, and is still deeply in love with you. Let that sink all the way in.    pic.twitter.com/7mbNnd7D33","['#depression', '#suicide', '#pray']","God knows every flaw, every habit, every mistake, and is still deeply in love with you. Let that sink all the way in. #depression #suicide #pray pic.twitter.com/7mbNnd7D33",1
1550,"1,07971656790081E+018","1,07971656790081E+018",2018-12-31,eliseee194,"To those who struggled through NYE like me please try and think about something positive you want to achieve next year. Focus on the future. If you have no idea feel free to message me, I’m happy to chat   ","['#depression', '#anxiety', '#loneliness']","To those who struggled through NYE like me please try and think about something positive you want to achieve next year. Focus on the future. If you have no idea feel free to message me, I’m happy to chat #depression #anxiety #loneliness",1
1571,"1,07970814650604E+018","1,07970814650604E+018",2018-12-31,vsnaire,I don’t mean to drop in if we haven’t spoken in awhile. I’m trying to make myself better and learn from old friends so I can be better for them and for me. it’s a constant struggle justifying my importance to myself and to others. ,['#depression'],I don’t mean to drop in if we haven’t spoken in awhile. I’m trying to make myself better and learn from old friends so I can be better for them and for me. it’s a constant struggle justifying my importance to myself and to others. #depression,1
1576,"1,07970694025785E+018","1,07970694025785E+018",2018-12-31,erstekatze,"
Ich hab so Angst vor einem Rückfall. Wenn ich nicht funktioniere, bricht meine kleine Familie zusammen.",['#depression'],"#Depression
Ich hab so Angst vor einem Rückfall. Wenn ich nicht funktioniere, bricht meine kleine Familie zusammen.",1
1579,"1,07970622723872E+018","1,07970622384973E+018",2018-12-31,claire_lee,"It was also a year laced through with an almost constant struggle against chronic  and its effects, exacerbated by the medication I take for .","['#depression', '#bipolardisorder']","It was also a year laced through with an almost constant struggle against chronic #depression and its effects, exacerbated by the medication I take for #bipolardisorder.",1
1582,"1,07970546049475E+018","1,07970546049475E+018",2018-12-31,nandrew7,You had a couple of good months but I basically kicked your Arse in 2018. And will beat you more in 2019. Thnx for everyone that constantly helps me xx   pic.twitter.com/nZgj476kk9,['#depression'],You had a couple of good months but I basically kicked your Arse in 2018. And will beat you more in 2019. Thnx for everyone that constantly helps me xx #depression  pic.twitter.com/nZgj476kk9,1
1586,"1,07970388252213E+018","1,07970388252213E+018",2018-12-31,caffgarden,"Don't feel the best again today. Trying to get moving and haven't done anything yet. House needs doing, hens cleaning out and dogs taking out. A shower first on the list and shopping for this evening. christmas and New year always hard work for me.  ","['#depression', '#depressionisreal']","Don't feel the best again today. Trying to get moving and haven't done anything yet. House needs doing, hens cleaning out and dogs taking out. A shower first on the list and shopping for this evening. christmas and New year always hard work for me. #depression #DepressionIsReal",1
1587,"1,07970382628066E+018","1,07970382628066E+018",2018-12-31,guernseyhypno,When we take steps to self empowerment we can change our world   .,"['#anxiety', '#depression', '#theenergyofanxiety']",When we take steps to self empowerment we can change our world #anxiety #depression #theenergyofanxiety.,1
1589,"1,07970335583913E+018","1,07970335583913E+018",2018-12-31,estelastar6,"Why don't you listen to me? Why don't you hear me? Why won't you try to understand? Why I'm tired you ask? AH, look in the mirror. 😢",['#depression'],"Why don't you listen to me? Why don't you hear me? Why won't you try to understand? Why I'm tired you ask? AH, look in the mirror. 😢#depression",1
1606,"1,07969630457245E+018","1,07967323364809E+018",2018-12-31,stefan1970m,"Und jetzt doch Oper (18:00 Uhbr bis 21:00 Uhr)......ich freue mich sehr.....ich habe Riesenangst.....ich freue mich....ich habe Angst....ach, Ruhe - innere Stimmen......
",['#depression'],"Und jetzt doch Oper (18:00 Uhbr bis 21:00 Uhr)......ich freue mich sehr.....ich habe Riesenangst.....ich freue mich....ich habe Angst....ach, Ruhe - innere Stimmen......
#Depression",1
1610,"1,07969434484263E+018","1,07969434484263E+018",2018-12-31,deprifrei,"2018 geht zu Ende & das Arschloch  will mir noch einmal richtig den Stinkefinger zeigen. Ich habe die Vermutung, dass die schwarze Dame mit mir ins Neue Jahr rutschen wird. Sie ist super treu & immer für mich da, damit meine Laune unten bleibt.

 ","['#depression', '#silvester', '#notjustsad']","2018 geht zu Ende & das Arschloch #Depression will mir noch einmal richtig den Stinkefinger zeigen. Ich habe die Vermutung, dass die schwarze Dame mit mir ins Neue Jahr rutschen wird. Sie ist super treu & immer für mich da, damit meine Laune unten bleibt.

#Silvester #notjustsad",1
1612,"1,07969286750802E+018","1,07969286750802E+018",2018-12-31,deprifrei,"Ich habe mit meiner  gesprochen & fühle mich noch depressiver. Wegen meiner  fühle ich mich von ihr nicht verstanden, obwohl sie zur Zeit selbst depressiv ist. Von der einstigen Powerfrau ist am Ende des Jahres nix zu sehen. In der  kaputt gearbeitet.😭","['#mama', '#depression', '#pflege']","Ich habe mit meiner #Mama gesprochen & fühle mich noch depressiver. Wegen meiner #Depression fühle ich mich von ihr nicht verstanden, obwohl sie zur Zeit selbst depressiv ist. Von der einstigen Powerfrau ist am Ende des Jahres nix zu sehen. In der #Pflege kaputt gearbeitet.😭",1
1620,"1,07968676067276E+018","1,07968676067276E+018",2018-12-31,recoveryletters,"I tend to ignore new year and all its resolutions that are too easy to break & then you feel worse about yourself.

Try new things any time, with gusto and commitment but don't punish yourself if it doesn't work, there are more tools in the box


","['#depression', '#depressionrecovery']","I tend to ignore new year and all its resolutions that are too easy to break & then you feel worse about yourself.

Try new things any time, with gusto and commitment but don't punish yourself if it doesn't work, there are more tools in the box

#depression
#depressionrecovery",1
1623,"1,07968513848369E+018","1,07968513848369E+018",2018-12-31,puppytude,"Look, I'm fine. But when I've been down to my last shred of hope, most of the people who would have acted shocked if I'd come to a bad end, ignored my emails/txts. They weren't ""emergency"" texts. Just ""How's it going?"", but them ignoring it made me feel .   ","['#alone', '#depression', '#bpd']","Look, I'm fine. But when I've been down to my last shred of hope, most of the people who would have acted shocked if I'd come to a bad end, ignored my emails/txts. They weren't ""emergency"" texts. Just ""How's it going?"", but them ignoring it made me feel #alone.  #Depression #BPD",1
1639,"1,07968133543694E+018","1,07968133543694E+018",2018-12-31,findingmyvoice2,"Wow I feel like I am a bomb waiting to go off. Feeling so angry. 

Why does  do this! I just want to feel ok.",['#depression'],"Wow I feel like I am a bomb waiting to go off. Feeling so angry. 

Why does #Depression do this! I just want to feel ok.",1
1640,"1,07968128251747E+018","1,07968128251747E+018",2018-12-31,sonofdavies_,"To those of us that survived our own  thoughts this year THINKING its , we're grateful we didn't take what does not belong to us - ","['#suicidal', '#depression', '#life']","To those of us that survived our own #SUICIDAL thoughts this year THINKING its #DEPRESSION, we're grateful we didn't take what does not belong to us - #LIFE",1
1648,"1,07967632317244E+018","1,07967632317244E+018",2018-12-31,dr_s_i_khan," will be 2nd leading cause of death in 2020 
~WHO.",['#depression'],"#Depression will be 2nd leading cause of death in 2020 
~WHO.",1
1651,"1,07967323364809E+018","1,07967323364809E+018",2018-12-31,stefan1970m,Die Unfähigkeit Silvester zu planen und zu feiern als Teil der Krankheit zu akzeptieren ist schwer.....jetzt ist Selbstfürsorge angesagt...kann ich ja gut....,['#depression'],Die Unfähigkeit Silvester zu planen und zu feiern als Teil der Krankheit zu akzeptieren ist schwer.....jetzt ist Selbstfürsorge angesagt...kann ich ja gut....#Depression,1
1654,"1,07967114780807E+018","1,07967114780807E+018",2018-12-31,thefaiidat,"Unpopular opinion: Muslim parents are more strict on their female children than Christian parents. They are too over-protective of them which in turn leaves them depressed as a result of not being allowed to go out and not being allowed to make new friends.
",['#depression'],"Unpopular opinion: Muslim parents are more strict on their female children than Christian parents. They are too over-protective of them which in turn leaves them depressed as a result of not being allowed to go out and not being allowed to make new friends.
#depression",1
1669,"1,07966468659594E+018","1,07966468659594E+018",2018-12-31,jwande77,"If I die tonight will it extinguish a light or will it raise hope for a someone else? It might do both n that's my hope.

  ","['#depression', '#rap', '#lyrics']","If I die tonight will it extinguish a light or will it raise hope for a someone else? It might do both n that's my hope.

#depression #rap #lyrics",1
1673,"1,07966417977736E+018","1,07962737014181E+018",2018-12-31,myredboxx,"When your results are crap. Your mental wellbeing is affected and in turn your entire life because you start to doubt yourself and feel  & . This starts a slow walk to  and you want none of that. So think brand, think big and act accordingly too  pic.twitter.com/hxTihGvXtv","['#insufficient', '#incapable', '#depression']","When your results are crap. Your mental wellbeing is affected and in turn your entire life because you start to doubt yourself and feel #insufficient & #incapable. This starts a slow walk to #Depression and you want none of that. So think brand, think big and act accordingly too  pic.twitter.com/hxTihGvXtv",1
1684,"1,07965949645938E+018","1,07965949645938E+018",2018-12-31,shepardvakerian,"Its getting hard again, and its difficult not to let the negative thoughts take over. Im trying my best, buts its rough right now 😔  ","['#depression', '#notfeelinggoodenough']","Its getting hard again, and its difficult not to let the negative thoughts take over. Im trying my best, buts its rough right now 😔 #depression #notfeelinggoodenough",1
1699,"1,0796566438586E+018","1,0796566438586E+018",2018-12-31,momakittycat,"I'm so tired, not just physically but mentally to,  the smallest things seem so hard to do right now, i cant even fold my clean clothes without wanting to break down. ",['#depression'],"I'm so tired, not just physically but mentally to,  the smallest things seem so hard to do right now, i cant even fold my clean clothes without wanting to break down. #depression",1
1700,"1,07965588460571E+018","1,07965588460571E+018",2018-12-31,autismopen,"Effective new target for mood-boosting  stimulation found
Researchers have found an effective target in the brain for electrical stimulation to improve mood in people suffering from .  pic.twitter.com/cgjMZX2IUl","['#brain', '#depression']","Effective new target for mood-boosting #brain stimulation found
Researchers have found an effective target in the brain for electrical stimulation to improve mood in people suffering from #depression.  pic.twitter.com/cgjMZX2IUl",1
1717,"1,07964990869132E+018","1,07964990869132E+018",2018-12-31,nowhereismyname,"I don’t know what quote is better for my 2018
F Murray Abraham from an Innocent Man “ain’t life a motherfucker” or Groucho Marx “Life, it’s a sad business “ ",['#depression'],"I don’t know what quote is better for my 2018
F Murray Abraham from an Innocent Man “ain’t life a motherfucker” or Groucho Marx “Life, it’s a sad business “ #depression",1
1719,"1,07964975005032E+018","1,07964975005032E+018",2018-12-31,sternenklauerin,"An alle, die sich überlegen Klapsenbewohner im neuen Jahr zu werden: Tut es! Sooo ungemütlich sind die Betten nun auch wieder nicht.   ","['#ausderklapse', '#depression', '#notjustsad']","An alle, die sich überlegen Klapsenbewohner im neuen Jahr zu werden: Tut es! Sooo ungemütlich sind die Betten nun auch wieder nicht. #AusderKlapse #depression #notjustsad",1
1725,"1,07964812421227E+018","1,07964812421227E+018",2018-12-31,gabygabsx,3am smokes at night 🚬 loving and hating life 👌🏼 never gonna sleep again 🛏 forever alone and getting used to it 🤷🏻‍♀️ is a bitch,['#depression'],3am smokes at night 🚬 loving and hating life 👌🏼 never gonna sleep again 🛏 forever alone and getting used to it 🤷🏻‍♀️#depression is a bitch,1
1740,"1,07964054073019E+018","1,07964054073019E+018",2018-12-31,antrix_dj,"I been struggling with my self image and I been battling my  lately, And that’s ok. It’s going to get better it always does.",['#depression'],"I been struggling with my self image and I been battling my #depression lately, And that’s ok. It’s going to get better it always does.",1
1752,"1,07963649334443E+018","1,07963649334443E+018",2018-12-31,garang06,"From  
To Addiction now on Rehab
to Traveling to UK 
to going back to school 
 Has been the year. 
 
Give me more not only the success also the challenges",['#depression'],"From #Depression 
To Addiction now on Rehab
to Traveling to UK 
to going back to school 
#2018 Has been the year. 
#2019 
Give me more not only the success also the challenges",1
1754,"1,07963603305304E+018","1,07963603305304E+018",2018-12-31,lowerdepression,"When you suffer from  ""I'm tired"" means a permanent  that sleep doesn't fix.","['#depression', '#stateofexhaustion']","When you suffer from #depression ""I'm tired"" means a permanent #stateofexhaustion that sleep doesn't fix.",1
1761,"1,07963463999048E+018","1,07963463999048E+018",2018-12-31,amylogsdon,Alchol. Insomnia. Fake smiles. Repeat. I thought I knew depresssiom before..What a joke compared to this.   ,"['#miscarriage', '#childlossawareness', '#depression']",Alchol. Insomnia. Fake smiles. Repeat. I thought I knew depresssiom before..What a joke compared to this. #Miscarriage #ChildLossAwareness #Depression,1
1767,"1,07963180300524E+018","1,07963180300524E+018",2018-12-31,pail__,Is anyone else w  able to consciously realize and understand that they are loved but is just for some reason unable to feel loved? ... weird shit man,['#depression'],Is anyone else w #depression able to consciously realize and understand that they are loved but is just for some reason unable to feel loved? ... weird shit man,1
1770,"1,0796300007505E+018","1,0796300007505E+018",2018-12-31,cross_louise," +  total hell of a combo I feel shot to bits, fluey no energy, in pain 😫. Gotta keep going kids need me. As for New Year only thing I gotta look forward to is reducing ironing pile.  🤔","['#rundown', '#depression', '#somethingsgottachange']","#rundown + #depression total hell of a combo I feel shot to bits, fluey no energy, in pain 😫. Gotta keep going kids need me. As for New Year only thing I gotta look forward to is reducing ironing pile. #somethingsgottachange 🤔",1
1785,"1,07962064371551E+018","1,07962064371551E+018",2018-12-31,allevin18,Know someone suffering from ? Want to do something to support them but not sure how? Try to get them out in a low-stress situation...a bike ride...a movie...a walk....a coffee...bowling...  pic.twitter.com/OFhS4d3jgR,['#depression'],Know someone suffering from #depression? Want to do something to support them but not sure how? Try to get them out in a low-stress situation...a bike ride...a movie...a walk....a coffee...bowling...  pic.twitter.com/OFhS4d3jgR,1
1790,"1,07961958428046E+018","1,07961958428046E+018",2018-12-31,allevin18,"Believing that one's  will simply pass is NOT a good method of care. Without treatment,  one's depression may continue to get worse. Reach out for the support you need. It's OKAY to NOT be okay!  pic.twitter.com/DzCNRlp43z",['#depression'],"Believing that one's #depression will simply pass is NOT a good method of care. Without treatment,  one's depression may continue to get worse. Reach out for the support you need. It's OKAY to NOT be okay!  pic.twitter.com/DzCNRlp43z",1
1798,"1,07961856185597E+018","1,07961856185597E+018",2018-12-31,allevin18,"Men need to know it's okay to talk about their feelings. Men need to know it's okay to reach out for help.  is an illness. Stop masking it. You don't have to suffer alone. You can get help. You can, and will, get better!  pic.twitter.com/rsSmeXMGpW",['#depression'],"Men need to know it's okay to talk about their feelings. Men need to know it's okay to reach out for help. #Depression is an illness. Stop masking it. You don't have to suffer alone. You can get help. You can, and will, get better!  pic.twitter.com/rsSmeXMGpW",1
1799,"1,0796184535129E+018","1,0796184535129E+018",2018-12-31,allevin18,Sometimes just being there is enough to support someone with . You don't have to be an expert to be there...  pic.twitter.com/c9n2SkTezn,['#depression'],Sometimes just being there is enough to support someone with #depression. You don't have to be an expert to be there...  pic.twitter.com/c9n2SkTezn,1
1800,"1,07961835313902E+018","1,07961835313902E+018",2018-12-31,allevin18,"Men need to know it's okay to talk about their feelings. Men need to know it's okay to reach out for help.  is an illness. Stop masking it. You don't have to suffer alone. You can get help. You can, and will, get better!  pic.twitter.com/dyjNJawYqq",['#depression'],"Men need to know it's okay to talk about their feelings. Men need to know it's okay to reach out for help. #Depression is an illness. Stop masking it. You don't have to suffer alone. You can get help. You can, and will, get better!  pic.twitter.com/dyjNJawYqq",1
1804,"1,07961721715365E+018","1,07961721715365E+018",2018-12-31,allevin18," can impact an entire family. Send a card, create a meal rotation with  neighbors & friends, offer to help them with chores, mow their yard, shovel their sidewalk, run errands for them, help them with their kids...Please Retweet and help to ! pic.twitter.com/9LsCOpSp7A","['#depression', '#endthestigma']","#Depression can impact an entire family. Send a card, create a meal rotation with  neighbors & friends, offer to help them with chores, mow their yard, shovel their sidewalk, run errands for them, help them with their kids...Please Retweet and help to #EndTheStigma! pic.twitter.com/9LsCOpSp7A",1
1806,"1,07961697496198E+018","1,07961697496198E+018",2018-12-31,allevin18,Reaching out for help when struggling with  can be incredibly difficult...AND it may be the one action that saves your life. Reach out to someone you trust. You do not have to suffer alone!,['#depression'],Reaching out for help when struggling with #depression can be incredibly difficult...AND it may be the one action that saves your life. Reach out to someone you trust. You do not have to suffer alone!,1
1808,"1,07961663211539E+018","1,07961663211539E+018",2018-12-31,allevin18,"Know someone suffering w/? Don't forget to ask their spouse/partner how THEY are doing. Can be quite challenging for them, too!  pic.twitter.com/h0OtmqhOB2",['#depression'],"Know someone suffering w/#depression? Don't forget to ask their spouse/partner how THEY are doing. Can be quite challenging for them, too!  pic.twitter.com/h0OtmqhOB2",1
1810,"1,07961574551073E+018","1,07961574551073E+018",2018-12-31,thebizza,"Wifey: It's not fair! Why do I ALWAYS have to plan our dates and fun outings?

Me: Because you're the one who still cares about living.

Wifey:...

(I kinda feel like I won that argument, but it didn't feel as good as I thought it would.)

",['#depression'],"Wifey: It's not fair! Why do I ALWAYS have to plan our dates and fun outings?

Me: Because you're the one who still cares about living.

Wifey:...

(I kinda feel like I won that argument, but it didn't feel as good as I thought it would.)

#depression",1
1821,"1,07961201890104E+018","1,07961201890104E+018",2018-12-31,allevin18,Know someone suffering from ? Want to do something to support them but not sure how? Try to get them out in a low-stress situation...a bike ride...a movie...a walk...a coffee...bowling...  pic.twitter.com/ioTX6QrVeU,['#depression'],Know someone suffering from #depression? Want to do something to support them but not sure how? Try to get them out in a low-stress situation...a bike ride...a movie...a walk...a coffee...bowling...  pic.twitter.com/ioTX6QrVeU,1
1825,"1,07961120423306E+018","1,07961120423306E+018",2018-12-31,allevin18,Someone you know suffering from ? Invite them out for a coffee. Be there and listen empathetically! Please Retweet!  pic.twitter.com/tBJ91tU8IO,['#depression'],Someone you know suffering from #depression? Invite them out for a coffee. Be there and listen empathetically! Please Retweet!  pic.twitter.com/tBJ91tU8IO,1
1826,"1,07961112019592E+018","1,07961112019592E+018",2018-12-31,allevin18,Reaching out for help when struggling with  can be incredibly difficult...AND it may be the one action that saves  your life. Reach out to someone you trust. You do not have to suffer alone!!,['#depression'],Reaching out for help when struggling with #depression can be incredibly difficult...AND it may be the one action that saves  your life. Reach out to someone you trust. You do not have to suffer alone!!,1
1830,"1,07961071018165E+018","1,07961071018165E+018",2018-12-31,icenation777,"If you're reading this, I love you ❤
  ","['#care', '#depression', '#showlove']","If you're reading this, I love you ❤
#Care #Depression #ShowLove",1
1831,"1,07961059007368E+018","1,07961059007368E+018",2018-12-31,allevin18,A text message letting someone who is suffering from  know that you're thinking about them is a simple way to give some support!  pic.twitter.com/Gyw1MmNkmK,['#depression'],A text message letting someone who is suffering from #depression know that you're thinking about them is a simple way to give some support!  pic.twitter.com/Gyw1MmNkmK,1
1840,"1,079605834597E+018","1,079605834597E+018",2018-12-31,lowerdepression,A major  also commonly called major  or .,"['#depressivedisorder', '#depression', '#clinicaldepression']",A major #depressivedisorder also commonly called major #depression or #clinicaldepression.,1
1851,"1,07959825868553E+018","1,07959825868553E+018",2018-12-31,bipolar_story,Stop trying to be fine N B a person who is  N using medicine N therapy to live a life that is not wrecked by  and ,"['#bipolar', '#depression', '#mania']",Stop trying to be fine N B a person who is #bipolar N using medicine N therapy to live a life that is not wrecked by #depression and #mania,1
1856,"1,07959440555478E+018","1,07959440555478E+018",2018-12-31,jasonanthonyhe2,"Grey Matter. 

What's the matter?

 Making me relive this empty pattern.

Emotionally distraught with the daily matters. 

Can't seem to escape these idiotic manners.


  pic.twitter.com/27sqD7W4LZ","['#poems', '#poem', '#depression']","Grey Matter. 

What's the matter?

 Making me relive this empty pattern.

Emotionally distraught with the daily matters. 

Can't seem to escape these idiotic manners.
#POEMS
#poem
#depression  pic.twitter.com/27sqD7W4LZ",1
1857,"1,07959432634535E+018","1,07959432634535E+018",2018-12-31,daniellacarew12,"DRIVE TIME, Hate feeling I’m not good enough and feeling so alone. Make me feel WHAT THE POINT OF BEING HERE 😔☹️!!  ","['#depression', '#anxiety']","DRIVE TIME, Hate feeling I’m not good enough and feeling so alone. Make me feel WHAT THE POINT OF BEING HERE 😔☹️!! #depression #anxiety",1
1858,"1,07959388102346E+018","1,07959388102346E+018",2018-12-31,shannonbylina,Love my Spotify playlists... especially  🤙🏼 shit has been on repeat!  pic.twitter.com/ArAtqyBmjT,['#depression'],Love my Spotify playlists... especially #depression 🤙🏼 shit has been on repeat!  pic.twitter.com/ArAtqyBmjT,1
1868,"1,07959121357194E+018","1,07959121357194E+018",2018-12-31,asklepios333,I’ve been starting to spiral back into bad depression this week. The Christmas message and my meager faith has been helping to weaken the spiral. ,['#depression'],I’ve been starting to spiral back into bad depression this week. The Christmas message and my meager faith has been helping to weaken the spiral. #depression,1
1872,"1,07958847262784E+018","1,07958847262784E+018",2018-12-31,spacespincycle,"Can anyone (somebody else desperate enough to be searching this hashtag) who has had  infusions for , tell me if it worked for you? Especially for  depression?

Please, someone let me know.","['#ketamine', '#depression', '#bipolar']","Can anyone (somebody else desperate enough to be searching this hashtag) who has had #Ketamine infusions for #depression, tell me if it worked for you? Especially for #bipolar depression?

Please, someone let me know.",1
1879,"1,0795851359373E+018","1,0795851359373E+018",2018-12-31,jrlindman," I can feel when my anxiety and depression medications are wearing off after about ten hours. This morning had to go pee five times in 45 mins, just the anxiety! Tonight a bit shaky and unsettled, but took my meds about 40 mins ago.",['#depression'],"#depression I can feel when my anxiety and depression medications are wearing off after about ten hours. This morning had to go pee five times in 45 mins, just the anxiety! Tonight a bit shaky and unsettled, but took my meds about 40 mins ago.",1
1880,"1,07958507937718E+018","1,07958507937718E+018",2018-12-31,zombiefuhrer,It feels like there's a box on my head that I definitely do not want to be there but it also feels like I can't do anything about the box. 🤯 ,['#depression'],It feels like there's a box on my head that I definitely do not want to be there but it also feels like I can't do anything about the box. 🤯 #depression,1
1898,"1,07957926171799E+018","1,07957926171799E+018",2018-12-31,staystrongsnc,"There is an inverse correlation between   and total seafood intake as well as DHA in mother’s milk in 22 countries: the higher the seafood intake, and the higher the DHA in women’s breast milk, the lower the incidence of postpartum depression.","['#postpartum', '#depression']","There is an inverse correlation between #postpartum #depression and total seafood intake as well as DHA in mother’s milk in 22 countries: the higher the seafood intake, and the higher the DHA in women’s breast milk, the lower the incidence of postpartum depression.",1
1901,"1,07957858583946E+018","1,07957858583946E+018",2018-12-31,staystrongsnc,"The rise in the incidence of  has paralleled the rise in the consumption of vegetable oils. Major depressive disorder is estimated to become the 2nd leading cause of  worldwide by 2020, but populations that consume a lot of fish have a low prevalence","['#depression', '#disability']","The rise in the incidence of #depression has paralleled the rise in the consumption of vegetable oils. Major depressive disorder is estimated to become the 2nd leading cause of #disability worldwide by 2020, but populations that consume a lot of fish have a low prevalence",1
1903,"1,07957821153572E+018","1,07957821153572E+018",2018-12-31,imsonotover,I just can't get enough of 2018. What an awful year. I would like to hope things will be better but today I feel low. ,['#depression'],I just can't get enough of 2018. What an awful year. I would like to hope things will be better but today I feel low. #depression,1
1906,"1,07957731272981E+018","1,07957731272981E+018",2018-12-31,msvillemaire,I'm so over 2018. What an awful year. I would like to hope things will be better but today I feel low. ,['#depression'],I'm so over 2018. What an awful year. I would like to hope things will be better but today I feel low. #depression,1
1909,"1,07957617041968E+018","1,07957617041968E+018",2018-12-31,carol_badams,My Face ID doesn’t recognize me when I’m smiling ,['#depression'],My Face ID doesn’t recognize me when I’m smiling #depression,1
1912,"1,07957553309082E+018","1,07957553309082E+018",2018-12-31,fat_ednos,Back to faking a smile and it hurts. ,['#depression'],Back to faking a smile and it hurts. #depression,1
