,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,mod_text
579,1078118263559720962,1078118263559720962,1545878399000,2018-12-27,04:39:59,?aeianei? ?na GTB,1066388473643507712,depressedlilgi1,depressed_lil_girl,,What did I do wrong for everyone to leave me?😪💔 #heartbroken #depressed,[],[],[],0,0,0,"['#heartbroken', '#depressed']",[],https://twitter.com/depressedlilgi1/status/1078118263559720962,False,,0,,,,,,,"[{'user_id': '1066388473643507712', 'username': 'depressedlilgi1'}]",,,,,What did I do wrong for everyone to leave me?😪💔  
581,1078115892389728257,1078115892389728257,1545877833000,2018-12-27,04:30:33,?aeianei? ?na GTB,283047003,officialkbr,Infinity GOD,,Depression is the story of my life. I ain't got sh*t to live for 💔 #depressed,[],[],[],0,0,1,['#depressed'],[],https://twitter.com/OfficialKBR/status/1078115892389728257,False,,0,,,,,,,"[{'user_id': '283047003', 'username': 'OfficialKBR'}]",,,,,Depression is the story of my life. I ain't got sh*t to live for 💔 
584,1078104959261048832,1078104959261048832,1545875227000,2018-12-27,03:47:07,?aeianei? ?na GTB,3259018867,trash_mommie,wiz wellile,,wishing I wouldn’t have survived my attempt in November  #depressed,[],[],[],1,0,0,['#depressed'],[],https://twitter.com/trash_mommie/status/1078104959261048832,False,,0,,,,,,,"[{'user_id': '3259018867', 'username': 'trash_mommie'}]",,,,,wishing I wouldn’t have survived my attempt in November  
591,1078079969832636416,1078079969832636416,1545869269000,2018-12-27,02:07:49,?aeianei? ?na GTB,744922293864800256,randomshit85,randomshit,,What do you do when your tear ducts are dried up and you caint cry cause your whole life been fucked up #depressed #depression #lossoflife,[],[],[],0,0,0,"['#depressed', '#depression', '#lossoflife']",[],https://twitter.com/randomshit85/status/1078079969832636416,False,,0,,,,,,,"[{'user_id': '744922293864800256', 'username': 'randomshit85'}]",,,,,What do you do when your tear ducts are dried up and you caint cry cause your whole life been fucked up   
597,1078071062858948608,1078071062858948608,1545867145000,2018-12-27,01:32:25,?aeianei? ?na GTB,390711378,d_ly520,D.LY,,"Not happy with my job, my company, my colleagues. haven't pass my probation. feel depressed everyday. colleagues are unfriendly. politics. lost of confidence. and now I couldn't control my emotion.  Should I change my job or hold on to it? Please advice #work #Advice #depressed",[],[],[],0,0,0,"['#work', '#advice', '#depressed']",[],https://twitter.com/D_LY520/status/1078071062858948608,False,,0,,,,,,,"[{'user_id': '390711378', 'username': 'D_LY520'}]",,,,,"Not happy with my job, my company, my colleagues. haven't pass my probation. feel depressed everyday. colleagues are unfriendly. politics. lost of confidence. and now I couldn't control my emotion.  Should I change my job or hold on to it? Please advice   "
602,1078064193805402112,1078064193805402112,1545865507000,2018-12-27,01:05:07,?aeianei? ?na GTB,1869353408,iamdreddsam,Dredd_Blog 🇳🇬📸 +2348136277772,,"When you focus on what you're grateful for, you'll always be in a better mood.
(Less #Depressed)
The human brain is incapable of being grateful and angry at the same time. So always be grateful and you'll have a better quality of life.",[],[],[],0,0,0,['#depressed'],[],https://twitter.com/iamdreddsam/status/1078064193805402112,False,,0,,,,,,,"[{'user_id': '1869353408', 'username': 'iamdreddsam'}]",,,,,"When you focus on what you're grateful for, you'll always be in a better mood.
(Less )
The human brain is incapable of being grateful and angry at the same time. So always be grateful and you'll have a better quality of life."
624,1078050584853385216,1078050584853385216,1545862263000,2018-12-27,00:11:03,?aeianei? ?na GTB,1062143056017846273,lowerdepression,Lower Depression,,"#Depressed people may have problems concentrating, remembering details or making decisions, and may contemplate, attempt or commit suicide.",[],[],[],0,0,3,['#depressed'],[],https://twitter.com/LowerDepression/status/1078050584853385216,False,,0,,,,,,,"[{'user_id': '1062143056017846273', 'username': 'LowerDepression'}]",,,,," people may have problems concentrating, remembering details or making decisions, and may contemplate, attempt or commit suicide."
625,1078046889919086592,1078046889919086592,1545861382000,2018-12-26,23:56:22,?aeianei? ?na GTB,1054794980588486656,mrsm11463930,M&M's🍫🍕,,"Ты должен понять, что психическое состояние важнее учебы. Если у тебя истерика уже второй час, то пошли всю школу и успокойся. Пожалуйста, не вреди себе. Пожалуйста, помоги себе сам или попроси помощи. Пожалуйста, не делай неосмотрительных шагов. Пожалуйста, живи.
#depressed",[],[],[],0,0,2,['#depressed'],[],https://twitter.com/MrsM11463930/status/1078046889919086592,False,,0,,,,,,,"[{'user_id': '1054794980588486656', 'username': 'MrsM11463930'}]",,,,,"Ты должен понять, что психическое состояние важнее учебы. Если у тебя истерика уже второй час, то пошли всю школу и успокойся. Пожалуйста, не вреди себе. Пожалуйста, помоги себе сам или попроси помощи. Пожалуйста, не делай неосмотрительных шагов. Пожалуйста, живи.
"
633,1078039760617328644,1078039760617328644,1545859682000,2018-12-26,23:28:02,?aeianei? ?na GTB,1078036598070091776,black_casket6,Shadow Luna,,I it's me your #emo #depressed #sad fake friend. Let's hate ourselves together. pic.twitter.com/vzG0HvWNa7,[],[],['https://pbs.twimg.com/media/DvX3crxX0AM6_ul.jpg'],0,0,5,"['#emo', '#depressed', '#sad']",[],https://twitter.com/Black_Casket6/status/1078039760617328644,False,,0,,,,,,,"[{'user_id': '1078036598070091776', 'username': 'Black_Casket6'}]",,,,,I it's me your    fake friend. Let's hate ourselves together. pic.twitter.com/vzG0HvWNa7
634,1078030712622772224,1078030712622772224,1545857525000,2018-12-26,22:52:05,?aeianei? ?na GTB,58895254,dreegin_,Dre 👈🏻👈🏻 🙃,,In a never ending rut of depression and then mild happiness. The lows are so low that the good feels fuckin’ cheap. #depression #depressed,[],[],[],0,0,1,"['#depression', '#depressed']",[],https://twitter.com/Dreegin_/status/1078030712622772224,False,,0,,,,,,,"[{'user_id': '58895254', 'username': 'Dreegin_'}]",,,,,In a never ending rut of depression and then mild happiness. The lows are so low that the good feels fuckin’ cheap.  
636,1078028394124767233,1078028394124767233,1545856972000,2018-12-26,22:42:52,?aeianei? ?na GTB,770953484,bordermomy,The Sad Mom,,"Igual y no es sano, pero cada que me siento bien madreada, me compro una vitaminWater en el Oxxo y eso me ayuda a alivianarme,de la color morado porque las otras saben feo . #depression #depressed",[],[],[],0,0,2,"['#depression', '#depressed']",[],https://twitter.com/BorderMomy/status/1078028394124767233,False,,0,,,,,,,"[{'user_id': '770953484', 'username': 'BorderMomy'}]",,,,,"Igual y no es sano, pero cada que me siento bien madreada, me compro una vitaminWater en el Oxxo y eso me ayuda a alivianarme,de la color morado porque las otras saben feo .  "
642,1078002890294214656,1078002890294214656,1545850892000,2018-12-26,21:01:32,?aeianei? ?na GTB,1064607512190627840,bipolar_story,My Bipolar Story,,Actually having people around you during Christmas seems to make #depressed or #MentallyIll people postpone their plans for suicide to at least January 1st if they do it at all then. So checking up on people during holidays may help save a life.,[],[],[],0,0,0,"['#depressed', '#mentallyill']",[],https://twitter.com/bipolar_story/status/1078002890294214656,False,,0,,,,,,,"[{'user_id': '1064607512190627840', 'username': 'bipolar_story'}]",,,,,Actually having people around you during Christmas seems to make  or  people postpone their plans for suicide to at least January 1st if they do it at all then. So checking up on people during holidays may help save a life.
650,1077977303966236677,1077977303966236677,1545844791000,2018-12-26,19:19:51,?aeianei? ?na GTB,2209307209,frommystery,the mystery from mars,,"I just realized that santa is not real...
#depressed#nilBKK#hopeless😖🤮😖",[],[],[],0,0,0,[],[],https://twitter.com/FromMystery/status/1077977303966236677,False,,0,,,,,,,"[{'user_id': '2209307209', 'username': 'FromMystery'}]",,,,,"I just realized that santa is not real...
😖🤮😖"
657,1077952752431624194,1077952752431624194,1545838938000,2018-12-26,17:42:18,?aeianei? ?na GTB,1018851023690043392,annietaylor100,AnnieT,,"The days between Christmas and New Year are the toughest for some. When one day at a time feels impossible, do Life in 15min chunks. Complete one 15min chunk before thinking about the next.  It will get easier. Eventually a whole day will feel perfectly doable. #sad #depressed  pic.twitter.com/XjFQnCcCZV",[],[],['https://pbs.twimg.com/media/DvWoMRxXcAED8Qc.jpg'],0,1,1,"['#sad', '#depressed']",[],https://twitter.com/AnnieTaylor100/status/1077952752431624194,False,,0,,,,,,,"[{'user_id': '1018851023690043392', 'username': 'AnnieTaylor100'}]",,,,,"The days between Christmas and New Year are the toughest for some. When one day at a time feels impossible, do Life in 15min chunks. Complete one 15min chunk before thinking about the next.  It will get easier. Eventually a whole day will feel perfectly doable.    pic.twitter.com/XjFQnCcCZV"
662,1077929792392126465,1077929792392126465,1545833464000,2018-12-26,16:11:04,?aeianei? ?na GTB,1062143056017846273,lowerdepression,Lower Depression,,"Older #depressed people may have cognitive symptoms of recent onset, such as #forgetfulness, and a more noticeable slowing of movements.",[],[],[],0,0,1,"['#depressed', '#forgetfulness']",[],https://twitter.com/LowerDepression/status/1077929792392126465,False,,0,,,,,,,"[{'user_id': '1062143056017846273', 'username': 'LowerDepression'}]",,,,,"Older  people may have cognitive symptoms of recent onset, such as , and a more noticeable slowing of movements."
670,1077899831526404096,1077899831526404096,1545826320000,2018-12-26,14:12:00,?aeianei? ?na GTB,1077411342540107776,lab_edcr,labrxhxd_,,minsan naiisip ko na tapusin na buhay ko #depressed  pic.twitter.com/wxAaW6JU0g,[],[],['https://pbs.twimg.com/media/DvV4LX0UcAIoHxX.jpg'],0,0,1,['#depressed'],[],https://twitter.com/lab_edcr/status/1077899831526404096,False,,0,,,,,,,"[{'user_id': '1077411342540107776', 'username': 'lab_edcr'}]",,,,,minsan naiisip ko na tapusin na buhay ko   pic.twitter.com/wxAaW6JU0g
675,1077885776808030210,1077885776808030210,1545822969000,2018-12-26,13:16:09,?aeianei? ?na GTB,1062143056017846273,lowerdepression,Lower Depression,,"Insomnia is common among the #Depressed. In the typical pattern, a person wakes very early and cannot get back to sleep.",[],[],[],0,1,0,['#depressed'],[],https://twitter.com/LowerDepression/status/1077885776808030210,False,,0,,,,,,,"[{'user_id': '1062143056017846273', 'username': 'LowerDepression'}]",,,,,"Insomnia is common among the . In the typical pattern, a person wakes very early and cannot get back to sleep."
676,1077885025540923394,1077885025540923394,1545822790000,2018-12-26,13:13:10,?aeianei? ?na GTB,1066533218604576769,madelai54290544,I HATE LOVE!!,,"Why do we have to fall in love with a person?
Who doesn't feel the same way as we do?
#broken #depressed #love",[],[],[],0,0,2,"['#broken', '#depressed', '#love']",[],https://twitter.com/Madelai54290544/status/1077885025540923394,False,,0,,,,,,,"[{'user_id': '1066533218604576769', 'username': 'Madelai54290544'}]",,,,,"Why do we have to fall in love with a person?
Who doesn't feel the same way as we do?
  "
687,1077859534012444672,1077859534012444672,1545816713000,2018-12-26,11:31:53,?aeianei? ?na GTB,99818170,michelles_smile,Michi♥,,Work was so brutal that I forgot it was Christmas. #exhausted #stressed #depressed,[],[],[],0,0,0,"['#exhausted', '#stressed', '#depressed']",[],https://twitter.com/Michelles_smile/status/1077859534012444672,False,,0,,,,,,,"[{'user_id': '99818170', 'username': 'Michelles_smile'}]",,,,,Work was so brutal that I forgot it was Christmas.   
695,1077835820566859777,1077835820566859777,1545811059000,2018-12-26,09:57:39,?aeianei? ?na GTB,719564758966337537,sheinawuhna,shyyynna 🍁,,"#depressed
charot HAHAHAHHSHAHSDHA  
hoy kaluy.e ko i uli nana akong phoneeeeeeeeeeeeee :<<<<",[],[],[],0,0,1,['#depressed'],[],https://twitter.com/sheinawuhna/status/1077835820566859777,False,,0,,,,,,,"[{'user_id': '719564758966337537', 'username': 'sheinawuhna'}]",,,,,"
charot HAHAHAHHSHAHSDHA  
hoy kaluy.e ko i uli nana akong phoneeeeeeeeeeeeee :<<<<"
699,1077824111232118784,1077824111232118784,1545808267000,2018-12-26,09:11:07,?aeianei? ?na GTB,1062143056017846273,lowerdepression,Lower Depression,,"In severe cases, #Depressed #People may have symptoms of psychosis, such as delusions or, less commonly, hallucinations.",[],[],[],0,0,0,"['#depressed', '#people']",[],https://twitter.com/LowerDepression/status/1077824111232118784,False,,0,,,,,,,"[{'user_id': '1062143056017846273', 'username': 'LowerDepression'}]",,,,,"In severe cases,   may have symptoms of psychosis, such as delusions or, less commonly, hallucinations."
701,1077822391643000833,1077822391643000833,1545807857000,2018-12-26,09:04:17,?aeianei? ?na GTB,1334910355,leoyann92,려오,,Imposible for a talented girl to look at a failed individual and feel something #depressed,[],[],[],0,0,0,['#depressed'],[],https://twitter.com/Leoyann92/status/1077822391643000833,False,,0,,,,,,,"[{'user_id': '1334910355', 'username': 'Leoyann92'}]",,,,,Imposible for a talented girl to look at a failed individual and feel something 
703,1077820300291538944,1077820300291538944,1545807359000,2018-12-26,08:55:59,?aeianei? ?na GTB,1077778062706565122,tel0rgoreng,arcturus,,"I pretend to be strong so people will leave me alone .
#depressed",[],[],[],0,0,0,['#depressed'],[],https://twitter.com/tel0rgoreng/status/1077820300291538944,False,,0,,,,,,,"[{'user_id': '1077778062706565122', 'username': 'tel0rgoreng'}]",,,,,"I pretend to be strong so people will leave me alone .
"
705,1077808996982108161,1077808996982108161,1545804664000,2018-12-26,08:11:04,?aeianei? ?na GTB,1062143056017846273,lowerdepression,Lower Depression,,"#Depressed people may be preoccupied with thoughts of worthlessness, inappropriate guilt, helplessness, hopelessness, and self-hatred.",[],[],[],0,1,0,['#depressed'],[],https://twitter.com/LowerDepression/status/1077808996982108161,False,,0,,,,,,,"[{'user_id': '1062143056017846273', 'username': 'LowerDepression'}]",,,,," people may be preoccupied with thoughts of worthlessness, inappropriate guilt, helplessness, hopelessness, and self-hatred."
708,1077776601935310848,1077776601935310848,1545796940000,2018-12-26,06:02:20,?aeianei? ?na GTB,1074907588657967105,golden_demon0,cin🍁,,Tired of waking up #depressed #sad #tired,[],[],[],0,0,1,"['#depressed', '#sad', '#tired']",[],https://twitter.com/golden_demon0/status/1077776601935310848,False,,0,,,,,,,"[{'user_id': '1074907588657967105', 'username': 'golden_demon0'}]",,,,,Tired of waking up   
709,1077764840406450176,1077764829522276352,1545794136000,2018-12-26,05:15:36,?aeianei? ?na GTB,15937857,jdthyme,NotTheBiscuitEater,,"/10.
Why don't those who are #depressed reach out? Because the last thing you want to do is take away from someone else what you so desperately need.  Because you don't want someone else to feel guilty for your sadness.",[],[],[],1,0,0,['#depressed'],[],https://twitter.com/JDThyme/status/1077764840406450176,False,,0,,,,,,,"[{'user_id': '15937857', 'username': 'JDThyme'}]",,,,,"/10.
Why don't those who are  reach out? Because the last thing you want to do is take away from someone else what you so desperately need.  Because you don't want someone else to feel guilty for your sadness."
719,1077721299848314881,1077721299848314881,1545783755000,2018-12-26,02:22:35,?aeianei? ?na GTB,544702515,tigerlilybeauty,🌸🌸🌸,,Is anyone else #depressed on #christmas or is it just me 😑,[],[],[],0,0,0,"['#depressed', '#christmas']",[],https://twitter.com/Tigerlilybeauty/status/1077721299848314881,False,,0,,,,,,,"[{'user_id': '544702515', 'username': 'Tigerlilybeauty'}]",,,,,Is anyone else  on  or is it just me 😑
732,1077674280429764608,1077674280429764608,1545772545000,2018-12-25,23:15:45,?aeianei? ?na GTB,1061758571480780800,y0usucka,spam ig 🥰,,it does NOT feel like christmas i am #DEPRESSED 🎄🎄,[],[],[],0,1,1,['#depressed'],[],https://twitter.com/y0usucka/status/1077674280429764608,False,,0,,,,,,,"[{'user_id': '1061758571480780800', 'username': 'y0usucka'}]",,,,,it does NOT feel like christmas i am  🎄🎄
734,1077665988437594112,1077665988437594112,1545770568000,2018-12-25,22:42:48,?aeianei? ?na GTB,754706818753003520,nicolefighter13,🦋 ǝloɔıN 🦋,,I can't stand my family for one second. I really want to hang myself to escape from them. #Depressed #DepressionChat,[],[],[],0,0,0,"['#depressed', '#depressionchat']",[],https://twitter.com/NicoleFighter13/status/1077665988437594112,False,,0,,,,,,,"[{'user_id': '754706818753003520', 'username': 'NicoleFighter13'}]",,,,,I can't stand my family for one second. I really want to hang myself to escape from them.  
737,1077649995636133889,1077649995636133889,1545766755000,2018-12-25,21:39:15,?aeianei? ?na GTB,15964891,jeremymoses85,Jeremy Moses,,"Where I am: Oklahoma 

Where I SHOULD be today: Alabama 

#Christmas2018 #NotWithFamily #Depressed",[],[],[],0,0,0,"['#christmas2018', '#notwithfamily', '#depressed']",[],https://twitter.com/JeremyMoses85/status/1077649995636133889,False,,0,,,,,,,"[{'user_id': '15964891', 'username': 'JeremyMoses85'}]",,,,,"Where I am: Oklahoma 

Where I SHOULD be today: Alabama 

  "
743,1077628622796656642,1077628622796656642,1545761659000,2018-12-25,20:14:19,?aeianei? ?na GTB,962716333,johnnyk117,John Kalal,,Can we fast forward through today?  Please... #done #depressed,[],[],[],0,0,0,"['#done', '#depressed']",[],https://twitter.com/johnnyk117/status/1077628622796656642,False,,0,,,,,,,"[{'user_id': '962716333', 'username': 'johnnyk117'}]",,,,,Can we fast forward through today?  Please...  
745,1077618054002106370,1077618054002106370,1545759139000,2018-12-25,19:32:19,?aeianei? ?na GTB,569340701,shinadina,Cristina Méndez 🎅🏻☃️🎄⛄🎁❄️⛸️,,"No mola nada coger el tren de vuelta el mismo día de #Navidad , alejándote de los tuyos #depressed #tren pic.twitter.com/XORYD3qfuT",[],[],[],0,0,0,"['#navidad', '#depressed', '#tren']",[],https://twitter.com/Shinadina/status/1077618054002106370,False,,1,,,,,,,"[{'user_id': '569340701', 'username': 'Shinadina'}]",,,,,"No mola nada coger el tren de vuelta el mismo día de  , alejándote de los tuyos   pic.twitter.com/XORYD3qfuT"
746,1077617956765528065,1077617956765528065,1545759116000,2018-12-25,19:31:56,?aeianei? ?na GTB,1076611342277230594,smell12_bpd,Smell,,Do you think that will do it #depressed  pic.twitter.com/pqDjvd244I,[],[],['https://pbs.twimg.com/media/DvR3zJ9X4AAMqw4.jpg'],2,0,0,['#depressed'],[],https://twitter.com/smell12_bpd/status/1077617956765528065,False,,0,,,,,,,"[{'user_id': '1076611342277230594', 'username': 'smell12_bpd'}]",,,,,Do you think that will do it   pic.twitter.com/pqDjvd244I
749,1077598814574395395,1077598814574395395,1545754552000,2018-12-25,18:15:52,?aeianei? ?na GTB,1072894460072247296,wowsserie,wow,,"time for that “merry Christmas, I think I have a virus and can’t come” call. #antisocial #depressed",[],[],[],0,0,0,"['#antisocial', '#depressed']",[],https://twitter.com/wowsserie/status/1077598814574395395,False,,0,,,,,,,"[{'user_id': '1072894460072247296', 'username': 'wowsserie'}]",,,,,"time for that “merry Christmas, I think I have a virus and can’t come” call.  "
750,1077598128822464512,1077598128822464512,1545754389000,2018-12-25,18:13:09,?aeianei? ?na GTB,1152022082,ayardeny,sunni,,THIS IS ME~!! I might be not perfect like. Thin as healthy like people that lost weight like it's nothing. Well I have problems losing. And All my freaking family pushing me on Christmas morning. I~I~isn't the Christmas I want.. *tears up*. #worsechristmasever #depressed  pic.twitter.com/5Fp4waR9Gs,[],[],['https://pbs.twimg.com/media/DvRlyP0XgAAX2uO.jpg'],0,0,0,"['#worsechristmasever', '#depressed']",[],https://twitter.com/ayardeny/status/1077598128822464512,False,,0,,,,,,,"[{'user_id': '1152022082', 'username': 'ayardeny'}]",,,,,THIS IS ME~!! I might be not perfect like. Thin as healthy like people that lost weight like it's nothing. Well I have problems losing. And All my freaking family pushing me on Christmas morning. I~I~isn't the Christmas I want.. *tears up*.    pic.twitter.com/5Fp4waR9Gs
754,1077590729793269761,1077590729793269761,1545752625000,2018-12-25,17:43:45,?aeianei? ?na GTB,994240184534286342,cactus_gurun,C_G,,"Saat memilih mengisolasi diri mereka akan bertanya ada apa dan berlaga seperti pendengar yang baik tapi mereka tidak sadar bahwa penyebab kita memendam masalah sendiri adalah karna sikap mereka sendiri.

#depression #depressed",[],[],[],0,0,2,"['#depression', '#depressed']",[],https://twitter.com/Cactus_gurun/status/1077590729793269761,False,,0,,,,,,,"[{'user_id': '994240184534286342', 'username': 'Cactus_gurun'}]",,,,,"Saat memilih mengisolasi diri mereka akan bertanya ada apa dan berlaga seperti pendengar yang baik tapi mereka tidak sadar bahwa penyebab kita memendam masalah sendiri adalah karna sikap mereka sendiri.

 "
756,1077587901150580736,1077587901150580736,1545751950000,2018-12-25,17:32:30,?aeianei? ?na GTB,1006975029668696065,savagexrebel,Lauren Grace,,"I wish people understood that my depression isn't always thought-based, but can also be feeling-based. My body shuts down, and I feel an aching emptiness with unbearable pain attached to it and usually it hits me like a ton of bricks 

#depression #depressed",[],[],[],34,13,116,"['#depression', '#depressed']",[],https://twitter.com/savagexrebel/status/1077587901150580736,False,,0,,,,,,,"[{'user_id': '1006975029668696065', 'username': 'savagexrebel'}]",,,,,"I wish people understood that my depression isn't always thought-based, but can also be feeling-based. My body shuts down, and I feel an aching emptiness with unbearable pain attached to it and usually it hits me like a ton of bricks 

 "
758,1077584230597775365,1077584230597775365,1545751075000,2018-12-25,17:17:55,?aeianei? ?na GTB,1332311904,lightskinfiji,B,,i don’t even wanna move from my bed.. #depressed,[],[],[],0,0,1,['#depressed'],[],https://twitter.com/lightskinfiji/status/1077584230597775365,False,,0,,,,,,,"[{'user_id': '1332311904', 'username': 'lightskinfiji'}]",,,,,i don’t even wanna move from my bed.. 
761,1077575290304561152,1077575290304561152,1545748944000,2018-12-25,16:42:24,?aeianei? ?na GTB,495591176,nigga_2real,MY IG (Nigga2real),,I just want to get fucked all day #depressed,[],[],[],0,0,1,['#depressed'],[],https://twitter.com/nigga_2real/status/1077575290304561152,False,,0,,,,,,,"[{'user_id': '495591176', 'username': 'nigga_2real'}]",,,,,I just want to get fucked all day 
767,1077552305094959105,1077552305094959105,1545743464000,2018-12-25,15:11:04,?aeianei? ?na GTB,1062143056017846273,lowerdepression,Lower Depression,,"When you're #depressed you don't control your thoughts, your thoughts control you.",[],[],[],0,0,1,['#depressed'],[],https://twitter.com/LowerDepression/status/1077552305094959105,False,,0,,,,,,,"[{'user_id': '1062143056017846273', 'username': 'LowerDepression'}]",,,,,"When you're  you don't control your thoughts, your thoughts control you."
771,1077540565565276160,1077540565565276160,1545740665000,2018-12-25,14:24:25,?aeianei? ?na GTB,1063897846116700161,silennnttkiller,The Silent Killer🇿🇦,,"May ur Christmas be Merry, Peaceful be ur Home, 
Let ur Family be Joyful & may each one of u be blessed! To all battling Depression & Anxiety, celebrate today in whichever way u feel u want & need to. Yes, christmas is about family, but it's also about u, so do u!#depressed  pic.twitter.com/9za03yGKYx",[],[],['https://pbs.twimg.com/media/DvQxbRkX0AEIKe8.jpg'],0,0,0,['#depressed'],[],https://twitter.com/SilennnttKiller/status/1077540565565276160,False,,0,,,,,,,"[{'user_id': '1063897846116700161', 'username': 'SilennnttKiller'}]",,,,,"May ur Christmas be Merry, Peaceful be ur Home, 
Let ur Family be Joyful & may each one of u be blessed! To all battling Depression & Anxiety, celebrate today in whichever way u feel u want & need to. Yes, christmas is about family, but it's also about u, so do u!  pic.twitter.com/9za03yGKYx"
772,1077524681064759296,1077524681064759296,1545736878000,2018-12-25,13:21:18,?aeianei? ?na GTB,390942836,iangeorgedevlin,Ian George Devlin,,Both of my young kids get fevers frequently and are in and out of hospital. #depressed,[],[],[],2,0,1,['#depressed'],[],https://twitter.com/IanGeorgeDevlin/status/1077524681064759296,False,,0,,,,,,,"[{'user_id': '390942836', 'username': 'IanGeorgeDevlin'}]",,,,,Both of my young kids get fevers frequently and are in and out of hospital. 
774,1077519500340330497,1077519500340330497,1545735642000,2018-12-25,13:00:42,?aeianei? ?na GTB,2255443279,phoenix6453,Patrick,,"I am addicted to this findom-induced cycle of self destruction.The deeper I go, the more mindless I become #findom #loserlife #depressed",[],[],[],1,3,27,"['#findom', '#loserlife', '#depressed']",[],https://twitter.com/phoenix6453/status/1077519500340330497,False,,0,,,,,,,"[{'user_id': '2255443279', 'username': 'phoenix6453'}]",,,,,"I am addicted to this findom-induced cycle of self destruction.The deeper I go, the more mindless I become   "
776,1077508763374907392,1077508763374907392,1545733082000,2018-12-25,12:18:02,?aeianei? ?na GTB,1073813243183808513,roninchilde,roninchilde,,"#Mummydearest is pissed at me for missing my meds and being too #depressed to partake in annual kinship rituals.

Joke's on her, I only have 1 (one) available emotion slot for today, and it ent occupied by #CatholicGuilt. Hah.",[],[],[],0,0,1,"['#mummydearest', '#depressed', '#catholicguilt']",[],https://twitter.com/roninchilde/status/1077508763374907392,False,,0,,,,,,,"[{'user_id': '1073813243183808513', 'username': 'roninchilde'}]",,,,," is pissed at me for missing my meds and being too  to partake in annual kinship rituals.

Joke's on her, I only have 1 (one) available emotion slot for today, and it ent occupied by . Hah."
777,1077502783106965505,1077502783106965505,1545731657000,2018-12-25,11:54:17,?aeianei? ?na GTB,1046385958642319361,kurizchan,kun,,"Bat kaya wala kaming handang lumpia this christmas. 
Kagabi ko pa to iniisip.
#depressed",[],[],[],0,0,1,['#depressed'],[],https://twitter.com/kurizchan/status/1077502783106965505,False,,0,,,,,,,"[{'user_id': '1046385958642319361', 'username': 'kurizchan'}]",,,,,"Bat kaya wala kaming handang lumpia this christmas. 
Kagabi ko pa to iniisip.
"
779,1077492952677666817,1077492952677666817,1545729313000,2018-12-25,11:15:13,?aeianei? ?na GTB,2926916547,v1coaching,V1 Coaching Ltd,,Just put yourself in control that way it evens the playing field. When you subconsciously put others in control it can seriously fuq with your mind to the point that you feel low and #depressed,[],[],[],0,0,0,['#depressed'],[],https://twitter.com/V1Coaching/status/1077492952677666817,False,,0,,,,,,,"[{'user_id': '2926916547', 'username': 'V1Coaching'}]",,,,,Just put yourself in control that way it evens the playing field. When you subconsciously put others in control it can seriously fuq with your mind to the point that you feel low and 
783,1077465649130151936,1077465649130151936,1545722803000,2018-12-25,09:26:43,?aeianei? ?na GTB,251940073,madisonterry,mads,,I just left Ellie with my parents and won’t get to see her for a whole 5 days #depressed,[],[],[],0,0,1,['#depressed'],[],https://twitter.com/MadisonTerry/status/1077465649130151936,False,,0,,,,,,,"[{'user_id': '251940073', 'username': 'MadisonTerry'}]",,,,,I just left Ellie with my parents and won’t get to see her for a whole 5 days 
784,1077464928041271296,1077464928041271296,1545722631000,2018-12-25,09:23:51,?aeianei? ?na GTB,472832085,inmythoughtbox,Thought Box,,Why is it so easy to become #depressed though I am aware that life is #beautiful and #blessed,[],[],[],5,3,10,"['#depressed', '#beautiful', '#blessed']",[],https://twitter.com/inmythoughtbox/status/1077464928041271296,False,,0,,,,,,,"[{'user_id': '472832085', 'username': 'inmythoughtbox'}]",,,,,Why is it so easy to become  though I am aware that life is  and 
797,1077418227683258368,1077418227683258368,1545711497000,2018-12-25,06:18:17,?aeianei? ?na GTB,2738474934,sleepychiptv,SleepyChip,,I'm sorry y'all probably no give away stream on Christmas... Some unforeseen circumstances costed our family alot of money. So I need to help where I can. But don't worry I will for sure do one once I'm back on my feet #Depressed #Fml,[],[],[],0,0,3,"['#depressed', '#fml']",[],https://twitter.com/SleepyChiptv/status/1077418227683258368,False,,0,,,,,,,"[{'user_id': '2738474934', 'username': 'SleepyChiptv'}]",,,,,I'm sorry y'all probably no give away stream on Christmas... Some unforeseen circumstances costed our family alot of money. So I need to help where I can. But don't worry I will for sure do one once I'm back on my feet  
799,1077410445533855744,1077410445533855744,1545709642000,2018-12-25,05:47:22,?aeianei? ?na GTB,4009439478,maueldomingo,Emmanuel,,"Yung bagsak kana this semester tapos wala ka pang napamaskuhan.

#Suicidal
#Depressed
#AyawKoNaSaEarth",[],[],[],0,2,6,"['#suicidal', '#depressed', '#ayawkonasaearth']",[],https://twitter.com/maueldomingo/status/1077410445533855744,False,,0,,,,,,,"[{'user_id': '4009439478', 'username': 'maueldomingo'}]",,,,,"Yung bagsak kana this semester tapos wala ka pang napamaskuhan.



"
