numb,tweet,label
1034,Happy Birthday @ElColtonShow continue to be great and blessed to see many more.,0
1035,When you lose you McDonald's name tag   ,0
1036,"fuck no, rita died. I don't even wanna finish dexter ",0
1037,"After the decorations come down,  remains issue for  Regular  makes a huge difference pic.twitter.com/8DMFzQqK3m",0
1038,Your smile could never make me frown.,0
1039,When i just keep hating my life due the others that put an extreme pressure on me...    ,1
1040,You are sitting in solitude alone & smoking ............ I know you are sad &  ........but DONT SMOKE BABY  pic.twitter.com/auCoNMXY0m,0
1041,"What does it mean when the bad, uncomfortable and harmful things are what you remember about your life? ",1
1042,"For the first time in quite a while, I don't think I've even seen enough movies to make kshock's top 10 films of the year.  ???“",0
1043,I mean... I really love the career I chose (and it's like the only thing I see myself doing in the future) but because of some things that happened while taking the pre-course... I have lost all interest and motivation in studying...,1
1044,"@iamsiroberts Go and see the hell hole which is Halton, now that'll depress you.",1
1045,@mrosenbaum711 Happy Birthday 🎈🎊🎁 Have an awesome filled day of awesomeness.,0
1046,No matter how much you tell yourself that you've accepted relegation it takes a day like today to prove that you haven't,0
1047,"Today, set up 3 coffee dates with people you suspect are ,  or just need to talk.  pic.twitter.com/OgPY3IdGAO",0
1048,I thought when your in relationships with someone they are suppose to help build you up not tear you down,1
1049,The real question is: why isn't he worth the investment as a long-term romantic partner?,0
1050,The incredible Dr. David Feifel and I. Wouldn't be alive if it wasn't for this man! Such an amazing person!    pic.twitter.com/UW3p1yD9EZ,1
1051,"Thus said the Lord God...”I have heard your #prayer, I have seen your #tears, behold, I will #heal you”... 2kings 20:5a #hope #joy #jesus",0
1052,I see you smiling through the steam of my coffee cup,0
1053,Do you ever just get so excited that you're trying to sleep &amp; just can't even close you eyes😁like I really need this catnap but #excitement,0
1054,"Today is just not a good day, looks like 2014 couldn't end without giving me a final kick in the ass ",1
1055,"Jesus I love it when people say ""don't be such a d-buzz just be happier"". Omg I never thought of that! Hey a cure   pic.twitter.com/vXagPPBCKH",0
1056,I've been so sad and bored lately SO tomorrow after work I'm going to buy a fat canvas and start painting again because I need to start doing the things that I've lost interest in because depression is a bitch,1
1057, 8 years of having to endure Obama!,0
1058,Feeling kind of blue today. A good acquaintance from long back has not answered messages on any of their media platforms in a while...What happened to them? ????    pic.twitter.com/lWtx4Ucqy8,1
1059,"it sucks when you fall hard for someone, and then they just leave you like it was nothing. ",1
1060,"If there is no God, then there is no purpose, it is why the soul is sucked right out of a man, who doesn't know God... ",0
1061,"  abuse AFFIRMATION 4 A SURVIVOR of Sibling Abuse: ""I will not compare myself to anyone else on earth."" pic.twitter.com/1AZwc59Dwd",1
1062,"Humble yourself in the sight of the LORD. If we have died in Christ, then how can we be offended? A dead person cannot feel anything, right?",0
1063,Look at this little guy! He is connecting to his magical self.😇\nWhat do you do to keep life magical?🌈 @AnewPerspective #magical  #be,0
1064,"I hate when my sisters…say… ""I'm going kill myself"" Ugh so fucking triggering…   ",0
1065,i rly lost interest in the things i m currently doing huh :(,1
1066,So what do you do when your favorite chinese restaurant closes after coming in for 10 years? You go into withdrawal.  ,0
1067,Forgot my cheese cake at work ,1
1068,"honestly just wanna watch OTH & have no Netflix to do that, so ",0
1069,Don't let panic and  cause you to say YES to someone when everything within you is saying NO!,0
1070,Great meeting with my great friend and superstar lawyer Bryan Freedman @ftllp .  Such an amazing person who does so much for many. ,0
1071,You know you're  when a friend wants to come upstairs to say hi and you can't even fathom sitting up much less talking,1
1072,The red cups at Starbucks are gone.,0
1073,Feeling so down on myself . . I have a lot of work ahead of myself but I need to do it ,1
1074,"People come and go, but life is simply about seeing who cares enough to stay. ",0
1075,This is my  stance....  pic.twitter.com/YI7vjfXH05,0
1076,"Do what makes you happy, be with who makes you smile, laugh as much as you breathe, and love as long as you live! #f4f",0
1077,So I fucked up my car ??’” now I can't sleep ,0
1078,"Using one of my favorite movies of all time to express my feelings is sometimes...more just validation than healing, I suppose.   pic.twitter.com/HzUFRLMgKC",1
1079,"Vegas, you won. ",0
1080,Doing absolutely fuck all tonight :(  ,1
1081,"Wow that last chick was a bit intense, poor Freddie was a bit unnerved lol #NinjaWarriorAU",0
1082,"With two nurses in the family, dinner conversations consists of sad stories, bodily fluids and everything in between  ",0
1083,I have the worst trouble falling asleep at night,1
1084,I am the writer of my own disasters,0
1085,"Mom talks about suicides and ""how people are selfish and we should NOT go to their funerals"" and shuts my door.  ",0
1086,sorry to all the mutual who have tried to dm me i am  and can’t hold a conversation,1
1087,"You want to know why I was laughing? It was a #solemn occasion, that's why. And she was always laughing, wasn't she? #VSS365",0
1088,I really need commission work,0
1089,A simple wallpaper ever 😂,0
1090,MOMS - NO Dancing at the bus stop... you might embarrass your kid 😂😂#luckytohaveme\n#momonfire #giggles,0
1091,"We are open all through this  for info, advice or even a chat: 0800 4 70 80 90    pic.twitter.com/0g6kGdIoPI",0
1092,"I always hated suicide. But now that I think about it, it seems comforting to try.    ",1
1093,"When you feel like a smile will be fake, add a laugh to it. You will be surprised how joyful you will become.  #simplylovejesus",0
1094,ive lost all interest in existing and doing the things i love but no one cares so im gonna take a nap,1
1095,No surprised so many with  &  struggle so much when the only help you get is take drugs and if they don't work take more,1
1096,"Another cup of coffee with cookies and smart, intelligent, brilliant ,the best  #attorneysatlaw . What can I do? God made us! #happy",0
1097,RT AnotherAznTart I shared this last year but it still makes me giggle so I'll share it again. ?  … ,0
1098,"Thank you, @realDonaldTrump, for using the Afghanistan policy of #44... he was pretty smart! \n\nP.S. Do not look directly at the sun! #bad",0
1099,"We planned for this wedding 362 days, all for Mother Nature to go and fuck everything up...thanks a bunch ",0
1100,ur best is plenty good enough 4 anyone or anything that is meant 4U??Don't let ppl nor circumstances kill you??,0
1101,"I dont hav purpose in doing things, i just do things cuz it is supposed to but these days,,, it became worse. I lost interest in everything",1
1102,I got striked by #awesomeness and blinding people by all the #glory! #nosleep48,0
1103,I am currently accepting new clients for Online Mindfulness Therapy via Skype for  & . Email me. Please Retweet!,0
1104,"Man, filling out your dad's life insurance paperwork will really put a damper on your Tuesday morning. Really makes it feel final...",0
1105,"2018 was honestly the worst year of my life, while I believe I ended it on a high note it was a huge mental test for me and there were some times where I felt empty and hopeless but good things have happened too, I'm really hoping 2019 is a good one and I'm really going to try.",1
1106,"Being so fucking composed all the time is getting tiring, I need to have a mental breakdown at some point   ",1
1107,"Well, I didn't receive any presents this year. Maybe it'll receive them in a couple of days or maybe next year.  ??????????????",0
1108,#Eclipe2017 An eclipse carries a large jolt of #energy. This one cut a wide swath across the United States. #Change #excitement #transition,0
1109,So tired to blend in ??â–½?‹    pic.twitter.com/S71Lb5dNeo,1
1110,@HOESHIKO I used the wrong fowl sorry I'm a #disappointment please #killme,1
1111,"""Anxiety is like a tornado, the most violent, horrific, and destructive atmospheric phenomenon""  ",0
1112,Like I'm going for a subway when I clearly shud be eating salad ??�·???­ ,0
1113,A bit late but had to say Love You Zindagi by The Live 100 experience gave me goosebumps!Big shout to all of them! #awesomeness at its peak,0
1114,Gooood morning it is such a #blessing to see another day all that Read this I hope have a great morning,0
1115,"Most of the time those who suffer with  disorder spend it in , not in mania or hypomania.",0
1116, trying to promote your video to a youtuber over 100k is simply pointless  ,0
1117,My man has been working out of town for a year already & I still cry every time he has to leave  :(,0
1118,Am I drinking  and being  before going into work? You’re damn right I am????,1
1119,"Smartest way through any complex, hard &amp; lengthy negotiation is to #consult, not #insult - #BoJo please take note. Never too late to learn!",0
1120,Having fun today at Mad museum Stratford upon Avon ,0
1121,I was unaware this is how this was gonna be  ,1
1122,Always forget about  especially lately after suffering with  and trying to get better. Also I prefer ,1
1123,Spending the majority of the day in bed relaxing &amp; catching up on @Hollyoaks 💖  #relax,0
1124,"For many years I have despised olives, my thoughts on them have now changed. #delightful",0
1125,Look at those U ❤️ like #Okja looks at #Mija - Be a #Mija &amp; help sum1 in need-remem 🐖🦃🐓🐄🐾feel just as we do.. #love #fear #longing and #pain,0
1126,@ActuallyNPH @RealJamesWoods I didn't realize you weren't acting... You actually are that guy. #smh  #Hercules #ghostsofmississippi,0
1127,"""AUTISM AND DEPRESSION""  ... I hate it when I get the feels... If you suffer from autism, you'll probably get this image...     pic.twitter.com/rz3zmMaK9a",1
1128,I guess my vacation is over... Back to work I go.  ????,0
1129,"THIS IS  TRYING TO  ME DOWN...DEPRIVING ME OF MY PEACE AND MY SLEEP. THE MISCHIEVOUS ELF REPRESENTS THE REMINDER OF MY , THE DISCOMFORT THE BOY IS EXPERIENCING REPRESENTS HOW MY PAIN IS CONSTANT AND SHARP...I DON'T EXIST TO ANYONE ON TWITTER OR ANYWHERE.????  pic.twitter.com/IrVVVMNkMO",1
1130,When you feel like a stranger in your own environment.   pic.twitter.com/w1sj4IlSUa,1
1131,sorry if i dont reply to dms/texts iiiiii have only been talking to ry and soph bc i feel  depressed so. Yeah ??????,1
1132,I feel so fucking alone tonight I just don't even care about living right now.,1
1133,A  () happens when a person has at least two weeks of  mood.,0
1134,I feel like I'm just waiting for the day to be over to get to the next day so I'll be one day closer to my life changing.,1
1135,In the gym trying to clear my mind. ,0
1136,Do you ever wanna cry in a corner hoping the day goes by faster?... no? Just me? ???…???¢???³???­ OK   ,1
1137,"Gene Simmons, Ph.D. offers mental wellbeing to  souls. ",0
1138,@GaryClarkJr  seriously best turn out for blues i have ever seen. #amazing,0
1139,Staying alone .. Meditation time ... Sufian Session ...  :),0
1140,@Bombardier Joyeux anniversaire / Happy birthday Bombardier Inc. :),0
1141,What a pain in the ass day. ,0
1142,"Hon. Miss Dashwood, whose manners very pretty face, she offended you have done before.",0
1143,Overworked. Undervalued. Underpaid. Where can I get some motivation to continue working? ,1
1144,Is it bad I'm thinking bout saying fucc work and Gettin Drunk aGain ,1
1145,"I'm running out of time
I can feel the words crawling down my spine
I'm running out of time",1
1146,"@johntassparker Well, at the time, I think there was that concern. Now it is all bright and shiny with a price tag to match.",0
1147,Why we loose hope in ourself When people demotivate us...,0
1148,"Depression:  We're not washing our hair anymore.  Also we're smoking again and sleeping 13 hours a night.  Fuck brushing your teeth or answering your phone either. Got that, dipshit? ",1
1149,"   God, please help me.",1
1150,What does murmuring and complaining do to our psyche?    Start thinking of what you have and say thanks you alive,0
1151,Is it true that what ever doesn't killl you makes you stronger?   I'm not so sure.    pic.twitter.com/RzFBCeaGn2,0
1152,"Well my darling Beatrice has now got cardiac cachexia, basically because of her heart disease she is losing weight quickly ?? Her heart consultant says there is nothing we can do to stop this as it is part of the disease progression ??  pic.twitter.com/oNm1tNFjVW",0
1153,@Roberts_An28 Ahww noo don't be shy! I don't bite 😫❤,0
1154,Well after inviting everyone... No one is coming.... ,1
1155,Depression is like wearing a one of those weighted blankets- makes it feel real good to lay in bed for 16 hours but also makes it pretty exhausting to do anything outside of that,1
1156,@AnteHarper I always preferred the quiver,0
1157,jfc ANOTHER bad morning  I dont even have anything to be depressed about  oh hang on … leaving me to fester under the poverty line for 10 years,1
1158,One more night in edinburgh would've been perfect ???© ,0
1159,Hope he gets better ??™� â€œ@MickeyDeadBish: Uncle Back In The Hospital â€�,0
1160,When you’re so unbearably lonely that you want to die.,1
1161,Tu me haces reir. - You make me laugh. 🤣 #laughs #friends #jaja #haha,0
1162,All the proud parents on fb about their kids school report and am shitting myself for Graces arriving 😂😂😂  #troublemaker,0
1163, don't feel closed with my best friend anymore.we're uesed to be the one that most important to each other and now we have  less contact.I think she doesn't understand me and  I unwilling to talk to her .Finally she just turns to a acquainted stranger not real friend!,1
1164,I hate when the person you have a crush on has a girlfriend/boyfriend,0
1165,I have exactly one more month to enjoy being in my 20's.   ,1
1166,I guess I'm just not the kind of person you wanna hang out with...  ,1
1167,It bugs me that people concern themselves so much with what other people CHOOSE to do with their money 😂🙈,0
1168,#31DaysOfJoy Laughter brings me so much joy! It's good for the ❤️. #laughter #laughterishealing #laughterisgoodforthesoul,0
1169,Mi stress out...Spanish Town Shopping Centre celebrating 25yrs and mi memba when dem had the groundbreaking   ,0
1170,just tryna talk to somone and they got to be confused about it huhhhhhhhh life it boring as hell ,0
1171,If you don't open up your heart and life to someone;  is guaranteed to eat you alive!!!!,0
1172,I'm shaking in my boots now. The Taffia are in full flow 😂😂,0
1173,"Dysthymia is a state of chronic  mood, the symptoms of which do not meet the severity of a major .",0
1174,happy birthday bb! i hope u had an amazing birthday 🎉 @ultsdonghan,0
1175,"I'm , , Crying, and just feeling fucking Lousy today. I need a friend today to Perk me up. Hopefully. or least lend a ear.",1
1176,@rachcolours But smiling 😄☔️,0
1177,I can feel myself slipping. The thoughts are getting darker and taking over my every thought and yet I cant stop it no matter how hard I try ,1
1178,the look of  on their face is killing me....,0
1179,Always look on the bright side of life ☀️ #motivation,0
1180,#note8 #animated said pen. Amazing. Wife loves this one,0
1181,my vibe is being  and  in my local Texas Roadhouse,0
1182,"@hugaarondingle God, the way he said that line... 😭 💔 #amazing #loveDannyBMiller #robron",0
1183,"@danabente Well, thank you. Sincerely 😊",0
1184,Because I'm happy clap aLong if you feel like happiness is the truth',0
1185,Sometimes I understand why Kurt Cobain blew his head off...,0
1186,"A pineapple is neither an apple or a pine. It is, in fact, a large berry.",0
1187,"I lost interest in things I once loved doing, I lost the passion to keep it going, crazy how this illness is slowly eating me",1
1188,Was called a slut last night…um I'm not one…I don't have sex with every guy I meet…get it right people…??????,0
1189,I hope my eyes were camera that records all happy moments+,0
1190,I really did not give Notre Dame a chance in this game.  ,0
1191,Laying in bed til work  highlight of my day will be drinking  tonight ??,0
1192,Today I decided to admit to myself that through all that I’ve been going through this year I’m happy ....,1
1193,Happy birthday to @LauraJillSomers! Hope you have a lovely and wonderful day. :) *fellow Cancer fist bump*,0
1194,Well as 2018 comes to an end I will have to say that it was a better year compaired to 2017 and being homeless   ,1
1195,@CCfunkandsoul happy birthday mate ❤ hope you have an amazing day xx,0
1196,the tears will cry   the pain will tear the world may hope   life may live,0
1197,Never underestimate yourself ; you might be the little voice of reason.... #do #good #believe #rise #communicate #respect #love #everyone 😘,0
1198,#Past #success or #failure is no #indicator of #future #performance DON'T be #afraid to take a #risk.,0
1199,Well done to all the year 6's at @HarlescottJrSch in their leavers concert today you were #amazing #confident #funny #notadryeyeinthehouse 😍,0
1200,"Thought about  more than once over the holidays, all I seem 2 be doin is drink  & stay in bed ",1
1201,Finished gossip girl. Feeling   & ,0
1202,"i feel unproductive n lazy n unmotivated ;;;; i literally lost interest in things i used to like i feel like doing nothing ,, maybe it's because it's school break but honestly ive felt like this for a while now nd i dont know if i'm okay  pic.twitter.com/FvurrWEf2k",1
1203,ok but real talk for a moment .... the thing with having depression from for so long from such a young age is that it's-,0
1204,Sometimes I just wonder is it all worth it  ,1
1205,"Rain, the cold, wind and the first ripe cookers of the year. Autumn’s coming early to South Buckinghamshire....  pic.twitter.com/OvflB8Foef",0
1206,This game in El Paso looks like a high school game ,0
1207,I can be drowning in homeworks and assignments and I'll still say yes when my friends call me out ???‚???‚???‚   ,0
1208,"3rd step to overcoming  and  is to realise that you need to change something. Do the same things, get the same results",0
1209,"@ChikagaiHeichou Carla took Eren over to a bench so he could sit down again, sensing his weariness she thought it would be best if he »",0
1210,Share your #smile today!,0
1211,@jaden_lindner If I acquire a deadly scowl like that I'm going to be pretty happy to be old,0
1212,"Harden not your heart, as in the provocation, and as in the day of temptation in the wilderness: - Psalm 95:8 KJV",0
1213,Cant believe theres less then a week to school! ,0
1214,Hello twitter! My next few tweets are going to be a bit gushy.... Look away if you're feeling bilious!!!,0
1215,"I am afraid of death.

I don't want to die.

Yet this still does not motivate me to do things I enjoy.

Die happy, or die sad.

Either way, you die so what's the point?

  ",1
1216,"@FairtradeUKNews @adamawine Wishing you a joyful day with great food, wine and company 👌",0
1217,"Daughter, her husband and kids caught a boatload of red snapper &amp; mackerel off Port Aransas... we enjoyed the #fish feast #delicious",0
1218,I just can't get enough of 2018. What an awful year. I would like to hope things will be better but today I feel low. ,1
1219,if I could I would feel nothing that's the truth and I don't care. the world is cold and life's not fair.   ,1
1220,Really just want someone to talk to late at night. Someone who understands ,1
1221,Might as well just sleep  ???¥,1
1222,Wouldn't it be great if you looked forward to every tomorrow with the same anticipation you do New Year's?   ,0
1223,", , and  all serve very important roles in our lives. A much more important role that a positive tag line, designed in most part, to silence them, or you (e.g. “it could be worse”)!  We aren’t one size fits all.",0
1224,"@Kara1818 I’m glad to hear that, Kara. Don’t hesitate to get in touch again if you need to! Cheryl",0
1225,Adulting day  (1) - (thread)  Major depressive episode hit last night...   pic.twitter.com/v5XIiYG8aS,0
1226,Have u been secretly battling /? Make 2017 the year you tell someone & seek help. You deserve 2 be happy! ,0
1227,"The dictionary words for #joy are – gladness, cheerfulness, exultation, rapture, pleasure, delight.",0
1228,"Absolutely blown away by @BatTheMusical this evening 😍 Such incredible sets, slick choreography and holy moly what insaaane vocals! #awe",0
1229,I lost in a maze. How to escape?,1
1230,The amount ae fucking spots I have right now honestly makes me wanty cry  ???­???­,1
1231,I think my habit of reading  with morning  is the root cause of the  feeling throughout the day! specially in 2016,1
1232,??’•you are supported ??’•    pic.twitter.com/4YrE8XNRtQ,0
1233,"40billion:   a well written, thought-provoking & mind illuminating book to unite, connect & save humanity â€¦",0
1234,Lost interest in a lot of things I used to like doing.,1
1235,"On topic of famous people , apparently stuff needs to be put in place for mental illness. What about non famous people ",0
1236,Would be ever so grateful if you could record Garden of Forgiveness gentleman @LukeGoss @mattgoss #amazing,0
1237,"Idk why , but i lost interest in all the things i used to love doing before π’”",1
1238,Life's turned out totally different than you thought_You're lost & alone_Desperately Need Help-JesusChristHeals&SavesASK,0
1239,Being extremely  over my other half agreeing to divorce instead of coming to peace then someone asks if I'm okay....  pic.twitter.com/fgpQKQwhYw,1
1240,"Do you ever fall asleep before you set your alarm, but then the Lord wakes you up on time anyways 🙌🏻 #WontHeDoIt",0
1241, -The moment you realize that they're still making country music.,0
1242,"sometimes loneliness is more than just being alone in life. it's the idea of doubt, loss and emptiness. it can be having a family but yet noone to talk to about your problems.     ",0
1243,We are #successful the moment we start toward a laudable goal #JBenson #success #quoteoftheday #happiness,0
1244, after watching a movie  ???¥???�,0
1245,i say this but i'm going to be depressed again tomorrow but!! i'm going to work towards being less negative i think,1
1246,@JeannePaulShop @CrocBead This is such a pleasing color palette!,0
1247,"With you, I'm lost in the moment. Without you I'm lost in the world.❤️🤐 #world  #moment #lostinthemoment #You",0
1248,Missing San Francisco bit my sister is helping a bit to make me forget about it. ,0
1249,When you're that depressed you don't wanna get out of bed π› ππ•›  got none of it,1
1250,"Starting 5 positive things exercise,again. It's just writing down 5 good things that happened. It helps with surviving bad days. ",0
1251,"@ArcadeGirl64 I actually really like hearing your thoughts either way, don't hesitate to share :)",0
1252,And plz don't hesitate to come in. We have a translation\nservices either. We all are waiting you to come!,0
1253,Three blunts left then I have to re-up  ,0
1254,Any suggestions for helping recurring ?  pic.twitter.com/wmHXU2rJCs,1
1255,Spare a thought tonight for all those suffering from  - it's not easy when you feel down and everyone around you is celebrating.,1
1256,Im so sleepy during the day but once I'm in bed I have trouble falling asleep smh /:,1
1257,@SkyNews @CNN @cnnbrk watching the #totalsolareclipse on ur channels right now #amazing what's happening in the #usa,0
1258,"Internet on point,Channel O on point ",1
1259,My : Being the nicest I can to other people. And making  my bitch this year.,1
1260,I think I am really with depression.  I am sleeping too much and this can't be normal.,1
1261,Just got some very unpleasant news about my uncle...I am so happy that Marijuana exists.,0
1262,Not having a good week,1
1263,Youve lost weight howd you do it?  Depression fueled apathy toward food and life in general.  I havent tried that yet! ???’ ,1
1264,"Less than two weeks until summer 2019 is officially over, I am ",0
1265,Starting to feel really anxious and sad and empty. ,1
1266,"I got $150 on McGregor, who wanna bet? #serious",0
1267,"how they seemed to be trying to get people who ask me to block them, but I'm guessing it would be more like ",0
1268,Duno why I decided to weigh myself and  check my bank balance all in one morning ,0
1269,You ever see your face from a different angle and have a mental break down ,1
1270,When you try your best but you dont succeed...   pic.twitter.com/RkEX2w7ZXC,1
1271,Bored as fucking shit christmas in a hospital isnt so fucking fun,1
1272,"I'm perhaps an introvert according to the text, but i dont hesitate to be friend with anyone esp the open minded one(s).",0
1273,"Hope everyone has a good New Years tonight, coz mines gonna be shit!   ",1
1274,Not felling the best right now... Life and anxiety is getting the best of me??,1
1275,What depression mean :) Laugh outside down inside   pic.twitter.com/tkZeniwtIb,1
1276,@Jamiebower first second on #WillTNT is music to my ears 😭❤️ #shaking #missedyou,0
1277,@TommySandhu @bbcasiannetwork tommy you r phenomenal smashed #ajjdin on the mixes #hilarious and #awesome 😜😂😂👍🏻,0
1278,Been feeling pretty shitty all day. I put it down to a busy week but I think it's just been an off day!!!So I have had a hot shower washed and conditioned my hair put on a boxset still feeling shitty but I'm trying!!,1
1279," mood can be caused by infectious diseases, nutritional deficiencies, neurological conditions, and physiological problems.",0
1280,im gonna be  when he dies,1
1281,is in the news a lot for treating  and other conditions; but what is it? Contact us to learn more!  pic.twitter.com/gbkOpobFY3,0
1282,That little ten minute surge of motivation and energy was really nice I hope I have another one some day,1
1283,A beautiful day starts with you being cheerful and letting the #joy of the #Lord spring out of you &lt;3\n\nNelly Cruz,0
1284," by : Bleak melodies & beats, beautiful voice and gloomy verses about today's world. Brilliant! One of the best in 2016.",0
1285,Being honest I hate Xmas it's an excuse for People to drink and then agrue. It's all fake and the day after everything goes back to normal.  ,1
1286,not even in school and anatomy still manages to ruin my day. fuck that bitch of a teacher too ???­???­???­???­ ,0
1287,I fell asleep and missed my shot ,1
1288,Not a new thing Am use to it  â€” feeling lonely,1
1289,"When u have a cute outfit idea, but u got too fat and can't fit in the pants ?? ",0
1290,"  Group is open every Wednesday, 3pm - 5pm at The Zion Centre, M15 4ZY. Call us for more info: 0161 226 3871",0
1291,"When your entire dance company that you haven't seen in years is getting together, but you're the only one not going ",0
1292,Real talk: I’ve lost all interest in the things I normally loved doing... I feel like I’m losing a bit of β€meβ€... and it sucks... I need to get my drive back!! π”,1
1293,Applied to 5 universities already. Now I need my Fasfa and scholarship letters ,1
1294,@TeenMomOG2 @Javimarroquin9 @KailLowry He is so cute! Your #minime for sure! #blessing,0
1295,After marathoning Chuck on Netflix I've finally finished it and now I'm depressed. Damn you  !!!  ?,0
1296,i do notttt feel good π© i can't wait to get off and lay down dude,1
1297,"how are you my love? @Hashtag_DonJon love youu!! thanks for the smile, that motivates me to keep going!! 💛 so blessed to have you 😊",0
1298,Yesterday I lost 500 days worth of streaks with 5 different people ,0
1299,"My depression has grown so powerful that I've even lost interest in my -vices-.  Coffee, liquor, cigars.. I have all of these things on hand right now, and I just.. don't feel like doing any of it.",1
1300,The next story about depression was also awesome. What a super lady to shine through tough times and then tell her story to help others.,0
1301,gelo.. abis baca ini.. sedih jg yaahh..   it's a very familiar sad feeling and i don't want to be this kind of mother but sometimes i can't help but feel like i'm falling into an inescapable toxic cycle..  i just.. want to cry.. ????    pic.twitter.com/ViQTrHoVRb,1
1302,A.M. choice if you're mentally well: What clothes should I wear? A.M. choice if you're : What mask should I wear? ,0
1303,Honestly can’t trust anyone at this point. ????,1
1304,i lost interest in creative writing a few years ago cause i got bullied over it once or twice but i'm starting to enjoy it again and it makes me feel like i'm beginning to enjoy doing things i used to love again after so long,1
1305,The beautiful thing is how you be \nSmart\nStrong\nNice\nHappy,0
1306,Why on earth I have booked holidays from work during Xmas period? Spending almost all day crying   ,1
1307,I just want to get fucked all day ,1
1308,"Merry Christmas to me. Car is completely done. Of course it happens to me. 
568,945363902589820929,945363902589820929,2017-12-25,damron_justin,""So I see all these people  OR  on Christmas and Iβ€™m here like, I DIDNT GET SHIXT from my parents but life could definitely be worse atleast I have my supporters and my friends and my family! Iβ€™m still blessed
569,945360428212699136,945360428212699136,2017-12-25,hannahchan2010,""This is the 15th  I've spent without my mom, yet the pain feels fresh. I have never been this  on Christmas in all 15 years without her. Then again, this is my first Christmas as a married woman so maybe that's why.",1
1309,Him:it was a mistake dating u Me:I'm sorry I'm not good enough Him:throws rocks at me Me:takes the pain,0
1310,@keval_91 @ChopdUK Sort it out @ChopdUK ,0
1311,When you go out and try to be a part of life & end up feeling like you are less a part of it then when you started.   pic.twitter.com/J625NXrWDb,0
1312,i got a place at that school and i start monday!! i'm so excited! (even if it is just 3 days haha),0
1313,"@johntassparker Well, at the time, I think there was that concern. Now it is all bright and shiny with a price tag to match.",0
1314,"no offense to those who love k culture, u can love it all you want bbs!! 💖 but i just personally want to get to know my own country's-",0
1315,When you finally realize your dreams may not happen...??‘???‘????”???”  ,1
1316,@tiffanyreisz Never a dull moment with you two😂,0
1317,2 more weeks! 😮😊  #painfree,0
1318,Crying once again…I have something repeating in my head over and over…I'm crying…,1
1319,@BCFC_Community excellent Jnr blues parents Meeting tonite lots of info given cheers all👍 #futuresbright#development baileyu12s #excited 😃⚽,0
1320,"Despite every attempt, my outpouring of emotions fails to strike substance and falls to the wind dispersing with the world's other particles. ",1
1321,This has simply been the hardest week n a half of my life. Gotta keep pushing thru. Only 5 more days til I get some answers. ,1
1322,2015 grand finale: Kalusha messes Phone and Laptop. .,0
1323,It's depressing because it's true???•   pic.twitter.com/HNIl8JFKDx,0
1324,@ANOHNItweets completely brilliant performance - so moving and honest  ,0
1325,"Also k I'm sorry I've been off social media for a while, it's been a combination of shit um I've had to force myself cuz of how sick I've been also depression and strange dysphoria so yea....Im trying don't worry I'll be back soon   ",1
1326,At least @LewisHamilton not turning up is not the most outrageous thing at #F1Live #Kaiserchiefs ,0
1327,Hard to believe right now BUT there's a World waiting for your contribution-JesusChristWillHelpYouAccomplishYourDream-Ask  ,0
1328,Up at 4:30am for an airport run and I'm not even going on holiday! ,0
1329,why in the deepest darkest depths of winter did I look through holiday photos from last summer?  ,0
1330,Showing my face because Ive nothing better to show. Need some people in my life to find love or something...   pic.twitter.com/88fB5IKAu8,1
1331,Are we all aware thar we are using a hashtag that has Eclipse spelled incorrectly?! @ScienceChannel @NebraskaMed  #SolarEclispe  #giggles,0
1332,@bravoallstarz looks like it's going to be an amazing season #cheer,0
1333,Tonight's episode of #GameOfThrones is just epic went through so many emotions watching it #dragonwhitewalker #flippinheck #brilliant,0
1334,@ChickfilA has forever changed my life 😍 #blessed,0
1335,I have no definitive adjectives for 2018. Moved to San Diego (good) but left Portland (bad). Got out of a relationship (good) but lost my dog (bad) & am now dating again (bad). Was depressed (bad) but started therapy (good) etc so don't expect any sweeping reflections from me idk,1
1336,"Sometimes I like to hurt myself not because I like the pain but because I like the healing that comes after, I like tending to wounds, it makes me feel like I'm actually doing something to help myself get better. I know this isn't healthy. ",1
1337,"Nobody understands, I don't even understand most of the time..... ",1
1338,"Hate seein stories on animal cruelty, why would any1 wanna hurt poor defenceless animals 😩😭 #StopAnimalCruelty #heartbreaking #worldsgoneMad",1
1339,I like this and thought I would share in case it helps a little    pic.twitter.com/m2alvA4RN5,0
1340,@JustinOEarlwood #awesome news for the blues,0
1341,"I'm now casting for potential  for my ""Learning to swim"" photography project about .  pic.twitter.com/rnJp6UX2eV",0
1342,"If this is your response to someone saying they're dealing with , you're a terrible person.  ",0
1343,I'm definitely not bringing them out in this weather to get a coffee.,0
1344,And as quickly as it entered my life it left. You will surely be missed. Goodbye for now bee filter! Until next time ,0
1345,Well played radio station. Playing the song 'Total Eclipse of the Heart' at the start of the eclipse! #Eclipse #brilliant,0
1346,@ChristinaSNP All this great news.... it must be hurting some folk to be happy about this. 😊,0
1347,It's never too late to give up on your dreams ??,0
1348,Today marks seven years since the Kyadondo terrorist attack where many lost loved ones. We mourn &amp; pray they continue resting in peace. 7/11,1
1349,One of the saddest day of this year for me ??    ( hope to get out of it soon) ??,1
1350,Can't sleep.. been awake for hours! Still haven't come up with an answer.. #stressed #cantsleep #sotired ,1
1351,@executivegoth I tried a free Alpha trial to watch #dread and I'm sold. Worth the subscription alone. You all are incredible!,0
