numb,label,tweet
952,0,The lies we believe ensnare us.      pic.twitter.com/d1TlxzGsAg
953,0,I’ve done enough today time 2 he
954,0,"Harden not your heart, as in the provocation, and as in the day of temptation in the wilderness: - Psalm 95:8 KJV"
955,1,Visited with my ex tonight. Not good.  
956,0,How is it that a  and  person can plan better for life than the people who wanna live?!
957,0,It's my time to shine 😅
958,0,Happy #worldfringeday I can't think of a more appropriate year to perform at the @edfringe for the first time with @CultureClashUK 
959,0,If your only response to this current political crap show is 'but Hillary!!' Or 'but Obama!!' you need to start looking for a new argument.
960,1,"Just a thought, have I become afraid of things, safety in routine, what I know? ?  "
961,0,"And this, our life, exempt from public haunt, finds tongues in trees, books in the running brooks, sermons in stones, and good in everythin…"
962,1,One step forward multiple steps back. Still no idea what I can do about it. 
963,0,Had to return this whip today   ???? pic.twitter.com/uzndmFgfXp
964,0,Binge/purge: once. Eat/purge: once. Only two thirty. Fuck this. I'm going to bed.  
965,0,When you gotta hold your charger a certain way for your phone to charge feeling  lol
966,0,You are sitting in solitude alone & smoking ............ I know you are sad &  ........but DONT SMOKE BABY  pic.twitter.com/auCoNMXY0m
967,0,I can't afford to be unhappy. I've made it this far and there isn't anything or anyone that's going to take my happiness away.
968,0,"Home … Grab a cheer for and check out our sweet early bird deals. Have a safe, free day"
969,0,All a Nigga wanna do now send time with his girl . . is that so much to ask ?? Asf
970,0,YOU MIGHT BE TRYING TO FILL THE VOID IN YOUR #HEART WITH ALL SORTS OF THINGS BUT THAT PLACE BELONGS TO JESUS CHRIST #music #worry #love #SMM
971,0,"Well, I didn't receive any presents this year. Maybe it'll receive them in a couple of days or maybe next year.  ??????????????"
972,0,@alxcxrte You're not a baby boy and you're sulking. Au contrairé. [Chuckles as I shake my head]
973,1,When you feel like you have no friends at work anymore    out
974,0,6 Day Cooldown on CSGO competitive only cause i kicked an AFK! Thats dumb ...
975,0,A joyless faith is not one for which Jesus died. #thegospel #joy #Jesus #happiness
976,0,Up at 4:30am for an airport run and I'm not even going on holiday! 
977,1,My biggest wish is to one day have a true friend. To be accepted the way I am.
978,1,"Depression.....SUCKS!!! I would NEVER wish this on anyone, it just.....sucks. Tired of it controlling my life, I really am?????????? "
979,0,so my phones in rice because i dropped it in soup earlier  
980,0,And plz don't hesitate to come in. We have a translation\nservices either. We all are waiting you to come!
981,0,@stevenmnuchin1 Does your wife look #adorable at 6:00 a.m.?  #AdorableWife  #AdorableWedding  #AdorableHoneymoon #AdorableJet  #AdorableJob
982,1,I have trouble falling asleep and waking up. How?
983,0,Dear Emma its my honor to communicate with you directly kindly give me this tremendous opportunity to chat via Whats App 00966504634031 thx
984,1,"... people (a particular redhead whom I hurt unintentionally).

I think about my capability to stand up and keep going the many times my world collapsed and I felt completely broken, defeated, hopeless.

I think about the people who supported me. Every single time I needed them."
985,0,"Deeper and deeper, the river flows downstream degrading even the strongest minerals.    ??"
986,0,I can now see all of your tweets on one timeline. Makes life a lot easier. Just say hello and I will add you!  
987,0,Not ready for vacation to be over.   
988,1,Having a day where I hate myself for not perusing art stuff harder & being too sad to do anything about that.  
989,0,"Jordan is helping Arya hunt a moth, lifting her up to get it on the walls. it's super adorable. #kitten #boyfriend #adorable #hunting"
990,0,My joy is not so light that I will allow Mondays shenanigans to take it away. Hello Tuesday I greet you with a smile
991,0,Holiday  and  is common. Design your own holiday celebration. pic.twitter.com/F8MfTFqqIQ
992,0,Got to regretfully admit that this years Top Gear Christmas Special was rubbish. The only good thing was the cars :-/ 
993,1,I dont believe in New Years resolutions BUT there IS one thing that I am making happen next year. I will be getting the fuck out of . I hate this state. I know moving wont completely cure me from my  but I know itll definitely help.
994,0,@ggreenwald Macron slips up and has a moment of clarity &amp; common sense...now he is a raging racist. Sounds right. #LiberalLogic
995,0,"For the first time in quite a while, I don't think I've even seen enough movies to make kshock's top 10 films of the year.  ???“"
996,1,Why is it always my fault? ???­???­ I'm so done with life.  I can't do anything right. ???¢   pic.twitter.com/pYOcCC9QbE
997,1,"Dark place last year, I don't want to ever go back to that!   "
998,1,Back to work like nothing ever happened 
999,0,@NBCNews @MarkHalperin @KeirSimmons Well that's funny cause we all know she is a serious Russian mafia atty
1000,0,brains have some of the most tiring dreams. Maybe because they're some of the most vivid?
1001,0,EdGy DepReSsEd TeEnAgEr  blacked out my pfp  pic.twitter.com/bsqBWkKqZP
1002,0,"I love a bright life apart from any darkness and toxicity. Plenty of light and colours, smiles and good feelings, a healthy life..🍃🍂"
1003,1,can depression stop lack of promotion at work??
1004,1,fuck that guy who made me feel like shit again.  ????
1005,1,I'm  the same way the Jews were depressed right before they LEFT  !!!
1006,0,It amazes me how many useful videos there are on Youtube.  Everyone sharing knowledge &amp; making money doing it. #wonderful
1007,1,Sooo sick and tired of being sick and tired and it is a chronic disease with no cure Disease 
1008,1,"Even though I'm here I'm not present. This semester I've been on auto pilot, going thru the motions in order to stay sane. I've lost interest in doing the things that I love and it feels empty."
1009,0,@TeenMomOG2 @Javimarroquin9 @KailLowry He is so cute! Your #minime for sure! #blessing
1010,1,Spare a thought tonight for all those suffering from  - it's not easy when you feel down and everyone around you is celebrating.
1011,0,"No no no, everyone is starting to go back to school & I’m not "
1012,0,"No mater how many times you lose in a game, it will always tell you ""try again""... When things go sideways, sit back and enjoy a favorite game.   "
1013,1,Not having a good week
1014,0,OTH got me feeling some type of way.  ???­
1015,0,@AmyAndrewsFOX2 Good morning Amy #smiles  😀 It's good to be a @Lions fan. ☕☀👚👠😎😘
1016,0,??’•it will be alright ??’•    pic.twitter.com/9yAw9Ze9BT
1017,1,ive lost all interest in existing and doing the things i love but no one cares so im gonna take a nap
1018,0,Today is already off to a great start..... 🙄 
1019,1,I'm so over 2018. What an awful year. I would like to hope things will be better but today I feel low. 
1020,1,I've lost interest in many things I supposed to have fun doing in the past. I'm bored.
1021,0,I always get  between Dec. 26 and . And really on into January. ?
1022,1,I lost interest in everything I dreamed of doing and I'm too scared to do the few things I know I want. I guess I'm just here.
1023,1,I lost interest in things I truly loved doing and enjoyed
1024,0,Happy birthday @primo_can_dance have a blessed one my G 🎂🍾
1025,0,People are truly #amazing. #inspiring day
1026,0,Another big game day for @FootballSask at the Canada Cup. Next up Ontario. Go get them boys! We'll be cheering you on #306Football #Sask
1027,0,I find  to be very useful. They give me lots of things to be  about in the coming year.
1028,0,Give up now on the one I like and I'll regret it the rest of my life... 
1029,0,When your family emotional blackmail you to do something against your will.     
1030,0,Fresh wounds are best means of relief from inner stress...   
1031,0,Your smile could never make me frown.
1032,0,@PearlJam YES!!! Love it!!! 💞💞💞🎶🎶🎶🎥⚾⚾⚾👏👏👏 #thankyou #awesomeness
1033,1,"â€œI didnâ€™t want to wake up. I was having a much better time asleep. And thatâ€™s really sad."" "
1034,0,Morning all! Here's to a #wonderful #Wednesday with #warm #weather &amp; #happy #holiday makers may the #sun #shine on #Cornwall #kernow #enjoy
1035,1,Dreading Xmas there is no life when you are homeless feel  and 
1036,0,@SonaFanArt Isnt it too early? Thats really interesting 😦 i wonder what are they filming in kusadasi. It makes me so excited  :)
1037,0,Grinchmas ends in a week and I haven't gone and probably won't go. ???” 
1038,1,In need of an ephemeral relief to   
1039,0,My #dark heart is filled with glee whenever I hear #thunder.
1040,0,4 days off in a row shld be nice but shittiest holiday in recent yrs. Xmas on Thur not ideal  home alone Thxgod  delivery
1041,0, can feel ever so painful. And stigma prevents honesty about problems. Let's keep the difficult conversations going x  pic.twitter.com/DwXfpvI3iX
1042,0,Before you diagnose yourself as  make sure your not surrounded by assholes - William Gibson
1043,0,"""A man's spirit will endure sickness, but a crushed spirit who can bear?""  Proverbs 18:14, ESV   "
1044,0,I'm a proud father to a mustache #babystache #adorable #newborn
1045,0,Today is your day... \nSoar your spirit. \nUnfurl your joy!\nWishing you all a bright week!\n #BloodyCrayonsSpecialScreening
1046,0,Here he is again  can't bear him and he's stolen my sofa   pic.twitter.com/d7Goi5D2pZ
1047,0,Going over the #script for this weekend! Can't wait to start #filmming! #actorslife #ActressLife #actress  #horrorfilm #HorrorMovies
1048,0,@Alolan_Yusaku Oh definitely! I saw the snap and the colour looks great too.
1049,1,"All up in my  feels, today... fuckkkk  pic.twitter.com/gNza4Pzn0p"
1050,0,"Gazing in wonder at what may be, my last wine club shipment.  "
1051,1,I've just ate 5 bags of sweets. WHAT IS LIFE
1052,0,"A #happy woman is always ., A #beautiful woman !😊😇\n#womanhood #beingwoman."
1053,0,"Mom talks about suicides and ""how people are selfish and we should NOT go to their funerals"" and shuts my door.  "
1054,1,AHHHHHH! THIS WEEK FUCKING SUCKS!   
1055,0,if jk realize what taehyung did can he do that to taehyung as a revenge? i would love to
1056,1,"I literally haven’t gotten out of bed today, except to pee. It’s 4pm.    pic.twitter.com/9OPnolPXy6"
1057,0,Why is it the most depressing thing when your book ends....... Especially not in a satisfactory way! ???­???­???­???­??‘?  
1058,0,Heal me????     pic.twitter.com/L8QPWAbvZO
1059,0,"Don't be  due to -ve activities of other's-Be  & understand,""Addicted of -ve ego satisfaction is dangerous""-Make distance"
1060,1,45mins into 2019 and I'm already in tears. gosh I feel so overwhelmed. I need to calm down and focus.
1061,0,"H've you ever  tweeted a tweet liKE    (etc,etc).......????  People will likes them tooo.... So don't show your sadness in social media.....!!! Be StrOng......"
1062,1,this year was fuckd up I can't wait for it to be over I hated this year still depressed hard time getting over it  ???¢??????’”
1063,1,When you feel like a stranger in your own environment.   pic.twitter.com/w1sj4IlSUa
1064,1,"After diagnosis the following day, I was in total denial. How could I be ? Me? My ego & denial instructed me to do Reverse search of myself. (This time I was on antidepressants) At least I knew what I was doing. (But with a swollen mind)"
1065,1,I'm so angry. Like I really hate it.  sucks & it's not as simple as âœŒï¸�making oneself happyâœŒï¸�???’
1066,0,Streetlights coming on. We can see stars! #amazing #SolarEclipse2017
1067,1,fucking hate holidays. the only thing theyre good for is setting your expectations really fuckin high so that when it doesnt turn out that way you get mad depressed and want to die and no one cares because their holidays always go the way you wish yours did
1068,0,"When you text your mom ""there's something wrong with me"" and she don't answer :) "
1069,1,"I want a way out of loneliness π’”... π¶π»β€β™‚οΈ

"
1070,0,This year was the first time I couldnt make it home for Christmas 
1071,1,Never been cut so deep by such few words. So  πΆ
1072,0,"Pop in to see an elderly relative, friend or neighbour this  and help combat   pic.twitter.com/3Zy8CXTriS"
1073,0,We're all #laughing! Eddie Izzard has begun #his probe #into fuzz wrongdoing involving the house of Osiris.
1074,0,@GutoAberconwy Your majority is 635 members of the public- believe me you have offended rather more than 635 voters!
1075,1,this year keeps getting more depressing and disappointing
1076,1,"Winter is not my season, Trump is in office, and the GOP controls both houses... I am so  and "
1077,0,Living downtown for the first time while #tiff is happening. Schedule is out today! #excitement #thechildrenact #StanleyTucci #EmmaThompson
1078,0,Didn’t get to live through the  but I’ve sure been to a lot of steak and shakes
1079,0,@OhVarsity is it ok if the opening to your podcast makes me sob happy tears
1080,1,Feeling bummed out rn. Family is disappointing and friends are too far away. ??
1081,1,"I may have lost interest in things I used to love doing but I also went back to what I loved the most, something that's been a part of me since I was like 10 years old. That's listening to Kpop! I took a break earlier this year, but I found solace in listening to it during +"
1082,0,@wildpawspics @starbeeston Don't miss out today then 👍💻😋\n\nThey are soooo yummy 😆
1083,1,I am at that point where I lost interest in doing the things I love
1084,1,I used to imagine I'd hear something at the door. I'd hear a knock and I'd pray it was her. Or I would hope it was her. I had dreams like that. I'm not having dreams like that now. I know she's gone. She won't be back. Ever. I sure love her. I sure miss her.
1085,1,A lot of people but they don't know me well.
1086,0,"You are MINE, my baby, my headache, my love, my smile, my frown, my wrong, my right, my pain, my happiness, my everything."
1087,1,"I wish people understood that my depression isn't always thought-based, but can also be feeling-based. My body shuts down, and I feel an aching emptiness with unbearable pain attached to it and usually it hits me like a ton of bricks 

 "
1088,1,Not even in a sexual way but I’m just craving affection because I feel like crap. I just want someone to hug me for a couple of hours and tell me I’m going to be okay.
1089,1,I swear I be feeling like the loniest person on earth 
1090,0,@annie_hawthorne Just one? 😄  Cress and Thorne from the Lunar Chronicles. Good character arcs + absolutely adorable.
1091,0,It was a great feeling being able to cheer you on while you passed me at your second bike loop this weekend. Great race @SebastianKienle !
1092,1,bruh iβ€™m tired of people making me feel guilty all the damn time
1093,1,"I don't know what I do with myself, everyday I crack! "
1094,1," again,  my oldest,  only friend."
1095,1,I wish I wasn't Here. I can't take this much longer. Feel worthless. Don't know how to change things.That's what  is like
1096,0,"Shakespeare Dictionary: The word 'knotty-pated' means 'block-headed, dull-witted' "
1097,1,"“I am very sad and I feel more miserable than I can say, and I do not know how far I’ve come. I do not know what to do or what to think.”"
1098,1,I could really go for a giant glass a milk and I have none.  
1099,1,Really just want someone to talk to late at night. Someone who understands 
1100,0,"Summer is drawing to a close. It's been incredible. Build your life on dreams, kindness, hard work &amp; imagination. #manifest  #music"
1101,1,Sucks when your alone in a big world :( 
1102,0,Any NA gamers out there? I’ve got no friends here...
1103,0,"For many years I have despised olives, my thoughts on them have now changed. #delightful"
1104,0,Poetry of love ❤️ #.I love you from my heart # I love you from my soul # I love you real # you are in my all things what can I do I'm shy oo
1105,1,I don't have any gifs to suit my mood for once  
1106,0,"""Beautiful, delightful, noble, memorable, as is the world, I yet am well content in my shady crevice"" Christina Rossetti  "
1107,1,Determined to cut the string but have no scissors or knife and I'm  too weak to break it.    pic.twitter.com/bPkMtyrl3t
1108,1,"β€Ά Monika suffers from severe depression. Given her sentience and situation, there isn't a reason why she wouldn't.

β€Ά Above all, Monika sees herself as lonely. However, lonely and deserving of it.

β€Ά Monika is still a hopeless romantic, weak for the passionate gestures."
1109,0,For those feeling   or  during this festive period feel free to reach out. Here to listen ??‘�??�»
1110,0,10pm laying in bed eating a chocolate SANTA ???…...   is over
1111,0,'s  is our . What's yours?
1112,0,@CarreraE3 Why would you introduce me to a show with only one season?! Brooklyn Nine-Nine come back!   
1113,1,"It has only dawned on me, browsing Instagram, how the rich people do winter... That's right, they migrate abroad...I'm not rich  ????"
1114,0,What a blah day!   pic.twitter.com/sQaReKF3Ly
1115,1,"Can anyone (somebody else desperate enough to be searching this hashtag) who has had  infusions for , tell me if it worked for you? Especially for  depression?

Please, someone let me know."
1116,0,All of the outside Christmas decorations are put away! 
1117,1,Reality has set in.  I'm jobless.   
1118,0,"@johntassparker Well, at the time, I think there was that concern. Now it is all bright and shiny with a price tag to match."
1119,0,"My littlest brother is leaving for  tonight. Only like 1-2hours left with him.???????Happy for him,  he is moving."
1120,0,Omg! It just keeps getting better! #MUGGYMIKE &amp; #Sam have to go back in! #LoveIsland #drama #hilarious
1121,0,Who wants hot snapping?\nAdd me : rchar28 \n #nudes #snapsex  #snapchat #sexting #cam #hot #trade #pics #swap #horny #chaud #pussy
1122,0,@TheSarahFader I don't even log on sometimes. 
1123,1,ofc i'm breaking down on the last day of the year LDKFJSS and ofc nobody's even gonna try to make me feel better cause I'm always the one to do so
1124,0,Find the lost and the lonely. They need you.    pic.twitter.com/BtM7BpcUGQ
1125,1,Wounds and scars look beautiful on my body ...   
1126,1,Super depressed for no reason! Yaayyy. Screw my life lol   
1127,1,Today has not turned out to be a good day.     pic.twitter.com/jCG6EZ14Ea
1128,0,Having a movie day with my favorite today 😄 god I love my lil goth bean.
1129,1,Why can’t I just be happy? 
1130,0,"If you're so  that you had a dream you died and then you were annoyed when you woke up, clap your hands! ??‘�??�½??‘�??�½??‘�??�½"
1131,1,No surprised so many with  &  struggle so much when the only help you get is take drugs and if they don't work take more
1132,0,I'm so proud of myself for having a productive morning 😥
1133,1,I'm not sad. I'm sick.
1134,0,So over new years think I'm just going to sleep into the new year.  
1135,1,"When you have gone through many betrayal and disappointments in your life, you realise that it's better to keep people a few feet away from you.    "
1136,0,@KatSekhotho @Lemii_LoCo Can you falter Katli?
1137,1,"It has been so long since I last played with my makeup. I've lost interest in everything that I used to love doing. But now I'm trying my best to do things that I actually love doing haha!
Who says tanned girls can't wear bold colours? Hehe π’‹  pic.twitter.com/1VjEYHNuht"
1138,0,"I was smiling yesterday, i'm smiling today, i'll smyl tomorrow, bcoz lyf s too short to cry for anything, we nid to be strong."
1139,0,Come on blues #StateOfOrigin #Origin  #NSWBlues #nsw
1140,0,oh how i just love love love glee doing billy joel's numbers!!!!
1141,0,is in the news a lot for treating  and other conditions; but what is it? Contact us to learn more!  
1142,0,IN The heart of every Human being there's is a sense of  which cannot be put out expect by being close to Allah
1143,1,"Here it is, 1:20am, and I'm wide awake. I thought  was supposed to know my ass out? Instead my mind is racing.  "
1144,0,"Spread the love means no matter how hard life is, never stop smilling :) and be happy. Always."
1145,0,At last something honest and noble   utterly despairing but somehow full of hope
1146,1,"Not keen on Xmas? Neither am I. Chin up, chest out n remember , beyond the hype , it's just another day. . . "
1147,1,every time i think abt hobi crying i start crying
1148,0,Being  doesn't mean you're Lonely!  is feeling alone in a  with someone who can't or won't connect!
1149,0,This time last year I was on a plane to New York...
1150,0,Johnny Cash going on day three sleeping in my bed. I must be severely depressed cus he can sense it.  
1151,1,"So hard to fight the , especially during a chilly night with crickets singing!"
1152,1,"At this point in time, I'm honestly feeling like I'm 90% done with editing. Maybe just for a while, but I've lost my LOVE for it. I'm only interested in editing very specific things. I currently have zero interest in doing my own full videos for my channel. I just wanna do packs."
1153,0,@KillingTheTown is always awesome. But having @ShaneHelmsCom on too? That makes it #tremendous
1154,1,"How rich people be ? I wake up everyday and hustle hard only to be broke and that's why I'm depressed. I couldn't wake up, not have to worry about how I can make ends meet and be even remotely sad. Get a  friend they'll help you feel alive."
1155,0,Looking forward to @CongletonFC playing @FCUnitedMcr tonight. 7.30 start  #comeonthebears
1156,0,Every time I fart my dog jumps in fear hahahaha yass
1157,1,I already feel 2019's failure weighing down on me.
1158,1,Feeling a lil joyless & miserable now tho ???© 
1159,1,"""AUTISM AND DEPRESSION""  ... I hate it when I get the feels... If you suffer from autism, you'll probably get this image...     pic.twitter.com/rz3zmMaK9a"
1160,0,Hey @TheTimMcGraw #imwearingyourshirt today!! #humbleandkind  #awesomeness #timmcgraw #wqmx @949WQMX @KeepinItCntry @JulieMN13
1161,1,"Emotional day, well time of the year for me "
1162,1,"I don't want to be here anymore, and nobody would care if i did go, so why am I still here?   "
1163,0,Don't glorify . Don't rationalize .  pic.twitter.com/9kcwhSIjeR
1164,1,Even though my life is trash and filled with misery... it could be worse.  but  and it's ok bc  made two decent albums that none of y'all posers understand.
1165,1,lol I can barely overcome the depression to throw a lasagna in the microwave most days I'm not gonna devote what little energy I have to going fucking vegan and frankly fuck you for trying to shame people over their individual consumption as some uniquely evil thing.
1166,0,Or when you are  and you're all like I know all my demons we chat all the time.  pic.twitter.com/YadUUZhU6E
1167,1,"how much attention does a kid need that he tags  and  on his instagram post, man up lil bih"
1168,0,Good Morning #start 2Wheel #free course *Pune *8888006565
1169,0,Michelle Obama's Feelings of  are a Bellweather for the country: It Tells us We are Moving in the Right Direction!  
1170,0,"You don't need money to have a great life, be eccentric, be creative, be joyful, be entertaining and all you want will come!"
1171,0,@ButUCanCallMeZ I always wondered your feelings on this and I'm so glad to hear it. 😊
1172,0,"Smartest way through any complex, hard &amp; lengthy negotiation is to #consult, not #insult - #BoJo please take note. Never too late to learn!"
1173,0,I feel so confused Right now... One topic is telling me- you gotta move on or ditch this dude....  Another topic appeared saying- let's have a good time baby...  What the fuck dudes..
1174,0,Witnessed pure beauty from Ft. Lauderdale #SolarEclispe2017 
1175,1,It's so sad when you talk so highly of someone then they end up disappointing u and making u look like a pendeja
1176,0,"I don't know why I'm like this but, whenever I see him, I just smile and feel happiness when he's around💕"
1177,1,Why do I always feel the need to document my attacks? So I look back and see how dumb and helpless I look? Just a bad one. Haven’t had them in a while. I need tips and tricks to shorten them.
1178,0, and  partners in crime. One could lead to the other.Both effective in destroying lives and the spirit of young and old!
1179,1,My God we live in a sick world!   
1180,0,is in the news a lot for treating  and other conditions; but what is it? Contact us to learn more!  
1181,1,Love doing what I do but I lost focus or maybe just interest in everything else. Don't know what it is but I need to really distance myself more from a lot of things.  
1182,0,Love getting them calls 
1183,0,Chicks I don't even talk to look up to me. #flattered
1184,1,I lost interest in going outside and actually doing things...how do I get that back
1185,0,I've finished a whole jar of nutella in the past hour
1186,0,"For 2016 - Up my  game,  move out of  (since London is too expensive), beat  and maybe settle down with someone :)"
1187,0,@SueLeibman Just got an audition for a lead role in a #SAGFilm #actor #moviestar #awesome #happy  @IMDb #Me #RT
1188,1,So my blood pressure is back up
1189,0,Christmas without you     pic.twitter.com/IKzGhX6ZI8
1190,0,If I don't say goodbye that means you'll see me again maybe not right away but we'll meet again
1191,0,so I just found out that my crush is gay neh..and mind you I have an ex who is gay..I think am cursed 
1192,0,You do NOT have to be a victim of  or . Change is easier than you may think; you just have to go about it the right way.
1193,0,"Where there is the “need” for , there is ! For the strong, it is a false hope. And for the weak, it is no hope."
1194,0,the  people are the  ones..
1195,1,haven't been on Twitter all day. 
1196,1,Honestly I wouldn't I get why im the last choice for everything ??   
1197,0,So I'm pretty sure the @Indians are the MVP of the @AllStarGame  #defense #pitching
1198,0,"Psalm 95:1-7 O come, let us sing to the Lord; let us make a joyful noise to the rock of our salvation!"
1199,1,"I have lost interest in loads of things i used to love & enjoy. Depression is not just about feeling sad or down. I have always done things that i wanted to do, not because it was cool or others were doing it. Be your own person, make your own decisions in life.Lead don't follow"
1200,1,I don't want this year to be over 
1201,1,I DONT wanna cry or feel sorry for myself. Its just so hard sometimes watching your sick son in the hospital day after day.  
1202,0,just watched @Alicelevine on Love on @BBCiPlayer #hilarious
1203,0,if jk realize what taehyung did can he do that to taehyung as a revenge? i would love to
1204,0,I can't believe a burrito was left on this sink and nobody though to trash it
1205,0,Is it me or  people write better ?
1206,1,"Laying in bed eating dinner for one, watching netflix! Surely there's more to life?!   "
1207,0,and now I got tickets to Hamlet #yay #happy #londontheatre
1208,1,"No, I'm not 'depressed because of the weather,' I'm depressed because I have #depression #sicknotweak"
1209,0,"If u feel lonely, afraid, desperate, empty inside, SUICIDAL..u r not alone. I've been there...& not that long ago.   "
1210,0,"@BuffettSongs 'life is so spicy up on bar-b-q hill.....looking good, you look so fine' #soveryfine #wow #:)"
1211,0,"With two nurses in the family, dinner conversations consists of sad stories, bodily fluids and everything in between  "
1212,0,@cteeezy Lmfao look at it sober . 7102017 says 7102017 backwards lol and that was the date yesterday
1213,0,feeling like a grim reaper all day hehehe\n9 days pa 🎩✉️
1214,1,"During this time, my nephew graduated high school & my nieces sang the national anthem at a baseball game, but other than that, I didn't leave the house. I lost interest in doing things I loved like reading. I cried...a lot. I brooded...I still brood."
1215,1,Absolutly shocking service from @bookingcom especially when owed £327 Expected better from a comp Ive dealt with 4 yrs #unhappy #badservice
1216,1,That moment when u really need a hug bt u alne and ts midnyt...will jus hug a pillow instead..
1217,0,"Bertolacci will join Genoa on a dry loan with no option to buy, done deal- Sky....At last he's gone #rejoice"
1218,1,It's #AmazonPrimeDay! And I'm #broke. So in reality it just another day for me #depressing
1219,0,@emaalymaae Looks beautiful 😘
1220,1,stage of my  when everything loosing meaning but i dont think i am 
1221,0,Sometimes we need to revisit old places of pain to heal. 
1222,1,I thought when your in relationships with someone they are suppose to help build you up not tear you down
1223,1,"Once she said you are my world, now she is saying not only you exist in the earth. #pain  #heartbreaking"
1224,0,Temp dropped ...sky dark n our birds went crazy in #pdx we enjoyed #SolarEclipse2017 #amazing
1225,0,Completely sick ??¤’ On my way to the hospital instead of a Christmas party ???§  
1226,0,"@ChikagaiHeichou Carla took Eren over to a bench so he could sit down again, sensing his weariness she thought it would be best if he »"
1227,0,They say it's not my fault but I feel like it is. ???¥???¢???° 
1228,0,"@na_dirs Omg you're savage prof, this is hilarious 🤣🤣"
1229,1,"Sigh ???” another year coming to a close. For the first time in a while, I want to be alone.  (1/2)"
1230,0,"Maybe I should hang myself with the Christmas lights, there's a nice image for you. Tis the season after all.   "
1231,0,You was born with a purpose to help make the world a better place not to sit and do nothing!!! - @Balrsclub #Motivation #LoveIsland #fear ✨
1232,1,"   God, please help me."
1233,0,@jeonquality i chose the right one TIWALA PLS 😰
1234,0,"Suicide, at 50-year peak    pic.twitter.com/ORXFwCDC6G"
1235,0,Sometimes you just know.      pic.twitter.com/GuyYIRBjJr
1236,0,@TeeqoFaZe Didnt make the Teeqo OMEGLE CUT!!!!! :( 
1237,0,I’m 4 anything that’ll help but gun laws/background checks aren’t enough. We have a  problem n this country. Until we alleviate the unnecessary suffering n this country we will continue 2 experience the consequences. Hurt ppl hurt ppl. Love & support prevents & HEALS
1238,0,New years eve smh I wish I could take it back I miss u so ur smile ur laugh I want it all back but I cnt   
1239,0,NEW MUSIC FRIDAY: FIRST SINGLE OFF THE NEXT PROJECT. #untitled #mattrod #hiphop #boston #hartford #animosity #thesemycities
1240,0,Just wish people understood mental illness   
1241,1,"Came up here, a new life, after the last divorce and a year of being in pain. Slowly dissipated, but it's never gone. I've been abandoned again. Lost. Taken away from happiness. But I sure hope Debbie, if there is another world, a heaven, that she's in it. "
1242,0,I Barely Tweet???? I Have No Followers????
1243,0,"@morrgancatt you dont have a bad smile at all, you should smile more often and share your smile with all your fans"
1244,1,It's my 21st today. And about 3% people actually give a damn.
1245,0,To go back in time to the 1st grade so you can walk up and shove your bully on the playground. Little asshole.\n#StupidReasonsToUseTimeTravel
1246,0,Mystery solved. No wonder I'm a   ???‚???­ pic.twitter.com/axTpaQ3h0t
1247,0,I want some dick.  ????
1248,0,@rhyshenllan @disabledsg yes I like the idea of it . Waiting for details 😀
1249,1,No one understands me... myself included...
1250,1,"I was so hopeless. I hated myself for somehow giving up every shred of power. How did my life become an inescapable nightmare? My best friends carried me and told me just hang on, one thing at a time. My therapist said β€it all feels impossible until suddenly it isnt anymore.β€"
1251,0, little miss Debbie downer over here.
1252,1,"It's as if there's an obstacle always preventing me from being happy or reaching my goal. I probably sound ridiculous but I wouldn't be surprised if I was told that I have some type of disorder. I've lost interest in so many things now, the things I loved, I have stopped doing"
1253,0,"Insomnia is common among the . In the typical pattern, a person wakes very early and cannot get back to sleep."
1254,1,"The one time of year I dread, the one time of year I hate!!!  I hate Christmas!!  Never feel more alone &  than when it’s Christmas time."
1255,0,I can be drowning in homeworks and assignments and I'll still say yes when my friends call me out ???‚???‚???‚   
1256,0,"no offense to those who love k culture, u can love it all you want bbs!! 💖 but i just personally want to get to know my own country's-"
1257,0,@CCfunkandsoul happy birthday mate ❤ hope you have an amazing day xx
1258,0,"“Let us not become weary in doing good, for at the proper time we will reap a harvest if we do not give up.”\nGalatians 6:9 NIV"
1259,1,I thought I beat . I thought I had gone through it and came up on top. Well turns out all it took were three days and a bad turn of events for it to return.
1260,0,Be strong. Stay positive. Make them wonder how you're still smiling.
1261,1,As  comes closer to a close I want to continue to look forward to the future rather then live in the past like I have been for years due to my huge guilt over past actions including  attempt and .
1262,0,Let me ask you a question:\n\nDid you REALLY just let #worry be your first response?\n\n#blink #breathe #startover #getchafaithup
1263,0,Missing San Francisco bit my sister is helping a bit to make me forget about it. 
1264,0,Loneliness causes so much pain. Besides it teaches u how to overcome all the pains.   pic.twitter.com/gZA1jsFI54
1265,0,Won't get to see the Amazing Beautiful adopted mom on New Years Eve didn't see her on Christmas either     :-(
1266,1,"to be completely honest i've lost a lot of interest in the things i love, even the things i've only recently started to enjoy, and i don't think that's a good thing, im worried for myself (i don't even know what mx are doing)"
1267,1,Tired of waking up   
1268,1,I feel so attacked all the time ??
1269,0,Wooo so happy right now! Just bought my tickets to see @NiallOfficial next summer in Dublin.Can't wait 😁 #niallhoran #Dublin #music 
1270,0,LOVE ordering expensive gifts and receiving something NOT AT ALL like the discription or the color presented :-( 
1271,1,3 hours of sleep in the 3 days? I'm dieing  
1272,0,Jay Z came out of retirement just to drop the album of the year on y'all...let that sink in. Have a great day y'all 🙌🏿
