,id,conversation_id,date,username,tweet,hashtags,tweet_original,label
1689,1060327895460130817,1060327895460130817,2018-11-08,ahlamalsaadi88,"Btw, I am still having a fever and feeling weak” not sleeping well just stare at things or lean on walls ”😭
Also,  working on my assignment “ Exam “ about Biofilms that due Friday . Doing R classes. I think I am eating well🙂

Missing my lab work .. a bit too much !  pic.twitter.com/M6d9CvrjGX",[],"Btw, I am still having a fever and feeling weak” not sleeping well just stare at things or lean on walls ”😭
Also,  working on my assignment “ Exam “ about Biofilms that due Friday . Doing R classes. I think I am eating well🙂

Missing my lab work .. a bit too much !  pic.twitter.com/M6d9CvrjGX",1
1691,1060118964590784513,1060118964590784513,2018-11-07,onlymoonriver,"My heart is absolutely breaking.

I'm not bad, I'm not a lier, I'm just a fool.

I've fallen for someone who thinks I am all of these.

I'm not, I'm a man who is crying when he should be sleeping.

I imagine I'll be saying goodbye to Twitter very soon.

This is too much 😢😭💔",[],"My heart is absolutely breaking.

I'm not bad, I'm not a lier, I'm just a fool.

I've fallen for someone who thinks I am all of these.

I'm not, I'm a man who is crying when he should be sleeping.

I imagine I'll be saying goodbye to Twitter very soon.

This is too much 😢😭💔",1
1695,1059575601986760711,1059575601986760711,2018-11-06,luhhvin,also some ppl be expecting too much from me ... when im not studying i am sleeping ... so im not gna apologize for not “being a good friend” smh. respect the grind 😤😤😤,[],also some ppl be expecting too much from me ... when im not studying i am sleeping ... so im not gna apologize for not “being a good friend” smh. respect the grind 😤😤😤,1
1696,1059107613080608769,1059107613080608769,2018-11-04,javelinface,"Just when I thought I was recharged from 2 nights sleeping early, my body battery got some hammering tonight, just getting home now. I am breaking. And dancing was too much. Body is hurting so much. Tomorrow will be heal day. I want to play games but too tired.",[],"Just when I thought I was recharged from 2 nights sleeping early, my body battery got some hammering tonight, just getting home now. I am breaking. And dancing was too much. Body is hurting so much. Tomorrow will be heal day. I want to play games but too tired.",1
1697,1058652840502181888,1058652840502181888,2018-11-03,jazzyj_33,"literally gotten to the point where I'm not sleeping because of how anxious I am about work experience next week. AND I have two sixth form interviews in that same week!
This is all too much for me - too much challenge social anxiety wise in one week🙃",[],"literally gotten to the point where I'm not sleeping because of how anxious I am about work experience next week. AND I have two sixth form interviews in that same week!
This is all too much for me - too much challenge social anxiety wise in one week🙃",1
1701,1057336444526592000,1057336444526592000,2018-10-30,enzzocantarero,IVE BEEN SLEEPING TOO MUCH WHAT KIND OF PRIVILEGED BITCH DO I THINK I AM! 😤😤🤬,[],IVE BEEN SLEEPING TOO MUCH WHAT KIND OF PRIVILEGED BITCH DO I THINK I AM! 😤😤🤬,1
1703,1056505875043618817,1056505875043618817,2018-10-28,missadsoul,I am sooo devastated that actually talked crap to my cousin thinking its not in real i’m just dreaming about this conversation. How can i stop sleeping too much 😭🙄,[],I am sooo devastated that actually talked crap to my cousin thinking its not in real i’m just dreaming about this conversation. How can i stop sleeping too much 😭🙄,1
1704,1056291570167808000,1056291570167808000,2018-10-28,sunflowerris,WHO GAVE YOU THE FUCKINF RIGHT I AM ATTACK THIS IS IT IM DONE IM SLEEPING UNTIL MONDAY RHIS Is too Much FOR TODAY  pic.twitter.com/M6H4FRf1Ub,[],WHO GAVE YOU THE FUCKINF RIGHT I AM ATTACK THIS IS IT IM DONE IM SLEEPING UNTIL MONDAY RHIS Is too Much FOR TODAY  pic.twitter.com/M6H4FRf1Ub,1
1705,1056176969669402624,1056176969669402624,2018-10-27,devolvehealth,"Agree with Dr. Fowler's answer to ""I am experiencing  grinding teeth, sleep pattern changes (quality: sleeping too much) , loss of intere...",[],"Agree with Dr. Fowler's answer to ""I am experiencing  grinding teeth, sleep pattern changes (quality: sleeping too much) , loss of intere...",1
1709,1055860169844887556,1055860169844887556,2018-10-26,beckyisasleep,"Day 2 of anti-depressant change over: still sleeping like a log. Still feel like I am drrrunk. So, it's Friday night, and I've taken myself on a date to eat (the craving of anything edible is real btw). Quitting smoking to be paused and started again on Monday. Too much in one go",[],"Day 2 of anti-depressant change over: still sleeping like a log. Still feel like I am drrrunk. So, it's Friday night, and I've taken myself on a date to eat (the craving of anything edible is real btw). Quitting smoking to be paused and started again on Monday. Too much in one go",1
1710,1055767610480939008,1055767610480939008,2018-10-26,zhongrenbaby14,Today i am so frustrated of myself because I sleep too much. I literally wasted a 4 hour of time on sleeping instead of doing my work and now im frustrated as hell. Ugh. Im a mess.,[],Today i am so frustrated of myself because I sleep too much. I literally wasted a 4 hour of time on sleeping instead of doing my work and now im frustrated as hell. Ugh. Im a mess.,1
1711,1055740333877796865,1055740333877796865,2018-10-26,dialhforhagai,I am the master of sleeping too much while still sleeping extremely poorly.,[],I am the master of sleeping too much while still sleeping extremely poorly.,1
1712,1055457349215895553,1055457349215895553,2018-10-25,arjitanand,"An organization that looks at an employee sleeping and thinks, ""Are we working him too much?"" is my kind of organization.

I am looking out btw, if anybody is listening. 😁",[],"An organization that looks at an employee sleeping and thinks, ""Are we working him too much?"" is my kind of organization.

I am looking out btw, if anybody is listening. 😁",1
1713,1055448752092340224,1010888111763738625,2018-10-25,softgirlsareqt,"Speak Portuguese and english(can understand a lil bit of spanish but it is muy broken).
Sweaty gamer 😔
Not too much into signs, but I am ♓️ if you were ever curious.
I do have a spot for extremely cute girls.
If I don’t reply to you I am probably busy or sleeping lol",[],"Speak Portuguese and english(can understand a lil bit of spanish but it is muy broken).
Sweaty gamer 😔
Not too much into signs, but I am ♓️ if you were ever curious.
I do have a spot for extremely cute girls.
If I don’t reply to you I am probably busy or sleeping lol",1
1714,1055356090915815424,1055356090915815424,2018-10-25,nicolerambles,Im finally living my dream of having both animals consistently sleeping in my bed with me every night and now I am falling off the bed because they’ve taken over. This is what I get for too much love!,[],Im finally living my dream of having both animals consistently sleeping in my bed with me every night and now I am falling off the bed because they’ve taken over. This is what I get for too much love!,1
1715,1055207738660347906,1055207738660347906,2018-10-25,kevinusmc0844,I am on the do do list at work. It's been a long time since I have been on the work do do ist. It's not my fault. I'm not allowed to carry fast acting sleeping pills to slip to co-workers when they talk too much & to the wrong people.,[],I am on the do do list at work. It's been a long time since I have been on the work do do ist. It's not my fault. I'm not allowed to carry fast acting sleeping pills to slip to co-workers when they talk too much & to the wrong people.,1
1716,1055119679172345856,1055119679172345856,2018-10-24,selenafranco_,Why do insects sometimes stay in one spot? Are they sleeping? Are they thinking of how to kill me? Am I thinking too much into it? (Yes I am),[],Why do insects sometimes stay in one spot? Are they sleeping? Are they thinking of how to kill me? Am I thinking too much into it? (Yes I am),1
1718,1055064018698887169,1055064018698887169,2018-10-24,mylifeasviolet,"Adams snoring, I tried sleeping with my head at both sides of the bed, people honk their horns here too much at 7 am. Naturally, I am awake.",[],"Adams snoring, I tried sleeping with my head at both sides of the bed, people honk their horns here too much at 7 am. Naturally, I am awake.",1
1719,1054540951174156290,1054540951174156290,2018-10-23,thestarisr,"Ppl on here arguing over trans and exposing dudes for sleeping with trans 

I’m not getting involved in this that’s too much heat 

But I am gonna sit back and watch the outcome  pic.twitter.com/S7GWsIRl9e",[],"Ppl on here arguing over trans and exposing dudes for sleeping with trans 

I’m not getting involved in this that’s too much heat 

But I am gonna sit back and watch the outcome  pic.twitter.com/S7GWsIRl9e",1
1721,1054441886042152962,1054441886042152962,2018-10-22,dheciemeria,I cannot sleep. Took my sleeping pills. Still can't. I feel like someone's watching me. Too much Pretty Little Liars 😂 Nah kidding. I am like this when I am alone.,[],I cannot sleep. Took my sleeping pills. Still can't. I feel like someone's watching me. Too much Pretty Little Liars 😂 Nah kidding. I am like this when I am alone.,1
1723,1054203086368063488,1054203086368063488,2018-10-22,mazikhalijojo,"I just realized why i love sleeping too much,because i am it is not hurting",[],"I just realized why i love sleeping too much,because i am it is not hurting",1
1725,1054128003234574342,1054128003234574342,2018-10-22,okanaganflower,"After way too much debate, I am finally ordering a new bed frame. It’s not perfect, but it looks nice, fits with the theme of my decor and is in budget. Will hopefully be able to move it to my place next weekend. Because I am way beyond sleeping on a mattress on the floor.",[],"After way too much debate, I am finally ordering a new bed frame. It’s not perfect, but it looks nice, fits with the theme of my decor and is in budget. Will hopefully be able to move it to my place next weekend. Because I am way beyond sleeping on a mattress on the floor.",1
1726,1054108077325086720,1054108061541916672,2018-10-21,thechescapades,"I am too much of a scaredy-cat to check the basement, the attic, the backyard, or the garage. So I turn off the lights and literally run to my siblings room because I am NOT sleeping alone tonight. The music has by now stopped playing BUT OF COURSE I AM STILL SCARED AS BALLS",[],"I am too much of a scaredy-cat to check the basement, the attic, the backyard, or the garage. So I turn off the lights and literally run to my siblings room because I am NOT sleeping alone tonight. The music has by now stopped playing BUT OF COURSE I AM STILL SCARED AS BALLS",1
1727,1053758550957264896,1053758550957264896,2018-10-21,argrimnewright,Think I am going put aside tomorrow to a full day of drawing or least a good amount due to feeling like I am being too much of a procrastinator just sleeping and playing video games.,[],Think I am going put aside tomorrow to a full day of drawing or least a good amount due to feeling like I am being too much of a procrastinator just sleeping and playing video games.,1
1728,1053435377313140737,1053435377313140737,2018-10-20,sassysylvss,I am taking advantage of this sleeping in a little TOO much 😩😂,[],I am taking advantage of this sleeping in a little TOO much 😩😂,1
1729,1053320166363279360,1053312908833239041,2018-10-19,budgenrupert,"I also had my flu jab and asthma review this afternoon. All is well except that I have put on 10lbs in a year. I think I am eating too much, sleeping too much and not taking enough exercise.",[],"I also had my flu jab and asthma review this afternoon. All is well except that I have put on 10lbs in a year. I think I am eating too much, sleeping too much and not taking enough exercise.",1
1730,1053236723298328576,1053236723298328576,2018-10-19,emmagbednar,"me: *is dying*

probable causes:
- not sleeping
- not drinking any water
- being involved in too much drama
- having no free time
- eating extremely poorly and too much
- never exercising

my brain: ... it must be because i am nOt CaUgHt Up On ChIcAgO fIrE 😵🤠😵",[],"me: *is dying*

probable causes:
- not sleeping
- not drinking any water
- being involved in too much drama
- having no free time
- eating extremely poorly and too much
- never exercising

my brain: ... it must be because i am nOt CaUgHt Up On ChIcAgO fIrE 😵🤠😵",1
1731,1053190924270858240,1053190924270858240,2018-10-19,amy_frith,I AM UNFOLLOWING ALL THE RAPPER BOYS THAT GET PAID WAY TOO MUCH TO BRAG ABOUT SLEEPING WITH WHORE AFTER WHORE AFTER WHORE AS IF IT IS SOMETHING FOR THE YOUTH TO LOOK UP TO . GROW UP BOYS . YOU ARE NOT MEN . LEARN TO TREAT WOMEN WITH HONOUR AND RESPECT . LEARN TO BE WISER . ,['#wiser'],I AM UNFOLLOWING ALL THE RAPPER BOYS THAT GET PAID WAY TOO MUCH TO BRAG ABOUT SLEEPING WITH WHORE AFTER WHORE AFTER WHORE AS IF IT IS SOMETHING FOR THE YOUTH TO LOOK UP TO . GROW UP BOYS . YOU ARE NOT MEN . LEARN TO TREAT WOMEN WITH HONOUR AND RESPECT . LEARN TO BE WISER . #WISER,1
1732,1053112459870003201,1053097478206246914,2018-10-19,mikireheroism,My normal sleep schedule is around 11/12-7 but I've noticed that  with just that bare minimum I am all messed up I'm body and mind but also I hate wasting time by sleeping too much so like. Wig whatever,[],My normal sleep schedule is around 11/12-7 but I've noticed that  with just that bare minimum I am all messed up I'm body and mind but also I hate wasting time by sleeping too much so like. Wig whatever,1
1733,1052901944388247552,1052899332519809025,2018-10-18,sonpapadbts,"We wasted too much time on sleeping 🤣😂
I am feeling like I was sleeping through out the year
3 albums of BTS, 1 hixtape, world tour, my graduation, admission in post graduation everything is just dream & I will again wake up on 1st jan in movie theater showing tiger Zinda hai🤦🏻",[],"We wasted too much time on sleeping 🤣😂
I am feeling like I was sleeping through out the year
3 albums of BTS, 1 hixtape, world tour, my graduation, admission in post graduation everything is just dream & I will again wake up on 1st jan in movie theater showing tiger Zinda hai🤦🏻",1
1734,1052900572045697025,1052900572045697025,2018-10-18,larasvetlana,"I am a firm believer that too much rain can make you depressed..after 3 straight of raining I woke up in a bad mood despite sleeping amazing.. however when I walked out to my car, it wasn’t raining and even a little light was showing! Mood changed instantly!",[],"I am a firm believer that too much rain can make you depressed..after 3 straight of raining I woke up in a bad mood despite sleeping amazing.. however when I walked out to my car, it wasn’t raining and even a little light was showing! Mood changed instantly!",1
1735,1052574476410474496,1052574476410474496,2018-10-17,rowoonboo,Can Lou stop doing Vlive while I am sleeping? I JUST WANT TO TALK TO MY BOYFRIEND BUT HE BE PLAYING TOO MUCH,[],Can Lou stop doing Vlive while I am sleeping? I JUST WANT TO TALK TO MY BOYFRIEND BUT HE BE PLAYING TOO MUCH,1
1736,1052222394260213761,1052222394260213761,2018-10-16,17_breewallace,Lol i am a DIE HARD ROCKETS FAN! U can’t tell me shit....but i have the same energy towards Derrick Rose(keep sleeping) & Kyrie Irving so not too much on Boston it’s lit tonight😂✅,[],Lol i am a DIE HARD ROCKETS FAN! U can’t tell me shit....but i have the same energy towards Derrick Rose(keep sleeping) & Kyrie Irving so not too much on Boston it’s lit tonight😂✅,1
1738,1051944780245086208,1051944780245086208,2018-10-16,haleydaze,"I'm hungry and have things to do but Oliver is sleeping on my lap so I can't move. 

This is how I die, from too much dog cuddles. 

I am ok with this.",[],"I'm hungry and have things to do but Oliver is sleeping on my lap so I can't move. 

This is how I die, from too much dog cuddles. 

I am ok with this.",1
1740,1051359187865927680,1051359187865927680,2018-10-14,lokisdestiny,last night i was already sleeping as someone knocked at my door. my dumbass jumped up and chirped 'MICHAEL'... maybe i am playing too much dbd,[],last night i was already sleeping as someone knocked at my door. my dumbass jumped up and chirped 'MICHAEL'... maybe i am playing too much dbd,1
1744,1050708553420410880,1050708553420410880,2018-10-12,borton_pam,"Amazing event our Young Professional Board put on last night - The WaveMakers! Phenomenal finalists, have already accomplished more than most do in a lifetime. A comment I heard, “I need to go home and get to work after listening...I am sleeping way too much.” 😊  pic.twitter.com/O1qWveNiTH",[],"Amazing event our Young Professional Board put on last night - The WaveMakers! Phenomenal finalists, have already accomplished more than most do in a lifetime. A comment I heard, “I need to go home and get to work after listening...I am sleeping way too much.” 😊  pic.twitter.com/O1qWveNiTH",1
1745,1050598096151830528,1050598096151830528,2018-10-12,koshlydia,"something should be done to the public vehicles sector because it's becoming too much, people are dying others are hurting. Till when will we cry to the government.I am so angry I don't get to take a walk with my kids because I was injured when someone was driving while sleeping",[],"something should be done to the public vehicles sector because it's becoming too much, people are dying others are hurting. Till when will we cry to the government.I am so angry I don't get to take a walk with my kids because I was injured when someone was driving while sleeping",1
1747,1050188225468219392,1037154903699804160,2018-10-11,strawbirdiex0,"I am in the depths of mixed episode Hell. I am so manic and agitated and depressed. Teary, emotional, barely sleeping, drinking too much caffeine bc I’m paranoid about going to sleep. Just had a really bad panic attack. Like BAD.",[],"I am in the depths of mixed episode Hell. I am so manic and agitated and depressed. Teary, emotional, barely sleeping, drinking too much caffeine bc I’m paranoid about going to sleep. Just had a really bad panic attack. Like BAD.",1
1750,1049745871011762176,1049745871011762176,2018-10-09,lukehodges15,I am probably the only one who spaces out his day because of my dog and his sleeping so he sleeps enough during the day but not too much or close at bedtime so he sleeps at night too.,[],I am probably the only one who spaces out his day because of my dog and his sleeping so he sleeps enough during the day but not too much or close at bedtime so he sleeps at night too.,1
1751,1049697400581840897,1049697400581840897,2018-10-09,yeo_llovexo,Shit. I am never sleeping after I eat too much ever again. I swear I felt myself choking as I had that nightmare last night.,[],Shit. I am never sleeping after I eat too much ever again. I swear I felt myself choking as I had that nightmare last night.,1
1752,1049686323521613825,1049686323521613825,2018-10-09,superfraggle,"Those of you here yesterday could tell how Tired I was Yesterday, since then I have had around 3 hours sleep - very unlikely I will stream later. If I am not sleeping too much I am sleeping too little, whats it like to sleep normally?",[],"Those of you here yesterday could tell how Tired I was Yesterday, since then I have had around 3 hours sleep - very unlikely I will stream later. If I am not sleeping too much I am sleeping too little, whats it like to sleep normally?",1
1753,1049482021804728320,1049482021804728320,2018-10-09,marichitsg,"The trail appears & vanishes before me. The garden walls are leaking, the soil is sick. Too much of real seeping in. The spell sits on the tips of my tongue & fingers. I am too tired & too lonely to summon the magic it will take. I feel like sleeping instead for a hundred years.",[],"The trail appears & vanishes before me. The garden walls are leaking, the soil is sick. Too much of real seeping in. The spell sits on the tips of my tongue & fingers. I am too tired & too lonely to summon the magic it will take. I feel like sleeping instead for a hundred years.",1
1755,1049151166062387200,1049151166062387200,2018-10-08,_lesleysolano,"I am not able to sleep at all when I have too much on my mind or I’m stressed, but these sleeping pills are about to knock me out until tomorrow",[],"I am not able to sleep at all when I have too much on my mind or I’m stressed, but these sleeping pills are about to knock me out until tomorrow",1
1756,1048908403752361984,1048908403752361984,2018-10-07,loveme_roro,"I Ate Too Much Lastnight, Got Full & Caught The Itis. Took A Long Nap On The Couch, Woke Up At Like 1:30AM...Now Here I Am, Still Up At 6:10AM While Babe Is Sleeping Peacefully 😒",[],"I Ate Too Much Lastnight, Got Full & Caught The Itis. Took A Long Nap On The Couch, Woke Up At Like 1:30AM...Now Here I Am, Still Up At 6:10AM While Babe Is Sleeping Peacefully 😒",1
1760,1048164616973369344,1048164616973369344,2018-10-05,ankyoungmi_jell,I really don't think I'll be sleeping any time soon tonight... the wind is howling so badly it's scaring me too much. strange considering how much of a horror fan I am? idgaf; it's creeping me out my anxiety is thru the roof,[],I really don't think I'll be sleeping any time soon tonight... the wind is howling so badly it's scaring me too much. strange considering how much of a horror fan I am? idgaf; it's creeping me out my anxiety is thru the roof,1
1761,1047722052470226944,1047722052470226944,2018-10-04,naisudubu,"yeah i am sleeping late again, too much homework",[],"yeah i am sleeping late again, too much homework",1
1763,1046997398168453121,1046997398168453121,2018-10-02,blakebenson42,"I am jealous of people who are able to go to bed even though their work is unfinished. That shit gives me too much anxiety, it HAS to be done before bed or I'm not sleeping",[],"I am jealous of people who are able to go to bed even though their work is unfinished. That shit gives me too much anxiety, it HAS to be done before bed or I'm not sleeping",1
1764,1046890228391301120,1046890228391301120,2018-10-02,09sonia12,Day 73: I am not sleeping because I am hoping to get a message. But deep inside I know I won't anyway so I'll probably just go to sleep. I probably talk too much... Idk dudes,[],Day 73: I am not sleeping because I am hoping to get a message. But deep inside I know I won't anyway so I'll probably just go to sleep. I probably talk too much... Idk dudes,1
1767,1046345276342992896,1046345276342992896,2018-09-30,rinoaaa,I went from constant insomnia and never sleeping to now sleeping -too much- and thus I am awake at 3:30 am because I took a 3 hour nap during the day :'D,[],I went from constant insomnia and never sleeping to now sleeping -too much- and thus I am awake at 3:30 am because I took a 3 hour nap during the day :'D,1
1768,1046286402424623105,1046286061058560006,2018-09-30,portaltohades,Aka i am still feeling off for accidentally sleeping for 15 hours cuz Ive been too much in work mode prior,[],Aka i am still feeling off for accidentally sleeping for 15 hours cuz Ive been too much in work mode prior,1
1769,1046230262911135746,1046230262911135746,2018-09-30,youngchrissss,Thought I’d stop by my fathers house for dinner and it’s been 3 hours and his gf is still sleeping. No wonder he eats too much fast food 🙄 I am not pleased  pic.twitter.com/AVyqhUMVDR,[],Thought I’d stop by my fathers house for dinner and it’s been 3 hours and his gf is still sleeping. No wonder he eats too much fast food 🙄 I am not pleased  pic.twitter.com/AVyqhUMVDR,1
1770,1046211620190507009,1046211620190507009,2018-09-30,loueyville,I slept 14 hours last night and my delightful husband has been napping since 6p (yes I am the kind of person who checks on him every half hour to make sure he’s breathing). I think we need a vacation. Sleeping this much means we’re both under too much stress. (Or we’re lazy.),[],I slept 14 hours last night and my delightful husband has been napping since 6p (yes I am the kind of person who checks on him every half hour to make sure he’s breathing). I think we need a vacation. Sleeping this much means we’re both under too much stress. (Or we’re lazy.),1
1772,1045441699374354433,1045441699374354433,2018-09-28,glttrbaby,everyone’s already in nyc and here i am still in buttfuck virginia UNTIL 5 AM but i’m not sleeping tonight 1 bc i’m too anxious and 2 bc i have too much to do and i just don’t feel like it,[],everyone’s already in nyc and here i am still in buttfuck virginia UNTIL 5 AM but i’m not sleeping tonight 1 bc i’m too anxious and 2 bc i have too much to do and i just don’t feel like it,1
1773,1045074212120133633,1045074212120133633,2018-09-27,miss_tarrync,Is sleeping through the night too much too ask? I am tired 😭,[],Is sleeping through the night too much too ask? I am tired 😭,1
1774,1045064524959813632,1045064524959813632,2018-09-27,_jamaisjamais_,The days have been long. I’m not sleeping well. Too much stress at work. I am going through an anxiety thing so I’ll be over here taking a break. 💋,[],The days have been long. I’m not sleeping well. Too much stress at work. I am going through an anxiety thing so I’ll be over here taking a break. 💋,1
1776,1044957666773209088,1044957666773209088,2018-09-26,csmigliani,"Im at this heinous age where I am both youthfully whimsical and have adult cynicism. Example- I was so excited it’s finally cold out then realized that I’m only happy cuz I have the privilege of sleeping in a warm house cuz some people don’t have that. 

I also think way too much",[],"Im at this heinous age where I am both youthfully whimsical and have adult cynicism. Example- I was so excited it’s finally cold out then realized that I’m only happy cuz I have the privilege of sleeping in a warm house cuz some people don’t have that. 

I also think way too much",1
1777,1044820417251364869,1044820417251364869,2018-09-26,yuraatchka,"I haven’t been active bc my dad has unplugged the WIFI (unless he is working on his laptop which is 20 min a day) because I am not ‘productive’, I have been sleeping too much it and it feels really good tbh. 😂",[],"I haven’t been active bc my dad has unplugged the WIFI (unless he is working on his laptop which is 20 min a day) because I am not ‘productive’, I have been sleeping too much it and it feels really good tbh. 😂",1
1778,1044570442634330112,1044570442634330112,2018-09-25,laurieaeakes,"Maybe it's the rain + cold + too much to do in too little time, and I am feeling somewhere between sad and stressed. My  is sleeping under the bed and I'd like to join him.",['#cat'],"Maybe it's the rain + cold + too much to do in too little time, and I am feeling somewhere between sad and stressed. My #cat is sleeping under the bed and I'd like to join him.",1
1779,1044353422147743745,1044353422147743745,2018-09-25,laronhanz,skskskksskksks i am literally gonna die today for sleeping too much,[],skskskksskksks i am literally gonna die today for sleeping too much,1
1780,1044216414393909253,1044216414393909253,2018-09-24,nihaokyanne,"been sleeping way too much, legit i am awake like 10 hours out of the day max lol",[],"been sleeping way too much, legit i am awake like 10 hours out of the day max lol",1
1781,1044135291949244416,1044135291949244416,2018-09-24,josephineong11,"My advisor suggested cutting down on coffee. My response: nope you know coffee is my lifeblood. That’s just not gonna happen.

And yet here I am, sleeping way too late cause I had too much caffeine again. I just never learn LOL.",[],"My advisor suggested cutting down on coffee. My response: nope you know coffee is my lifeblood. That’s just not gonna happen.

And yet here I am, sleeping way too late cause I had too much caffeine again. I just never learn LOL.",1
1783,1043878829654036482,1043878829654036482,2018-09-23,oliviacdouglas,I couldn't sleep at all last night because my cat was sleeping between my legs and wouldn't budge. I am trying to go back to sleep the next day and she continues to curl herself between my legs. I love her so much but omg my legs hurt too much!  pic.twitter.com/BvBTIhVWlz,[],I couldn't sleep at all last night because my cat was sleeping between my legs and wouldn't budge. I am trying to go back to sleep the next day and she continues to curl herself between my legs. I love her so much but omg my legs hurt too much!  pic.twitter.com/BvBTIhVWlz,1
1784,1043759697147224064,1043759697147224064,2018-09-23,mmeza198,the amount of hours i sleep throughout the day is too much smh i am sleeping my life away,[],the amount of hours i sleep throughout the day is too much smh i am sleeping my life away,1
1786,1043415599576231936,1043415599576231936,2018-09-22,zandra55696960,I have my first marching band competition tomorrow (technically today since it's 4:22 am rn for me) and I am really worried. My section has put too much pressure on us for this competition. I can't sleep and there is no point in sleeping now. Wish me luck. Probably gonna need it,[],I have my first marching band competition tomorrow (technically today since it's 4:22 am rn for me) and I am really worried. My section has put too much pressure on us for this competition. I can't sleep and there is no point in sleeping now. Wish me luck. Probably gonna need it,1
1787,1043194299590967301,1043194299590967301,2018-09-21,colleb95,"Good morning! After 3 or 4 days of excessive sleep, I've cut my meds in half. The Cymbalta is the same. I'm sleeping way too much and I am a zombie all day that can't wake up with exceedingly amounts of caffeine. Either there's something wrong with me or I'm feeling someone else.",[],"Good morning! After 3 or 4 days of excessive sleep, I've cut my meds in half. The Cymbalta is the same. I'm sleeping way too much and I am a zombie all day that can't wake up with exceedingly amounts of caffeine. Either there's something wrong with me or I'm feeling someone else.",1
1793,1042163409956073475,1042163409956073475,2018-09-19,vivaladommyb,"I mean at this point in my life I am just waking up, working, smoking way too much, going to the gym, smoking more, barely sleeping and waking up to do it all again. I am way too good at being a functional pothead.",[],"I mean at this point in my life I am just waking up, working, smoking way too much, going to the gym, smoking more, barely sleeping and waking up to do it all again. I am way too good at being a functional pothead.",1
1794,1042148750687457281,1042148750687457281,2018-09-18,phephethwa_,"oy, almost forgot my nightly tweet whining about sleeping alone when what i really mean is i am worried i might die alone because i ask for too much. hahaha.",[],"oy, almost forgot my nightly tweet whining about sleeping alone when what i really mean is i am worried i might die alone because i ask for too much. hahaha.",1
1796,1041831950368026624,1041831950368026624,2018-09-18,icyypink,I am either sleeping too much or not sleeping at all. What’s this now 😔,[],I am either sleeping too much or not sleeping at all. What’s this now 😔,1
1797,1041779999328661504,1041779999328661504,2018-09-17,rebel_red_c,"tw// alcohol 
last night i went out drinking with friends and had too much too fast. thankfully i am okay and they were able to get me to the hospital. i was discharged last night and have been sleeping and sipping water. i love you all so much and this was a big wake up call",[],"tw// alcohol 
last night i went out drinking with friends and had too much too fast. thankfully i am okay and they were able to get me to the hospital. i was discharged last night and have been sleeping and sipping water. i love you all so much and this was a big wake up call",1
1798,1041497219155877888,1041497219155877888,2018-09-17,thetiredwraith,"SO has been (I think) feeling worse, and being awake like 4-5H a day tops, and as a result I am feeling worse and sleeping too much as well. Fucking domino effect.",[],"SO has been (I think) feeling worse, and being awake like 4-5H a day tops, and as a result I am feeling worse and sleeping too much as well. Fucking domino effect.",1
1800,1041279718681661440,1041279718681661440,2018-09-16,wikotico,So power went off last night and instead of sleeping I made this....I am proud of it....Just don't look at his face too much...  pic.twitter.com/yRWiKbGG4F,[],So power went off last night and instead of sleeping I made this....I am proud of it....Just don't look at his face too much...  pic.twitter.com/yRWiKbGG4F,1
1801,1041061984467345410,1041061984467345410,2018-09-15,dessaa_l,"My roommate told me I sleep too much. I told her I’m great at two things : sleeping and eating 
Today she was amazed at how good I am at doing those two things",[],"My roommate told me I sleep too much. I told her I’m great at two things : sleeping and eating 
Today she was amazed at how good I am at doing those two things",1
1804,1040598645505224706,1040479568040275969,2018-09-14,susanritenour2,Very frustrating in my case it is just that too much pain laying skin burning body throb. etc. I sleep a couple hours on nights I am spent completly exhausted could not even tell you what year I slept four hours straight. Wish i liked sleeping pills wait I couldnt get those now,[],Very frustrating in my case it is just that too much pain laying skin burning body throb. etc. I sleep a couple hours on nights I am spent completly exhausted could not even tell you what year I slept four hours straight. Wish i liked sleeping pills wait I couldnt get those now,1
1805,1040547644249178112,1040547644249178112,2018-09-14,rayreadsalot,I am doing way too much sleeping. It is becoming a problem.,[],I am doing way too much sleeping. It is becoming a problem.,1
1806,1040514905441366017,1040514905441366017,2018-09-14,fldogmom,"I’ve come to the conclusion that I need to start taking better care of myself. I am working too much, not sleeping enough, not eating enough or well enough. I need to sleep and cook and eat. 😕",[],"I’ve come to the conclusion that I need to start taking better care of myself. I am working too much, not sleeping enough, not eating enough or well enough. I need to sleep and cook and eat. 😕",1
1807,1040362002793803781,1040362002793803781,2018-09-14,fucktohme,Truth is I am a morning person whenever I wake up early with sufficient sleep I just don't like to identify as a morning person to justify sleeping too much,[],Truth is I am a morning person whenever I wake up early with sufficient sleep I just don't like to identify as a morning person to justify sleeping too much,1
1809,1039903139653185538,1039903139653185538,2018-09-12,nakatami64,"Hey there internet, it's your girl Nakatami64 and I am exhausted. I don't really want to get too much into everything but this depression is hitting me hard. I haven't been sleeping well, I've lost most of my appetite and it's gotten harder and harder to smile lately. 1/5",[],"Hey there internet, it's your girl Nakatami64 and I am exhausted. I don't really want to get too much into everything but this depression is hitting me hard. I haven't been sleeping well, I've lost most of my appetite and it's gotten harder and harder to smile lately. 1/5",1
