numb,tweet,label
1830,Sitting in my aunt's house taking over her internet! ,0
1831,my day was amazing ,0
1832,There is also another weird thing going on with my body. I am overeating but not getting satisfied and I am drinking lots of water but still feel dehydrated yet I keep peeing every 30 minutes. My body is not behaving well at all. Is this what day 599 without sex feels like? 😭😭,1
1833,should be asleep. but im listening to the hist ,0
1834,hellogoodbye will be walking-distance from my house in exactly 8 hours!  too bad I cant go.,0
1835,"Do you guys ever have trouble falling asleep because your brain is exploding with creativity? I'm improving 4-handed piano music in my head right now, and I can't even play piano. But it sounds absolutely amazing... sigh.",1
1836,No one can provoke you. No one can make you happy or unhappy. You are the one in control.,0
1837,"@mariqueen http://twitpic.com/60vsh - I concur  Wow @aialamode is absolutely beautiful  very nice pic, is this the better quality u  ...",0
1838,"??’€â€¢What ""I'm Fine"" really meansâ€¢??’€   pic.twitter.com/8AGOTjdGZh",0
1839,"「食欲」という意味の""appetite""
という単語を知ってる人は多いはず。
例えば、「食欲旺盛」は
""I have a good/heavy appetite.""
というんだよ。
逆に食欲がいつもない時は
""I have a poor appetite.""
っていうんだよ。",1
1840,"I know your mind is telling you that you would be better off dead, but your mind is a damn fucking liar! 💕
IF someone deserves to be on this planet, it's YOU! U r so kind, so beautiful, so strong, so full of love & light. Maybe not to urself but u made so many ppl feel better.🤗",1
1841,"I'm changing to someone else .. the one i don't want to be..
I've become easily irritated, easily bored & aggressive more than ever",1
1842,"i am really struggling with feelings of worthlessness today. nymph is managing to not capitulate, but the victory feels hollow.",1
1843,has three competition running at the moment - gig tickets &amp; sunglasses  check out www.onesmallseed.net to find out all the details.,0
1844,@mizuvera I hope didn't scare other people who owned this figure that he will move at midnight 😂,0
1845,Just to let you know if I seem tired and not doing as much its because I am still kind of sick and been having trouble staying asleep lately. Like I have dreams that have so much going on in them I will wake up every 2 to 3 hours <3,1
1846,I'm so excited for this new year to come. I have so much hope for myself. I believe in myself more than I ever have before. & I'll be damned if I let myself down.,1
1847,God's  is the antidote to . He will never leave us. ,0
1848,"Still making sense of  being on 9/11. The irony of a day that changed my life & made me what I am today, a veteran who struggles with invasive thoughts of suicide. I would not be here if I didn't seek help. 

Please, talk to somebody if you need to.",1
1849,"I was so hopeless. I hated myself for somehow giving up every shred of power. How did my life become an inescapable nightmare? My best friends carried me and told me just hang on, one thing at a time. My therapist said “it all feels impossible until suddenly it isnt anymore.”",1
1850,@AdorkableMellie I love that! What kind?? ,0
1851,"I'm blaming the weather and poor sleep over the past week, but I have no appetite and my stomach is unhappy.",1
1852,There is so much noise in my house I'm having trouble concentrating on the show! I have to keep rewinding! I have NO clue what is going on with Dave and Amber right now.... ,1
1853,@fedgrub thankyouu ,0
1854,I always complain about not having friends then I get around people and become easily irritated 🙃,1
1855,"@tshiunghan if it's just copy, and it's casual - no content - no problem. I need something to colour up the PHP cramming ",0
1856,Im gonna see Raphael Saadiq perform live tonight ,0
1857,"

""Who do you think you are? Coming into my house like a thief, sleeping with my wife?"", Pudgy short man with too much makeup and old wig yelled while pulling his blade from the scabbard. It was a fine blade, wasted in his hands, just like his wife.

""I am Atlantes.""",1
1858,"I feel like people struggle with thoughts of suicide in silence when they don’t have to. I still have thoughts from time to time, but this is a reminder that life gets better, just stick in there.  pic.twitter.com/VDmziCjZ35",1
1859,last day of school ,0
1860,"maybe im better off dead, if i was would it finally be enough to shut out all those voices in my head? oo oooooooo",1
1861,@w4rw1ck meeeeeh shitty  youu?,0
1862,"If I am ever found dead because of overeating, please note that the blame should only come on Bedmi Poori Subji & Chola Bhatoore at Bikanervala. ",1
1863,I feel like people only ever text me when I'm sleeping  ,0
1864,Absolutely beautiful today. Headed out to hit yard sales and run errands. Twitter people have a wonderful Friday. ;-D  ,0
1865,"This is the first new years eve I have not spent with friends. You'd think I'd feel old, or sad, or like it's the end of an era, but mostly I just feel tired. Goodnight everyone, enjoy your fireworks and fizzy beverages 🍾🍾🍻🎉🎆🎇🎈🎈",1
1866,"In 2019 if I don’t:
- lose weight 
- become clever 
- BE PENG 
I have let myself down smhhhh",1
1867,Idk if I get bored easily or what.. But it's such a struggle for people to keep my attention lol,1
1868,Lost interest in all things I'm doing :)),1
1869,Can't wait 4 a real bed!  haha,0
1870,@JamesJumpsuit  ill be in bakersfield sunday!! lol  for rockin roots.,0
1871,"update :
so after a 17hrs fast i may or may not binged ( not a binge tbh more like an overeating ) then purged but i am going for a 20hrs fast for tomorrow' + a 10k walk so i guess we're fine ++ gonna weigh myself tomorrow marty i am scared..",1
1872,@hestia_berna !!!!!!!!! Arrrgh! My reputation!! lol!!   ,0
1873,@iTeedee frenchspin.com it's called movielicious ,0
1874,"They take things that I feel hopeless to change on my own and change them. They campaigned against Warner Brothers for years to stop using child slavery for chocolate, teaching young people to use the tools they're now using in other non-profits and the DSA.",1
1875,@kreeshaturner 'morning! Have a great day today. ,0
1876,"i hated holidays and would spend them in my room alone, but today was the first time in a while that i sat down with my family and had a great time. i love my family and my friends. thank you for everything. i realized the amount of potential i have and i wont let it go to waste!",1
1877,"Also, I finally caved and ""viewed my year"" on fb. Made me feel more  than  ....thanks, Facebook. ???¬",0
1878,@comeagainjen goodnight. im from Vancouver BC ,0
1879,@cjlambert yeh im not so much into his 'hotness' as his embarrassing of Mr English's decision to irrationally stop saving for super ,0
1880,During exam season I become very easily irritated. But I am blessed/thankful to have my Mummy Ji and Veer Ji for being understanding during this period.,1
1881,Anything irrelevant and negative bores me and I'll become easily irritated.,1
1882,"You guessed it, I am trying to work out what next year, actually means to me, and whether or not I would be better off dead, and if not, what I am going to do, actually.",1
1883,"I run into this question all the time and I always feel my answers aren’t authentic. 

Fan fiction has influenced me more than anything.  Writing from the heart, no matter how weird.

Fuck it. I’m tired of giving pat answers. Time for a little truth.",1
1884,DONT WANT TO SLEEP YET!!!1!!1!! SUCH A STRUGGLE TO KEEP MY EYES OPEN. I HAVE GET MY SUNSHINE'S ATTENTION & BE AN EMOTIONAL BITCH.,1
1885,"i have accidentally lost 7lbs this year and i'm blaming my feeble attempt at lifting this spring coupled with my poor appetite, there's no way i'll get cena levels of swole",1
1886,shares LONG BLOG.  http://tinyurl.com/m6xhm9 (A MOMENT TO REMEMBER) http://plurk.com/p/xllpx,0
1887,"A habit that I have been trying this past year which I intend to carry forward is to stop perpetuating self-depricating content. I don't want to humiliate or put myself down for a meme or a joke, and I hope you might consider that too. Let's build each other up instead in 2019✨",1
1888,@modejunkie awww sweetness! But he's still a cutie! ,0
1889,Anyone know any testers who need a job?  I need to hire people for my team ,0
1890,I open up our class page and become angry. Always. Why are people so rude to one another for no reason..plz calm tf down,1
1891,i am sleeping way too much at the moment,1
1892,The older I get the more easily irritated I become.,1
1893,"I need to go to the doctor:
I haven't been sleeping well, eating at all, enjoying my hobbies and just have trouble concentrating at work... Also I've lost like 5lbs in the past week so... Am I dying? Also I haven't gotten a check up since I nearly died in December. 🙃",1
1894,"me: *is dying*

probable causes:
- not sleeping
- not drinking any water
- being involved in too much drama
- having no free time
- eating extremely poorly and too much
- never exercising

my brain: ... it must be because i am nOt CaUgHt Up On ChIcAgO fIrE 😵🤠😵",1
1895,"yeah i am sleeping late again, too much homework",1
1896,"I got offended, become easily irritated these few days. Can someone come and cheer me on? 😢😭",1
1897,@mileycyrus its true that all you need is love but sometimes you have to think about if your getting love from the right person  x,0
1898,@PercivalRoad Yes...at your shop!....nothing new from me yet...maybe this weekend ,0
1899,@mrosenbaum711 Happy Birthday 🎈🎊🎁 Have an awesome filled day of awesomeness.,0
1900,"&quot;Viewers of my LinkedIn profiel also viewed Barack Obama, Francisco van Jole and Erwin Blom.&quot; I'm in good company. ",0
1901,I’m so fucking depressed right now. I’ve lost all interest in things I used to genuinely enjoy. All I’ve been doing is sleeping. I’m letting all my grades slip. I have this feeling constantly lingering over me and I can’t describe it. Everyday I cry as at least once.,1
1902,gunna have brunch and watch The Rocker ,0
1903,@karenlynnn I'm just a dabbler but I'm very glad to meet you as well. 😊,0
1904,i feel like I am a failure weewh,1
1905,@JimLanzalotto Absolutely! You might catch me at Mac and Manco's as well ,0
1906,is drinking Barq's and getting ready to eat some pizza and hanging out with Brian. I like this weekend. ,0
1907,Day 3. Hard work today. I could become a little angry for no reason and eat loads of crap. Think I need to chain me sen tut computer & work,1
1908,hey twitter first time i've been able to get on here today!! ,0
1909,Are there any good guys left? ,0
1910,"@DigitalPension Sure appreciate you posting the link to the EasyTweetProfits &quot;Fine Print,&quot; Thanks! ",0
1911,JUST NOTICED A MISTAKE OMG I AM A FAILURE DKWBDJD,1
1912,"I feel so old, I have 30 minutes left of 2018 and I couldn't be more tired😩",1
1913,i am a faucet failure i got drip,1
1914,Gettin ready for work. Love working OT gonna love that paycheck even more ,0
1915,"thank goodness ,I feel normal again. I still have trouble falling asleep 😴",1
1916,Nothing quite like finding good amp settings from a solid state amp ,0
1917,"If I am not wrong not a single candidate backed by Hafiz Saeed won the election. Ludhianvi lost too.TLP poor show. The total vote count will show but Pakistanis have proved once again they have little appetite for extremism. Why are these groups made to represent us? 
",1
1918,Mmmm. I think that was my first beer in six months. Worth waiting for ,0
1919,Just suddenly feel weary in my bones. Lol. Like my soul is tired of failing.  but i havent failed failed... just not where i  aimed to be. I am still grateful🙏🏾,1
1920,every time im learning a song on the piano i become easily antsy & irritated and i hit my head against the piano when i miss a key,1
1921,loves a follow friday! ,0
1922,I already feel tired of 2019..... What an exhausting year!,1
1923,@thebeatfreaks thank you so much for coming to hawaii. have fun in guam ,0
1924,solar eclipse = annoyed mood but grateful. #cantwait #awe #cool #soon,0
1925,@FlorenceKincaid he was...he said it.look on aftermath's site... ,0
1926,I think I'm addict to cougars because women my age can't handle me mentally they struggle to keep my attention,1
1927,I forgot that I’m so annoying when I try to study. I have trouble concentrating and I yawn constantly as some weird type of coping mechanism. I hate this rn but  pic.twitter.com/cXPATyHP8G,1
1928,Just been to see Night At The Museum 2. It was a really good  I'd recommendd ,0
1929,"Last night was so weird. I usually don’t have trouble falling asleep, but for some reason I had sooo much trouble falling and staying asleep.",1
1930,@Corple Thanks~ ,0
1931,"True story about BETTER OFF DEAD -- we had a VCR growing up but no cable, so I'd have my cousin record random movies on VHS and that would be my way to watch movies. First one was BETTER OFF DEAD and I suspect I watched that movie about 200 times. A formative flick for me.",1
1932,"PSA
 to the political pages who are fallow me I will not fallow you back I'm here to feel better not to be brought down  by that bullshit",1
1933,Night  where I have trouble falling asleep 😒,1
1934,super tired... it's too early to be awake on a weekend. kings island later ,0
1935,Walmart: hair dye and ice cream. ,0
1936,"good to know i struggle with my mental illness and fighting intrusive thoughts daily just for people to make fun of suicide. glad i could provide a punchline. 
/s",1
1937,@eddyizm so they're all torn up and awesome and look all dragged around.. but not TOO dragged around  dadblasted rain crampin my style ,0
1938,Apparently the only hardware that doesn't suck is my vaccuum cleaner. I'd like to donate it to @donttrythis for a bit of a C4 treatment. ,0
1939,some days I feel like I would be better off dead,1
1940,"""What were ypur accomplishments this 2018?""

Can't think of any. I am a failure and i wanna kms. Next question please.",1
1941,"""We live as we dream - alone"" (Joseph Conrad)  ",0
1942,"@martyfriend BTW, loved the extra organ solo @ the 7PM last night. ",0
1943,"@rickylacy on the other hand, a man is as young as the woman he feels... ",0
1944,"""You know, sometimes, I don't know why,But this old town just seems so hopeless.I ain't really sure, but it seems I remember the good timesWere just a little bit more in focus."" - Tom Petty",1
1945,@HousecatHST Quite a picture you are forming you suave white boy ,0
1946,My 2018 was very interesting it started off with me in year 12 (16 years old) with me not knowing what I want to do with my life and I’m going to be honest with everyone I can say that i was very depressed throughout the year just worrying about stupid things!,1
1947,#RantsAndRaves Re: I hate people that... : Thank you for the laugh   ------------------------.. http://chilp.it/?482237,0
1948,"Your love goes down like Henny and coke. I can feel it in my chest, I’m about to choke 😩",1
1949,@mrsjackbauer7 haha omg it works now... finally! ,0
1950,I don’t get angry a lot but I hate being angry at people.I could be in a fiery rage& then eventually become calm again.But two days later while were eating ice cream my fire could just randomly ignite again& I punch u in the face for no reason.🤦🏾‍♀️🤦🏾‍♀️😂😒,1
1951,had my cold shower infused with salt - feeling fresh and human once more. lunch/dinner was hard boiled eggs with fishball soup ,0
1952,Quite bad how easily I can become really fucking angry for no reason. It's so ridiculous.,1
1953,@mensdomain Glad to hear it sweetie  Been a rough few days but I'm feeling much better thank you!!,0
1954,"I went outside and now I really ought to be making food happen but first I just have to die a little

It's like the sun just stabs inside me and all my energy just bleeds onto the floor.

Why doesn't my Arab heritage give me heat immunity?????????? That's how it works right?????",1
1955,@Terracegirl Your daughter sounds like a right star ,0
1956,"That new organ damage (three more instances followed later) has meant an even worse tolerance to carbs. So, with my gastroparesis I have to eat 7 tiny low-carb meals and 1-2 high carb ones per day (while vegetarian, low on money and with little energy to cook). Fun times.",1
1957,Im really sorry for being inactive and going on and off in this account. Work just...took all my time and motivation to do the things i like doing . I honestly lost all interest in like 90% of what i used to love. It's so fucking shitty of me im really sorry,1
1958,"""I never would have suspected my symptoms were symptoms; rather, I considered these traits—my messiness, forgetfulness, trouble concentrating, important-document-losing—to be embarrassing personal failings.""",1
1959,"I am a teacher and I struggle with suicidal thoughts. It doesn’t romanticize it. Look closer, ignore the suicide, pay attention to the themes that surround it. If can’t watch it, don’t. Don’t speak for all of us who could be triggered by it. For some of us it’s a healing series.",1
1960,Look okay I’m happy she’s happy BUT I have such little energy,1
1961,"God I love maternity leave on hot,sunny, lazy, baby having good long sleeps days  long may it last.....",0
1962,Anyone care to comment on last nights Hells Kitchen?? Well.... ,0
1963,My cat and I have a sore throat at the same time. 🤒 His meow has been squeaky since yesterday morning. Poor furball. At least it hasn't affected his appetite! 😺,1
1964,"maybe I'm better off dead, if I was, would it finally be enough to shut up all those voices in my head",1
1965,"Lately all i am is tired. Go to sleep tired, wake up tired. take 3 naps a day....still tired. Even my ""sleep"" is just short naps cuz i have trouble staying asleep too.",1
1966,@archiehamilton that's ok - Zeb copes well with bossy women... in English or Chinese  ,0
1967,It would really be great if I didn’t have so much trouble falling asleep,1
1968,we not doing no half-assed lovers nor half-assed friends it’s full cheeks or nothing you little bitch I do not have the time nor the energy  pic.twitter.com/yZDX3dYoAT,1
1969,@aplusk thats old! Ha! ,0
1970,"@WarrenYip DRIP, NEW ORLEANS ICE COFFEE, LATTE, MOCHA. for the first 4 times you go  you're lucky they are popping up all over the place!",0
1971,"This 2019,  as much as possible, I'm gonna save myself from hurting and just go with the flow without expecting too much in return. I have a very long list of the things I wanna do in 2019, but for sure, I WON'T LET MY EXPECTATIONS BRING ME DOWN +",1
1972,"Me yesterday: I’m feeling uncharacteristically upbeat for the holidays, not depressed, teetering on happy, this is weird 
Me now: I am a failure and a disappointment and the world is terrible, I’ll be hiding in my office with the dog and a bottle of whiskey",1
1973,My ass better not have trouble falling asleep tonight. I’m not about to deal with last minute people tomorrow on 2 hours of sleep again.,1
1974,Annnnnd I am up ! ,0
1975,I’ve suffered abuse. Are you saying I would be better off dead so I wouldn’t have had to suffer?,1
1976,Just got my email - won Euromillions.  Is ï¿½12.70 enough to set up your own record label? At least I can get the first round in at the bar ,0
1977,"@LisaMarie110 hahaha, idk. but YAY! we're gonna be roomiess ",0
1978,@fjkeogh hahaha that is @shazy_s  my best mate,0
1979,@sambays speaking of juice there is cranberry in my fridge right now! ,0
1980,@Larasexypanties Hey you! We need to chat sometime soon. I hope you're ok ,0
1981,Woot woot!! Haha gonna go to the movies again I'll be on my uncles iPhone ,0
1982,@joeAlane @KayleyHignell Think too timid. I think a £50 fee for all for ETs as suggested by @Wonkypolicywonk is way to go.,0
1983,"2018 wasnt great but also not terrible. I didn't complete a lot of my goals and honestly didnt make much progress with my current ones. 
Im starting 2019 jobless, but not hopeless and really gonna focus on the new beginnings aspect of the new year",1
1984,I have trouble falling asleep and waking up. How?,1
1985,@loverupert13: yes  and ily,0
1986,I think I would be better off dead.,1
1987,i love when people who have no trouble falling asleep tell people who do to stop staying up so late as if we’re deciding to get our oil changed and run errands at 2 AM on a fucking Tuesday,1
1988,";____; I have to learn Japanese from the beginning again. I have trouble concentrating for long periods of time, I get bored very easily and it’s hard for me to focus.. I will do the business course first and start the assignments ASAP.... wow.... my time management... shabby",1
1989,@virtue972 Bonjour!  Doing some reading!   How are you?  Do I need a passport to travel to Texas? ,0
1990,@goatlady garlice is excellent in such cases! 1+ from me! ,0
1991,hooomeeee ) Traffic jammed ,0
1992,"- go &amp; try the yummo &amp; super hot 'plecing kangkung' + ayam bakar taliwang.. **sexy food from exotic country,Indonesia ",0
1993,People just don't know I'm one of the coolest...I roll by MYSELF and neva act foolish...just don't mistake my kindness as a weakness ,0
1994,@mehmetemin really a great song ,0
1995,"I blame that on teenage hormones. The writers were pretty consistent in making him a shitty person. Teens just want the ""hopeless romantic""",1
1996,Only a few more votes and @chriscuzzy is in the top ten  XX,0
1997,"I have a child who struggles with thoughts of suicide. I am thankful every single day that they asked for help, and I live in terror every single day that those awful thoughts might turn to action. I cannot imagine what it took to push this angel over the edge.",1
1998,Your inner bitch will do all she can to convince you that everything is hopeless and you are beyond . She loves you being  cos she has a captive audience to listen to her negativity. Don't fall for her BS! Nothing is ever as hopeless as she makes out.  pic.twitter.com/dBXeDgF3eR,0
1999,"When I care, you don't care. When I hope you flat and you make me hopeless. When I love, you don't loved. Okay, I'm gone.",1
2000,I have poor appetite and I hate college. Life can't be better *smiles with pain*,1
2001,been to a nye party but went home at 1am cuz I'm actually fuckin depressed,1
2002,@eLi182 with ya!!!!!!!!!!.............#10yearsofEnema ,0
2003,I think I'm going to have trouble concentrating on Pete Davidson's jokes on SNL this season  pic.twitter.com/QdGpGJb6TP,1
2004,"@britneyfrancis the regular.. trying to find some food, nothing new ",0
2005,But my point is that my 2018 has been full of both ups and downs.. I have really grown a lot this year and will go into 2019 as a better version as myself and has learned to say no and stand up for myself way better and just not let any negativity bring me down!,1
2006,we found love in a hopeless place🎼,1
2007,"Weighted blankets are life changing. If you have trouble sleeping/ staying asleep/ anxiety, I 110% recommend getting one

Only had mine for one night but oh man can you tell the different immediately after waking up",1
2008,"The way I have finished two bowls of ice cream in how many days, wow ! I am out to be pregnant from overeating this holiday 😭",1
2009,Listening to #Cher ,0
2010,Gotta do my best today and keep my happiness on and not let anything bring me down... big day today 💖🤘☇ #stoked ,0
2011,I'm easily irritated.. when I become irritable just stfu and leave me tf alone bc EVERY little thing sets me completely off ! 😒,1
2012,"@carysss oopssss i forgot to put ypur link at the beginning, it was to you haha in case you didn't realise. Hope you're feeling better ",0
2013,@huedrinkwater happy birthday cuzy xxx,0
2014,"@MichelleBrouse Hi Michelle, I'm doin great, and you ",0
2015,"collegeeeeee, sun puts me in a good mood ",0
2016,"@A_Yasgar aww Aaron, nice to hear from you too! And no, I don't see what they're all saying. I need to edit it down a bit ",0
2017,@SDfreshprince08 yeah you're right. I slept for 2 days now i'm a half dead ,0
2018,"ugh now i don't like sleeping in the afternoon it gives me too much energy that forbids me to sleep

how can i attend my class at 8 AM if i am this productive *sarcasm*",1
2019,hmmm sleep time! turtle shopping in 2 min ,0
2020,"Generally, I have trouble falling asleep and staying asleep. But those two glasses of wine last night were like medicine because I slept through the night. That might be the second time that has happened this year.",1
2021,@CeeCee151 This is ☀️this is clouded sky 🌥😂😂😂👍🏽😁👏🏽,0
2022,I easily become irritated and in a bad mood 😷,1
2023,"I really think my cat has an overeating problem... and I never thought this would be something I’d have to battle with my pet.. yet, here i am hiding his food bowl multiple times a day and he’s still magically getting fatter.",1
2024,just bought my @warped09 tix  please dm me if you are a PA band scheduled to play.. you will get free Penn State media promo,0
2025,I always have trouble falling asleep 😩,1
2026,I legit think I have some sort of overeating disorder. I am constantly eating. I'm not even hungry and I'm eating eating eating. It's become a massive problem.,1
2027,Hamthrax? Glad I'm a kitty   Swines are fines by me!,0
2028,@MoBenessa Hey hey glad you appreciate ,0
2029,I want to enjoy something. I want to have the energy to try new things. I can't even do shit that requires little energy. I feel so empty and tired.,1
2030,@Reauxnin: ty for the ff love twomie!! Lol ,0
2031,I hate how I become irritated so easily 😑😑😑😑😡😕,1
2032,I think I would be better off dead.,1
2033,"After that Sami Zayn interview segment, I lost complete interest in the show. It’s just a show playing in the background at this point while I’m doing other things ",1
2034,Just got back home to Orlando ...or should I say just got back to my place of living Bc this doesn't feel like home.  ???©,0
2035,I think I would be better off dead.,1
2036,"I know people are still, generally stingy about artists talkin about mental health openly but

I’m not a machine, i’m not going to hide how I feel or my struggles or how long my battle has been. I get tired like everyone else... i wish I could just mindlessly produce but I cant.",1
2037,My man has been working out of town for a year already & I still cry every time he has to leave  :(,0
2038,"@stefanie_go AHH! vampire! haha, you ain't that pale naman ah ",0
2039,"if I wasn't too depressed to bother with them, I'd often have trouble concentrating on them due to an old habit of my mom interrupting me constantly while playing them so I unfortunately developed a shorter attention span for a while and have to get up and do something else often",1
2040,"Yes. My mood is drastically different when I’m on my period. Biggest indicator that it’s coming. I become very unstable emotionally. Extremely depressed and extremely angry, very easily irritated",1
2041,Going to the zoo with the wineholt clan! ,0
2042,@radiogrinch ??????? ,0
2043,"Working has been just that lately - work. It became so stale with the same tired message perpetuated by the last staff and, by extension, the same things the last decade or so. But today is a new chapter and something NEW for Miami. As a fan and journalist, I feel rejuvenated.",1
2044,Vin Diesel is pretty cool. I have seen him in that movie Riddick and Pitch Black too. He must work out or something. #smiles,0
2045,"I think I'm hopeless, I think I think too much
Bruised and broken covered up with blush  pic.twitter.com/7lXKAvx5qy",1
2046,is excited because it is FINALLY sunday and im going to sams and its his birthday on tuesday YAYAYAYAYAYAY ,0
2047,i think it’s become a tradition for me to tweet that video every time these freaks get angry at harry for no reason,1
2048,July aint coming fast enough!! @loveashlay what u doin for ur bday? Its in 25 days! ,0
2049,@AntonioMBush my beautiful LB! Happy Birthday! Welcome to the 25 and up club! ,0
2050,i don’t understand why all of my irls arw depressed but i’m feeling great... the worst year of my life is ending and i’m starting it with xx teasers & chicken wings,1
2051,I always have trouble falling asleep even when I’m tired 🙄,1
2052,"Does anyone else have trouble concentrating when you only have a 30-minute or so window until your next thing? I am sure that what distinguishes super productive people from the rest is that they take advantage of these smaller windows, but here I am tweeting, not writing. Ha.",1
2053,i missed lunch bc i was doing an evaluation and it's wing wednesday ,0
2054,"I am looking for 2 people who struggle with sleep 💤 & energy ⚡️‼️

Whether you have trouble falling asleep 💤 and/or staying asleep 💤 and need more energy ⚡️to get through the day, our Wellness Chews can help you‼️
💤⚡️💤⚡️💤⚡️💤⚡️💤⚡️💤⚡️💤⚡️💤⚡️💤⚡️",1
2055,"nice weekend, saturday we played capoeira de angola @ the Malcom X festival in atlanta....nothing like hot weather and capoeira  peace all",0
2056,@Moogieredshoes hehe i am always fixing mine after mum has had a fiddle with it lol. but i reckon its the only way to learn how it works ,0
2057,Had a Fanastic day!  loved goin to see Casting Crowns and then the Rangers Game with my church. Tomorow is gonna be even better ,0
2058,i am v depressed i'm sorry . i will try harder to be Not Depressed next year. for all ur benefit (so u all don't block me) sorry,1
2059,"The whole Are You Offended™ approach by dudebros like Louis and Ricky misses the crucial fact that we really aren’t. I don’t feel outrage when someone calls me the r-slur. I’m just tired, people. I’m just numb.",1
2060,had a really tiring day with a lot of technical shoots and apple eating! ,0
2061,@CamiClay YAY! I am so excited you are on @twitter now! ,0
2062,@johnnydamongirl how long was i out and did i snore  your couch rulz,0
2063,"tenma like like age 28 mid panic attack to a little boy he thought was in a coma: these people would be better off dead

that little boy: oh on god? i got you king",1
2064,I love this whole episode but this scene is the only one I don't like because it's the one that I really struggle to keep my attention on.,1
2065,decorating my room ,0
2066,I don’t have trouble falling asleep I have trouble staying asleep and yes I have tried magnesium and white noise to no effect,1
2067,@SandraBernhard  Got to get when you can here! ,0
2068,"@jasimmo Ooo showing of your French skills!! lol Things good over here. Lovely weather, so should be outside  How's u?",0
2069,I have so much trouble concentrating today 😒,1
2070,damn I love overeating when I know damn well I am not hungry just bc my mom made me angry abt it,1
2071,I am a faucet failure because i stay dripping 💧💦,1
2072,@d4v3c00k Dave &quot;The Cat&quot; Cook  lands on his feet and has 9 lives!,0
2073,22. mom told me i would be better off dead [sadmusic.mp3],1
2074,Me too. Wish I could take credit for it  @MarlboroLady Best #robotpickuplines I've read today. ,0
2075,"I'm just starting to feel normal again. I may also have had some mild altitude sickness the past couple days? Is that possible at 5,400ish feet? Anyway, so, so tired but feeling thankful to be home with our wolfpack and making plans for 2019. ✨😬✨",1
2076,I Love my church  ,0
2077,Noooo Jim??’”???­ You will be missed next season! ,0
2078,I don’t have anybody to kiss for New Years but I won’t? can’t? let it get me down. (tbh I’m not sure I can let myself not be let down),1
2079,120   ???????????????????  ??????????????????????????????????????ww  ????????????????????????????????????????????????????????????????????????????????    ?????????.......  ?????????LINE????????????LINE????????????   ??????????????????????????????????????????????????????????   ??????????  ?????.......????  pic.twitter.com/rLDG4ogYnz,0
2080,"I have literally had such a poor appetite the last few days, not even eating 3 meals a day and I don’t know why 😫",1
2081,One of my clients just said that my look reminded her of Kim Kardashian! Oh shoot hey now! Watch out...\nNot bad.. okay #flattered,0
2082,i highly recommend a weighted blanket for those that have trouble falling asleep or staying asleep,1
2083,"HAPPY BIRTHDAY TO THE QUEEN OF HEARTS KUROSAWA DIA!!!!!
I was going to get a pudding but I forgot.... ;w;
Also I didn't have time to draw something for her birthday.... welp I am a failure for a Dia stan ahaha....  pic.twitter.com/Yf3WuHvwDd",1
2084,"good night twitter, shopping trip possibly tomorrow ",0
2085,I have never been more let down and disappointed by some of my family than I am right now. 😞,1
2086,"@marco_cali Nope. Unexpected happenings - my sister arrived home, so Im gonna be spending time with her ",0
2087,@JMartorelli Yes ma'am I will. He also brings wonderful people in to my life to remind me. Thanks. Have a blessed day ,0
2088,"How come no one heard her when she said

Maybe I'm better off dead
If I was would it finally be enough
To shut out all those voices in my head?",1
2089,I’ve become easily irritated lately... i needs to meditate and cleanse.,1
2090,http://twitpic.com/69auz - @garygomusic we've saved you some ,0
2091,Stuck doing a tonnnn of homework.. Fun fun... But watching Family Guy in the process ,0
2092,"Going home to the 🇵🇭 in 2 days and I no longer have energy to socialize and appetite to eat at buffets. Lord god, save my poor tummy. 🐷🐽",1
2093,starting the new year being depressed as FUCK but not letting it get the better of me,1
2094,Cycled to the pub along the canal. Having a chilli jacket with a lovely view of the waterfront   http://twitpic.com/692ih,0
2095,"I have changed jobs and now have a 2 hour teleconference every monday. I have trouble concentrating when my hands aren't busy so I've started doing weights while I listen, my question is at 2 hours a week will this eventually make me even slightly buff y/n",1
2096,@_maisy Loveeeee you! ,0
2097,"So I asked my mom if I can skip school because I'm tired,having trouble feeling asleep or staying asleep (btw she knows that I have insomnia) and she still will force me to go to school tomorrow.",1
2098,am I the only one that gets insanely depressed by new year?????? Knock me out for the next while please,1
2099,Now that I've seen all of the The Lord Of the Rings movies I have nothing to look forward to... ,0
2100,everyone’s already in nyc and here i am still in buttfuck virginia UNTIL 5 AM but i’m not sleeping tonight 1 bc i’m too anxious and 2 bc i have too much to do and i just don’t feel like it,1
2101,how did i manage to sleep through chelsea v palace i am a failure,1
2102,Dwight Howard been playing like his girl broke up with him or something ,0
2103,from being on suicide watch at 17 and seeing zero purpose in trying anymore to living my best life at 18 with a confidence i never thought i’d gain. it really does get better in time & i’m so proud of anyone else that has overcome this struggle 💖💖  pic.twitter.com/hJc2ZosSLJ,1
2104,"mama mia, here I go again, my my how can i resist you. mama mia, does it show again, my my just how much I've missed you ",0
2105,"i still have a ton of comics from the library but i've started having trouble concentrating on reading again

at least let me finish devilman",1
2106,@smartassredhead i know its a shock to you isn't it but i have to be honest with my feelings ,0
2107,i always have trouble around this time staying asleep.,1
2108,@Tortue æ—¥ä»¥æ?‰æ­»å?³éŒ„ etc etc  Can do in Canto too. But I'd just as well memorize the passwords ,0
